date,miner_unscaled,miner_monthly,isPartial,scale,miner
2020-07-01,61,28.0,,0.28,17.080000000000002
2020-07-02,74,28.0,,0.28,20.720000000000002
2020-07-03,86,28.0,,0.28,24.080000000000002
2020-07-04,85,28.0,,0.28,23.8
2020-07-05,82,26.0,False,0.26,21.32
2020-07-06,85,26.0,,0.26,22.1
2020-07-07,80,26.0,,0.26,20.8
2020-07-08,89,26.0,,0.26,23.14
2020-07-09,58,26.0,,0.26,15.08
2020-07-10,84,26.0,,0.26,21.84
2020-07-11,64,26.0,,0.26,16.64
2020-07-12,83,27.0,False,0.27,22.41
2020-07-13,77,27.0,,0.27,20.790000000000003
2020-07-14,67,27.0,,0.27,18.09
2020-07-15,66,27.0,,0.27,17.82
2020-07-16,89,27.0,,0.27,24.03
2020-07-17,77,27.0,,0.27,20.790000000000003
2020-07-18,77,27.0,,0.27,20.790000000000003
2020-07-19,82,28.0,False,0.28,22.96
2020-07-20,81,28.0,,0.28,22.680000000000003
2020-07-21,100,28.0,,0.28,28.000000000000004
2020-07-22,79,28.0,,0.28,22.12
2020-07-23,86,28.0,,0.28,24.080000000000002
2020-07-24,84,28.0,,0.28,23.520000000000003
2020-07-25,93,28.0,,0.28,26.040000000000003
2020-07-26,80,31.0,False,0.31,24.8
2020-07-27,77,31.0,,0.31,23.87
2020-07-28,85,31.0,,0.31,26.35
2020-07-29,80,31.0,,0.31,24.8
2020-07-30,71,31.0,,0.31,22.01
2020-07-31,78,31.0,,0.31,24.18
2020-08-01,91,31.0,,0.31,28.21
2020-08-02,84,30.0,False,0.3,25.2
2020-08-03,75,30.0,,0.3,22.5
2020-08-04,90,30.0,,0.3,27.0
2020-08-05,80,30.0,,0.3,24.0
2020-08-06,99,30.0,,0.3,29.7
2020-08-07,68,30.0,,0.3,20.4
2020-08-08,59,30.0,,0.3,17.7
2020-08-09,85,28.0,False,0.28,23.8
2020-08-10,70,28.0,,0.28,19.6
2020-08-11,72,28.0,,0.28,20.160000000000004
2020-08-12,61,28.0,,0.28,17.080000000000002
2020-08-13,68,28.0,,0.28,19.040000000000003
2020-08-14,70,28.0,,0.28,19.6
2020-08-15,75,28.0,,0.28,21.000000000000004
2020-08-16,100,32.0,False,0.32,32.0
2020-08-17,87,32.0,,0.32,27.84
2020-08-18,67,32.0,,0.32,21.44
2020-08-19,95,32.0,,0.32,30.400000000000002
2020-08-20,100,32.0,,0.32,32.0
2020-08-21,99,32.0,,0.32,31.68
2020-08-22,80,32.0,,0.32,25.6
2020-08-23,81,29.0,False,0.29,23.49
2020-08-24,96,29.0,,0.29,27.839999999999996
2020-08-25,71,29.0,,0.29,20.59
2020-08-26,83,29.0,,0.29,24.069999999999997
2020-08-27,83,29.0,,0.29,24.069999999999997
2020-08-28,71,29.0,,0.29,20.59
2020-08-29,72,29.0,,0.29,20.88
2020-08-30,77,30.0,False,0.3,23.099999999999998
2020-08-31,77,30.0,,0.3,23.099999999999998
2020-09-01,73,30.0,,0.3,21.9
2020-09-02,80,30.0,,0.3,24.0
2020-09-03,67,30.0,,0.3,20.099999999999998
2020-09-04,70,30.0,,0.3,21.0
2020-09-05,63,30.0,,0.3,18.9
2020-09-06,100,30.0,False,0.3,30.0
2020-09-07,79,30.0,,0.3,23.7
2020-09-08,63,30.0,,0.3,18.9
2020-09-09,76,30.0,,0.3,22.8
2020-09-10,94,30.0,,0.3,28.2
2020-09-11,78,30.0,,0.3,23.4
2020-09-12,83,30.0,,0.3,24.9
2020-09-13,80,30.0,False,0.3,24.0
2020-09-14,79,30.0,,0.3,23.7
2020-09-15,86,30.0,,0.3,25.8
2020-09-16,87,30.0,,0.3,26.099999999999998
2020-09-17,70,30.0,,0.3,21.0
2020-09-18,81,30.0,,0.3,24.3
2020-09-19,61,30.0,,0.3,18.3
2020-09-20,77,30.0,False,0.3,23.099999999999998
2020-09-21,77,30.0,,0.3,23.099999999999998
2020-09-22,90,30.0,,0.3,27.0
2020-09-23,94,30.0,,0.3,28.2
2020-09-24,89,30.0,,0.3,26.7
2020-09-25,70,30.0,,0.3,21.0
2020-09-26,74,30.0,,0.3,22.2
2020-09-27,54,26.0,False,0.26,14.040000000000001
2020-09-28,70,26.0,,0.26,18.2
2020-09-29,69,26.0,,0.26,17.94
2020-09-30,77,26.0,,0.26,20.02
2020-10-01,87,26.0,,0.26,22.62
2020-10-02,68,26.0,,0.26,17.68
2020-10-03,89,26.0,,0.26,23.14
2020-10-04,74,27.0,False,0.27,19.98
2020-10-05,81,27.0,,0.27,21.87
2020-10-06,76,27.0,,0.27,20.520000000000003
2020-10-07,92,27.0,,0.27,24.840000000000003
2020-10-08,86,27.0,,0.27,23.220000000000002
2020-10-09,79,27.0,,0.27,21.330000000000002
2020-10-10,63,27.0,,0.27,17.01
2020-10-11,73,26.0,False,0.26,18.98
2020-10-12,100,26.0,,0.26,26.0
2020-10-13,72,26.0,,0.26,18.72
2020-10-14,82,26.0,,0.26,21.32
2020-10-15,73,26.0,,0.26,18.98
2020-10-16,77,26.0,,0.26,20.02
2020-10-17,92,26.0,,0.26,23.92
2020-10-18,75,28.0,False,0.28,21.000000000000004
2020-10-19,95,28.0,,0.28,26.6
2020-10-20,75,28.0,,0.28,21.000000000000004
2020-10-21,66,28.0,,0.28,18.48
2020-10-22,63,28.0,,0.28,17.64
2020-10-23,85,28.0,,0.28,23.8
2020-10-24,81,28.0,,0.28,22.680000000000003
2020-10-25,80,25.0,False,0.25,20.0
2020-10-26,81,25.0,,0.25,20.25
2020-10-27,73,25.0,,0.25,18.25
2020-10-28,81,25.0,,0.25,20.25
2020-10-29,82,25.0,,0.25,20.5
2020-10-30,83,25.0,,0.25,20.75
2020-10-31,73,25.0,,0.25,18.25
2020-11-01,60,23.0,False,0.23,13.8
2020-11-02,71,23.0,,0.23,16.330000000000002
2020-11-03,70,23.0,,0.23,16.1
2020-11-04,65,23.0,,0.23,14.950000000000001
2020-11-05,65,23.0,,0.23,14.950000000000001
2020-11-06,53,23.0,,0.23,12.190000000000001
2020-11-07,85,23.0,,0.23,19.55
2020-11-08,75,27.0,False,0.27,20.25
2020-11-09,67,27.0,,0.27,18.09
2020-11-10,80,27.0,,0.27,21.6
2020-11-11,89,27.0,,0.27,24.03
2020-11-12,87,27.0,,0.27,23.490000000000002
2020-11-13,62,27.0,,0.27,16.740000000000002
2020-11-14,72,27.0,,0.27,19.44
2020-11-15,77,28.0,False,0.28,21.560000000000002
2020-11-16,71,28.0,,0.28,19.880000000000003
2020-11-17,83,28.0,,0.28,23.240000000000002
2020-11-18,95,28.0,,0.28,26.6
2020-11-19,90,28.0,,0.28,25.200000000000003
2020-11-20,76,28.0,,0.28,21.28
2020-11-21,88,28.0,,0.28,24.64
2020-11-22,100,26.0,False,0.26,26.0
2020-11-23,96,26.0,,0.26,24.96
2020-11-24,72,26.0,,0.26,18.72
2020-11-25,91,26.0,,0.26,23.66
2020-11-26,100,26.0,,0.26,26.0
2020-11-27,72,26.0,,0.26,18.72
2020-11-28,83,26.0,,0.26,21.580000000000002
2020-11-29,70,27.0,False,0.27,18.900000000000002
2020-11-30,97,27.0,,0.27,26.19
2020-12-01,61,27.0,,0.27,16.470000000000002
2020-12-02,70,27.0,,0.27,18.900000000000002
2020-12-03,70,27.0,,0.27,18.900000000000002
2020-12-04,67,27.0,,0.27,18.09
2020-12-05,75,27.0,,0.27,20.25
2020-12-06,67,30.0,False,0.3,20.099999999999998
2020-12-07,80,30.0,,0.3,24.0
2020-12-08,64,30.0,,0.3,19.2
2020-12-09,54,30.0,,0.3,16.2
2020-12-10,61,30.0,,0.3,18.3
2020-12-11,75,30.0,,0.3,22.5
2020-12-12,64,30.0,,0.3,19.2
2020-12-13,69,26.0,False,0.26,17.94
2020-12-14,58,26.0,,0.26,15.08
2020-12-15,64,26.0,,0.26,16.64
2020-12-16,71,26.0,,0.26,18.46
2020-12-17,78,26.0,,0.26,20.28
2020-12-18,83,26.0,,0.26,21.580000000000002
2020-12-19,75,26.0,,0.26,19.5
2020-12-20,59,30.0,False,0.3,17.7
2020-12-21,96,30.0,,0.3,28.799999999999997
2020-12-22,74,30.0,,0.3,22.2
2020-12-23,88,30.0,,0.3,26.4
2020-12-24,68,30.0,,0.3,20.4
2020-12-25,82,30.0,,0.3,24.599999999999998
2020-12-26,97,30.0,,0.3,29.099999999999998
2020-12-27,88,34.0,False,0.34,29.92
2020-12-28,66,34.0,,0.34,22.44
2020-12-29,70,34.0,,0.34,23.8
2020-12-30,100,34.0,,0.34,34.0
2020-12-31,80,34.0,,0.34,27.200000000000003
2021-01-01,73,34.0,,0.34,24.82
2021-01-02,80,34.0,,0.34,27.200000000000003
2021-01-03,83,41.0,False,0.41,34.03
2021-01-04,65,41.0,,0.41,26.65
2021-01-05,80,41.0,,0.41,32.8
2021-01-06,74,41.0,,0.41,30.34
2021-01-07,84,41.0,,0.41,34.44
2021-01-08,86,41.0,,0.41,35.26
2021-01-09,84,41.0,,0.41,34.44
2021-01-10,87,44.0,False,0.44,38.28
2021-01-11,74,44.0,,0.44,32.56
2021-01-12,97,44.0,,0.44,42.68
2021-01-13,92,44.0,,0.44,40.48
2021-01-14,82,44.0,,0.44,36.08
2021-01-15,79,44.0,,0.44,34.76
2021-01-16,93,44.0,,0.44,40.92
2021-01-17,72,40.0,False,0.4,28.8
2021-01-18,65,40.0,,0.4,26.0
2021-01-19,83,40.0,,0.4,33.2
2021-01-20,88,40.0,,0.4,35.2
2021-01-21,78,40.0,,0.4,31.200000000000003
2021-01-22,84,40.0,,0.4,33.6
2021-01-23,83,40.0,,0.4,33.2
2021-01-24,75,44.0,False,0.44,33.0
2021-01-25,74,44.0,,0.44,32.56
2021-01-26,73,44.0,,0.44,32.12
2021-01-27,70,44.0,,0.44,30.8
2021-01-28,96,44.0,,0.44,42.24
2021-01-29,98,44.0,,0.44,43.12
2021-01-30,100,44.0,,0.44,44.0
2021-01-31,93,45.0,False,0.45,41.85
2021-02-01,54,45.0,,0.45,24.3
2021-02-02,56,45.0,,0.45,25.2
2021-02-03,67,45.0,,0.45,30.150000000000002
2021-02-04,56,45.0,,0.45,25.2
2021-02-05,60,45.0,,0.45,27.0
2021-02-06,64,45.0,,0.45,28.8
2021-02-07,74,53.0,False,0.53,39.22
2021-02-08,70,53.0,,0.53,37.1
2021-02-09,72,53.0,,0.53,38.160000000000004
2021-02-10,74,53.0,,0.53,39.22
2021-02-11,69,53.0,,0.53,36.57
2021-02-12,78,53.0,,0.53,41.34
2021-02-13,73,53.0,,0.53,38.690000000000005
2021-02-14,85,58.0,False,0.58,49.3
2021-02-15,64,58.0,,0.58,37.12
2021-02-16,67,58.0,,0.58,38.86
2021-02-17,73,58.0,,0.58,42.339999999999996
2021-02-18,69,58.0,,0.58,40.019999999999996
2021-02-19,80,58.0,,0.58,46.4
2021-02-20,100,58.0,,0.58,57.99999999999999
2021-02-21,88,55.0,False,0.55,48.400000000000006
2021-02-22,83,55.0,,0.55,45.650000000000006
2021-02-23,85,55.0,,0.55,46.75000000000001
2021-02-24,64,55.0,,0.55,35.2
2021-02-25,73,55.0,,0.55,40.150000000000006
2021-02-26,62,55.0,,0.55,34.1
2021-02-27,58,55.0,,0.55,31.900000000000002
2021-02-28,65,47.0,False,0.47,30.549999999999997
2021-03-01,81,47.0,,0.47,38.07
2021-03-02,92,47.0,,0.47,43.239999999999995
2021-03-03,70,47.0,,0.47,32.9
2021-03-04,68,47.0,,0.47,31.959999999999997
2021-03-05,78,47.0,,0.47,36.66
2021-03-06,67,47.0,,0.47,31.49
2021-03-07,77,48.0,False,0.48,36.96
2021-03-08,84,48.0,,0.48,40.32
2021-03-09,78,48.0,,0.48,37.44
2021-03-10,78,48.0,,0.48,37.44
2021-03-11,69,48.0,,0.48,33.12
2021-03-12,73,48.0,,0.48,35.04
2021-03-13,96,48.0,,0.48,46.08
2021-03-14,100,48.0,False,0.48,48.0
2021-03-15,75,48.0,,0.48,36.0
2021-03-16,79,48.0,,0.48,37.92
2021-03-17,65,48.0,,0.48,31.2
2021-03-18,81,48.0,,0.48,38.879999999999995
2021-03-19,67,48.0,,0.48,32.16
2021-03-20,70,48.0,,0.48,33.6
2021-03-21,79,44.0,False,0.44,34.76
2021-03-22,75,44.0,,0.44,33.0
2021-03-23,74,44.0,,0.44,32.56
2021-03-24,70,44.0,,0.44,30.8
2021-03-25,70,44.0,,0.44,30.8
2021-03-26,67,44.0,,0.44,29.48
2021-03-27,79,44.0,,0.44,34.76
2021-03-28,76,50.0,False,0.5,38.0
2021-03-29,75,50.0,,0.5,37.5
2021-03-30,77,50.0,,0.5,38.5
2021-03-31,63,50.0,,0.5,31.5
2021-04-01,69,50.0,,0.5,34.5
2021-04-02,64,50.0,,0.5,32.0
2021-04-03,65,50.0,,0.5,32.5
2021-04-04,69,51.0,False,0.51,35.19
2021-04-05,66,51.0,,0.51,33.660000000000004
2021-04-06,72,51.0,,0.51,36.72
2021-04-07,77,51.0,,0.51,39.27
2021-04-08,66,51.0,,0.51,33.660000000000004
2021-04-09,72,51.0,,0.51,36.72
2021-04-10,72,51.0,,0.51,36.72
2021-04-11,74,61.0,False,0.61,45.14
2021-04-12,63,61.0,,0.61,38.43
2021-04-13,81,61.0,,0.61,49.41
2021-04-14,79,61.0,,0.61,48.19
2021-04-15,69,61.0,,0.61,42.089999999999996
2021-04-16,97,61.0,,0.61,59.17
2021-04-17,99,61.0,,0.61,60.39
2021-04-18,86,66.0,False,0.66,56.760000000000005
2021-04-19,82,66.0,,0.66,54.120000000000005
2021-04-20,92,66.0,,0.66,60.720000000000006
2021-04-21,87,66.0,,0.66,57.42
2021-04-22,82,66.0,,0.66,54.120000000000005
2021-04-23,83,66.0,,0.66,54.78
2021-04-24,86,66.0,,0.66,56.760000000000005
2021-04-25,93,65.0,False,0.65,60.45
2021-04-26,93,65.0,,0.65,60.45
2021-04-27,90,65.0,,0.65,58.5
2021-04-28,100,65.0,,0.65,65.0
2021-04-29,79,65.0,,0.65,51.35
2021-04-30,84,65.0,,0.65,54.6
2021-05-01,80,65.0,,0.65,52.0
2021-05-02,70,68.0,False,0.68,47.6
2021-05-03,66,68.0,,0.68,44.88
2021-05-04,77,68.0,,0.68,52.36000000000001
2021-05-05,82,68.0,,0.68,55.760000000000005
2021-05-06,83,68.0,,0.68,56.440000000000005
2021-05-07,72,68.0,,0.68,48.96
2021-05-08,89,68.0,,0.68,60.52
2021-05-09,83,76.0,False,0.76,63.08
2021-05-10,84,76.0,,0.76,63.84
2021-05-11,93,76.0,,0.76,70.68
2021-05-12,100,76.0,,0.76,76.0
2021-05-13,89,76.0,,0.76,67.64
2021-05-14,78,76.0,,0.76,59.28
2021-05-15,89,76.0,,0.76,67.64
2021-05-16,82,61.0,False,0.61,50.019999999999996
2021-05-17,63,61.0,,0.61,38.43
2021-05-18,65,61.0,,0.61,39.65
2021-05-19,62,61.0,,0.61,37.82
2021-05-20,61,61.0,,0.61,37.21
2021-05-21,75,61.0,,0.61,45.75
2021-05-22,67,61.0,,0.61,40.87
2021-05-23,81,55.0,False,0.55,44.550000000000004
2021-05-24,72,55.0,,0.55,39.6
2021-05-25,78,55.0,,0.55,42.900000000000006
2021-05-26,70,55.0,,0.55,38.5
2021-05-27,69,55.0,,0.55,37.95
2021-05-28,57,55.0,,0.55,31.35
2021-05-29,68,55.0,,0.55,37.400000000000006
2021-05-30,62,55.0,False,0.55,34.1
2021-05-31,47,55.0,,0.55,25.85
2021-06-01,83,55.0,,0.55,45.650000000000006
2021-06-02,95,55.0,,0.55,52.25000000000001
2021-06-03,96,55.0,,0.55,52.800000000000004
2021-06-04,100,55.0,,0.55,55.00000000000001
2021-06-05,90,55.0,,0.55,49.50000000000001
2021-06-06,88,51.0,False,0.51,44.88
2021-06-07,83,51.0,,0.51,42.33
2021-06-08,77,51.0,,0.51,39.27
2021-06-09,71,51.0,,0.51,36.21
2021-06-10,71,51.0,,0.51,36.21
2021-06-11,75,51.0,,0.51,38.25
2021-06-12,82,51.0,,0.51,41.82
2021-06-13,68,46.0,False,0.46,31.28
2021-06-14,73,46.0,,0.46,33.58
2021-06-15,83,46.0,,0.46,38.18
2021-06-16,69,46.0,,0.46,31.740000000000002
2021-06-17,81,46.0,,0.46,37.260000000000005
2021-06-18,80,46.0,,0.46,36.800000000000004
2021-06-19,68,46.0,,0.46,31.28
2021-06-20,77,44.0,False,0.44,33.88
2021-06-21,76,44.0,,0.44,33.44
2021-06-22,66,44.0,,0.44,29.04
2021-06-23,68,44.0,,0.44,29.92
2021-06-24,63,44.0,,0.44,27.72
2021-06-25,68,44.0,,0.44,29.92
2021-06-26,72,44.0,,0.44,31.68
2021-06-27,73,44.0,False,0.44,32.12
2021-06-28,71,44.0,,0.44,31.24
2021-06-29,79,44.0,,0.44,34.76
2021-06-30,78,44.0,,0.44,34.32
2021-07-01,84,44.0,,0.44,36.96
2021-07-02,98,44.0,,0.44,43.12
2021-07-03,97,44.0,,0.44,42.68
2021-07-04,86,43.0,False,0.43,36.98
2021-07-05,96,43.0,,0.43,41.28
2021-07-06,72,43.0,,0.43,30.96
2021-07-07,78,43.0,,0.43,33.54
2021-07-08,79,43.0,,0.43,33.97
2021-07-09,79,43.0,,0.43,33.97
2021-07-10,70,43.0,,0.43,30.099999999999998
2021-07-11,75,41.0,False,0.41,30.749999999999996
2021-07-12,82,41.0,,0.41,33.62
2021-07-13,72,41.0,,0.41,29.52
2021-07-14,85,41.0,,0.41,34.85
2021-07-15,91,41.0,,0.41,37.309999999999995
2021-07-16,89,41.0,,0.41,36.489999999999995
2021-07-17,69,41.0,,0.41,28.29
2021-07-18,82,39.0,False,0.39,31.98
2021-07-19,61,39.0,,0.39,23.79
2021-07-20,84,39.0,,0.39,32.76
2021-07-21,82,39.0,,0.39,31.98
2021-07-22,88,39.0,,0.39,34.32
2021-07-23,77,39.0,,0.39,30.03
2021-07-24,83,39.0,,0.39,32.370000000000005
2021-07-25,80,38.0,False,0.38,30.4
2021-07-26,71,38.0,,0.38,26.98
2021-07-27,55,38.0,,0.38,20.9
2021-07-28,81,38.0,,0.38,30.78
2021-07-29,68,38.0,,0.38,25.84
2021-07-30,100,38.0,,0.38,38.0
2021-07-31,77,38.0,,0.38,29.26
2021-08-01,84,47.0,False,0.47,39.48
2021-08-02,90,47.0,,0.47,42.3
2021-08-03,80,47.0,,0.47,37.599999999999994
2021-08-04,68,47.0,,0.47,31.959999999999997
2021-08-05,76,47.0,,0.47,35.72
2021-08-06,72,47.0,,0.47,33.839999999999996
2021-08-07,82,47.0,,0.47,38.54
2021-08-08,81,44.0,False,0.44,35.64
2021-08-09,73,44.0,,0.44,32.12
2021-08-10,92,44.0,,0.44,40.48
2021-08-11,90,44.0,,0.44,39.6
2021-08-12,79,44.0,,0.44,34.76
2021-08-13,79,44.0,,0.44,34.76
2021-08-14,75,44.0,,0.44,33.0
2021-08-15,95,50.0,False,0.5,47.5
2021-08-16,80,50.0,,0.5,40.0
2021-08-17,100,50.0,,0.5,50.0
2021-08-18,85,50.0,,0.5,42.5
2021-08-19,93,50.0,,0.5,46.5
2021-08-20,73,50.0,,0.5,36.5
2021-08-21,92,50.0,,0.5,46.0
2021-08-22,82,50.0,False,0.5,41.0
2021-08-23,99,50.0,,0.5,49.5
2021-08-24,96,50.0,,0.5,48.0
2021-08-25,87,50.0,,0.5,43.5
2021-08-26,76,50.0,,0.5,38.0
2021-08-27,85,50.0,,0.5,42.5
2021-08-28,79,50.0,,0.5,39.5
2021-08-29,87,48.0,False,0.48,41.76
2021-08-30,94,48.0,,0.48,45.12
2021-08-31,85,48.0,,0.48,40.8
2021-09-01,78,48.0,,0.48,37.44
2021-09-02,82,48.0,,0.48,39.36
2021-09-03,93,48.0,,0.48,44.64
2021-09-04,89,48.0,,0.48,42.72
2021-09-05,94,50.0,False,0.5,47.0
2021-09-06,96,50.0,,0.5,48.0
2021-09-07,79,50.0,,0.5,39.5
2021-09-08,82,50.0,,0.5,41.0
2021-09-09,89,50.0,,0.5,44.5
2021-09-10,86,50.0,,0.5,43.0
2021-09-11,100,50.0,,0.5,50.0
2021-09-12,88,50.0,False,0.5,44.0
2021-09-13,82,50.0,,0.5,41.0
2021-09-14,78,50.0,,0.5,39.0
2021-09-15,82,50.0,,0.5,41.0
2021-09-16,90,50.0,,0.5,45.0
2021-09-17,98,50.0,,0.5,49.0
2021-09-18,78,50.0,,0.5,39.0
2021-09-19,88,45.0,False,0.45,39.6
2021-09-20,82,45.0,,0.45,36.9
2021-09-21,80,45.0,,0.45,36.0
2021-09-22,81,45.0,,0.45,36.45
2021-09-23,87,45.0,,0.45,39.15
2021-09-24,93,45.0,,0.45,41.85
2021-09-25,89,45.0,,0.45,40.050000000000004
2021-09-26,85,42.0,False,0.42,35.699999999999996
2021-09-27,100,42.0,,0.42,42.0
2021-09-28,85,42.0,,0.42,35.699999999999996
2021-09-29,77,42.0,,0.42,32.339999999999996
2021-09-30,76,42.0,,0.42,31.919999999999998
2021-10-01,70,42.0,,0.42,29.4
2021-10-02,83,42.0,,0.42,34.86
2021-10-03,83,41.0,False,0.41,34.03
2021-10-04,87,41.0,,0.41,35.669999999999995
2021-10-05,73,41.0,,0.41,29.93
2021-10-06,75,41.0,,0.41,30.749999999999996
2021-10-07,85,41.0,,0.41,34.85
2021-10-08,76,41.0,,0.41,31.159999999999997
2021-10-09,81,41.0,,0.41,33.21
2021-10-10,80,42.0,False,0.42,33.6
2021-10-11,80,42.0,,0.42,33.6
2021-10-12,79,42.0,,0.42,33.18
2021-10-13,96,42.0,,0.42,40.32
2021-10-14,92,42.0,,0.42,38.64
2021-10-15,76,42.0,,0.42,31.919999999999998
2021-10-16,90,42.0,,0.42,37.8
2021-10-17,86,45.0,False,0.45,38.7
2021-10-18,93,45.0,,0.45,41.85
2021-10-19,84,45.0,,0.45,37.800000000000004
2021-10-20,89,45.0,,0.45,40.050000000000004
2021-10-21,88,45.0,,0.45,39.6
2021-10-22,91,45.0,,0.45,40.95
2021-10-23,81,45.0,,0.45,36.45
2021-10-24,91,50.0,False,0.5,45.5
2021-10-25,84,50.0,,0.5,42.0
2021-10-26,96,50.0,,0.5,48.0
2021-10-27,92,50.0,,0.5,46.0
2021-10-28,99,50.0,,0.5,49.5
2021-10-29,92,50.0,,0.5,46.0
2021-10-30,100,50.0,,0.5,50.0
2021-10-31,76,47.0,False,0.47,35.72
2021-11-01,71,47.0,,0.47,33.37
2021-11-02,76,47.0,,0.47,35.72
2021-11-03,76,47.0,,0.47,35.72
2021-11-04,72,47.0,,0.47,33.839999999999996
2021-11-05,69,47.0,,0.47,32.43
2021-11-06,71,47.0,,0.47,33.37
2021-11-07,80,59.0,False,0.59,47.199999999999996
2021-11-08,74,59.0,,0.59,43.66
2021-11-09,83,59.0,,0.59,48.97
2021-11-10,72,59.0,,0.59,42.48
2021-11-11,89,59.0,,0.59,52.51
2021-11-12,83,59.0,,0.59,48.97
2021-11-13,92,59.0,,0.59,54.279999999999994
2021-11-14,88,57.0,False,0.57,50.16
2021-11-15,87,57.0,,0.57,49.589999999999996
2021-11-16,100,57.0,,0.57,56.99999999999999
2021-11-17,80,57.0,,0.57,45.599999999999994
2021-11-18,74,57.0,,0.57,42.18
2021-11-19,69,57.0,,0.57,39.33
2021-11-20,77,57.0,,0.57,43.88999999999999
2021-11-21,72,51.0,False,0.51,36.72
2021-11-22,77,51.0,,0.51,39.27
2021-11-23,79,51.0,,0.51,40.29
2021-11-24,76,51.0,,0.51,38.76
2021-11-25,78,51.0,,0.51,39.78
2021-11-26,78,51.0,,0.51,39.78
2021-11-27,82,51.0,,0.51,41.82
2021-11-28,74,52.0,True,0.52,38.480000000000004
2021-11-29,82,52.0,,0.52,42.64
2021-11-30,79,52.0,,0.52,41.08
2021-12-01,100,52.0,,0.52,52.0
2021-12-02,98,52.0,,0.52,50.96
