date,coinbase_unscaled,coinbase_monthly,isPartial,scale,coinbase
2019-03-26,56,3.0,,0.03,1.68
2019-03-27,57,3.0,,0.03,1.71
2019-03-28,61,3.0,,0.03,1.8299999999999998
2019-03-29,67,3.0,,0.03,2.01
2019-03-30,49,3.0,,0.03,1.47
2019-03-31,54,3.0,False,0.03,1.6199999999999999
2019-04-01,42,3.0,,0.03,1.26
2019-04-02,74,3.0,,0.03,2.2199999999999998
2019-04-03,100,3.0,,0.03,3.0
2019-04-04,76,3.0,,0.03,2.28
2019-04-05,58,3.0,,0.03,1.74
2019-04-06,57,3.0,,0.03,1.71
2019-04-07,67,3.0,False,0.03,2.01
2019-04-08,71,3.0,,0.03,2.13
2019-04-09,70,3.0,,0.03,2.1
2019-04-10,53,3.0,,0.03,1.5899999999999999
2019-04-11,76,3.0,,0.03,2.28
2019-04-12,39,3.0,,0.03,1.17
2019-04-13,45,3.0,,0.03,1.3499999999999999
2019-04-14,47,3.0,False,0.03,1.41
2019-04-15,53,3.0,,0.03,1.5899999999999999
2019-04-16,47,3.0,,0.03,1.41
2019-04-17,59,3.0,,0.03,1.77
2019-04-18,39,3.0,,0.03,1.17
2019-04-19,46,3.0,,0.03,1.38
2019-04-20,54,3.0,,0.03,1.6199999999999999
2019-04-21,53,3.0,False,0.03,1.5899999999999999
2019-04-22,51,3.0,,0.03,1.53
2019-04-23,68,3.0,,0.03,2.04
2019-04-24,47,3.0,,0.03,1.41
2019-04-25,53,3.0,,0.03,1.5899999999999999
2019-04-26,45,3.0,,0.03,1.3499999999999999
2019-04-27,48,3.0,,0.03,1.44
2019-04-28,42,3.0,False,0.03,1.26
2019-04-29,45,3.0,,0.03,1.3499999999999999
2019-04-30,51,3.0,,0.03,1.53
2019-05-01,23,3.0,,0.03,0.69
2019-05-02,31,3.0,,0.03,0.9299999999999999
2019-05-03,36,3.0,,0.03,1.08
2019-05-04,33,3.0,,0.03,0.99
2019-05-05,28,3.0,False,0.03,0.84
2019-05-06,37,3.0,,0.03,1.1099999999999999
2019-05-07,40,3.0,,0.03,1.2
2019-05-08,48,3.0,,0.03,1.44
2019-05-09,36,3.0,,0.03,1.08
2019-05-10,37,3.0,,0.03,1.1099999999999999
2019-05-11,76,3.0,,0.03,2.28
2019-05-12,43,5.0,False,0.05,2.15
2019-05-13,75,5.0,,0.05,3.75
2019-05-14,66,5.0,,0.05,3.3000000000000003
2019-05-15,100,5.0,,0.05,5.0
2019-05-16,75,5.0,,0.05,3.75
2019-05-17,61,5.0,,0.05,3.0500000000000003
2019-05-18,42,5.0,,0.05,2.1
2019-05-19,59,4.0,False,0.04,2.36
2019-05-20,63,4.0,,0.04,2.52
2019-05-21,44,4.0,,0.04,1.76
2019-05-22,43,4.0,,0.04,1.72
2019-05-23,44,4.0,,0.04,1.76
2019-05-24,49,4.0,,0.04,1.96
2019-05-25,42,4.0,,0.04,1.68
2019-05-26,47,5.0,False,0.05,2.35
2019-05-27,57,5.0,,0.05,2.85
2019-05-28,35,5.0,,0.05,1.75
2019-05-29,71,5.0,,0.05,3.5500000000000003
2019-05-30,54,5.0,,0.05,2.7
2019-05-31,56,5.0,,0.05,2.8000000000000003
2019-06-01,27,5.0,,0.05,1.35
2019-06-02,34,4.0,False,0.04,1.36
2019-06-03,34,4.0,,0.04,1.36
2019-06-04,28,4.0,,0.04,1.12
2019-06-05,22,4.0,,0.04,0.88
2019-06-06,19,4.0,,0.04,0.76
2019-06-07,22,4.0,,0.04,0.88
2019-06-08,23,4.0,,0.04,0.92
2019-06-09,22,4.0,False,0.04,0.88
2019-06-10,34,4.0,,0.04,1.36
2019-06-11,29,4.0,,0.04,1.16
2019-06-12,33,4.0,,0.04,1.32
2019-06-13,28,4.0,,0.04,1.12
2019-06-14,32,4.0,,0.04,1.28
2019-06-15,31,4.0,,0.04,1.24
2019-06-16,31,6.0,False,0.06,1.8599999999999999
2019-06-17,38,6.0,,0.06,2.28
2019-06-18,35,6.0,,0.06,2.1
2019-06-19,31,6.0,,0.06,1.8599999999999999
2019-06-20,29,6.0,,0.06,1.74
2019-06-21,36,6.0,,0.06,2.16
2019-06-22,59,6.0,,0.06,3.54
2019-06-23,42,8.0,False,0.08,3.36
2019-06-24,36,8.0,,0.08,2.88
2019-06-25,52,8.0,,0.08,4.16
2019-06-26,100,8.0,,0.08,8.0
2019-06-27,79,8.0,,0.08,6.32
2019-06-28,54,8.0,,0.08,4.32
2019-06-29,48,8.0,,0.08,3.84
2019-06-30,36,4.0,False,0.04,1.44
2019-07-01,80,4.0,,0.04,3.2
2019-07-02,100,4.0,,0.04,4.0
2019-07-03,83,4.0,,0.04,3.3200000000000003
2019-07-04,65,4.0,,0.04,2.6
2019-07-05,48,4.0,,0.04,1.92
2019-07-06,72,4.0,,0.04,2.88
2019-07-07,50,4.0,False,0.04,2.0
2019-07-08,77,4.0,,0.04,3.08
2019-07-09,84,4.0,,0.04,3.36
2019-07-10,75,4.0,,0.04,3.0
2019-07-11,75,4.0,,0.04,3.0
2019-07-12,84,4.0,,0.04,3.36
2019-07-13,75,4.0,,0.04,3.0
2019-07-14,59,4.0,False,0.04,2.36
2019-07-15,69,4.0,,0.04,2.7600000000000002
2019-07-16,73,4.0,,0.04,2.92
2019-07-17,71,4.0,,0.04,2.84
2019-07-18,75,4.0,,0.04,3.0
2019-07-19,56,4.0,,0.04,2.24
2019-07-20,64,4.0,,0.04,2.56
2019-07-21,47,3.0,False,0.03,1.41
2019-07-22,51,3.0,,0.03,1.53
2019-07-23,51,3.0,,0.03,1.53
2019-07-24,49,3.0,,0.03,1.47
2019-07-25,50,3.0,,0.03,1.5
2019-07-26,50,3.0,,0.03,1.5
2019-07-27,58,3.0,,0.03,1.74
2019-07-28,52,3.0,False,0.03,1.56
2019-07-29,41,3.0,,0.03,1.23
2019-07-30,47,3.0,,0.03,1.41
2019-07-31,56,3.0,,0.03,1.68
2019-08-01,60,3.0,,0.03,1.7999999999999998
2019-08-02,66,3.0,,0.03,1.98
2019-08-03,61,3.0,,0.03,1.8299999999999998
2019-08-04,64,4.0,False,0.04,2.56
2019-08-05,100,4.0,,0.04,4.0
2019-08-06,82,4.0,,0.04,3.2800000000000002
2019-08-07,67,4.0,,0.04,2.68
2019-08-08,80,4.0,,0.04,3.2
2019-08-09,67,4.0,,0.04,2.68
2019-08-10,69,4.0,,0.04,2.7600000000000002
2019-08-11,75,3.0,False,0.03,2.25
2019-08-12,61,3.0,,0.03,1.8299999999999998
2019-08-13,55,3.0,,0.03,1.65
2019-08-14,73,3.0,,0.03,2.19
2019-08-15,76,3.0,,0.03,2.28
2019-08-16,73,3.0,,0.03,2.19
2019-08-17,55,3.0,,0.03,1.65
2019-08-18,49,3.0,False,0.03,1.47
2019-08-19,56,3.0,,0.03,1.68
2019-08-20,70,3.0,,0.03,2.1
2019-08-21,58,3.0,,0.03,1.74
2019-08-22,44,3.0,,0.03,1.3199999999999998
2019-08-23,63,3.0,,0.03,1.89
2019-08-24,54,3.0,,0.03,1.6199999999999999
2019-08-25,57,3.0,False,0.03,1.71
2019-08-26,42,3.0,,0.03,1.26
2019-08-27,51,3.0,,0.03,1.53
2019-08-28,61,3.0,,0.03,1.8299999999999998
2019-08-29,63,3.0,,0.03,1.89
2019-08-30,47,3.0,,0.03,1.41
2019-08-31,53,3.0,,0.03,1.5899999999999999
2019-09-01,39,3.0,False,0.03,1.17
2019-09-02,55,3.0,,0.03,1.65
2019-09-03,58,3.0,,0.03,1.74
2019-09-04,64,3.0,,0.03,1.92
2019-09-05,51,3.0,,0.03,1.53
2019-09-06,46,3.0,,0.03,1.38
2019-09-07,48,3.0,,0.03,1.44
2019-09-08,55,3.0,False,0.03,1.65
2019-09-09,51,3.0,,0.03,1.53
2019-09-10,50,3.0,,0.03,1.5
2019-09-11,65,3.0,,0.03,1.95
2019-09-12,70,3.0,,0.03,2.1
2019-09-13,40,3.0,,0.03,1.2
2019-09-14,59,3.0,,0.03,1.77
2019-09-15,51,3.0,False,0.03,1.53
2019-09-16,61,3.0,,0.03,1.8299999999999998
2019-09-17,77,3.0,,0.03,2.31
2019-09-18,68,3.0,,0.03,2.04
2019-09-19,76,3.0,,0.03,2.28
2019-09-20,92,3.0,,0.03,2.76
2019-09-21,33,3.0,,0.03,0.99
2019-09-22,47,3.0,False,0.03,1.41
2019-09-23,51,3.0,,0.03,1.53
2019-09-24,100,3.0,,0.03,3.0
2019-09-25,64,3.0,,0.03,1.92
2019-09-26,59,3.0,,0.03,1.77
2019-09-27,64,3.0,,0.03,1.92
2019-09-28,56,3.0,,0.03,1.68
2019-09-29,48,3.0,False,0.03,1.44
2019-09-30,57,3.0,,0.03,1.71
2019-10-01,65,3.0,,0.03,1.95
2019-10-02,81,3.0,,0.03,2.4299999999999997
2019-10-03,87,3.0,,0.03,2.61
2019-10-04,72,3.0,,0.03,2.16
2019-10-05,66,3.0,,0.03,1.98
2019-10-06,69,3.0,False,0.03,2.07
2019-10-07,97,3.0,,0.03,2.9099999999999997
2019-10-08,78,3.0,,0.03,2.34
2019-10-09,96,3.0,,0.03,2.88
2019-10-10,71,3.0,,0.03,2.13
2019-10-11,90,3.0,,0.03,2.6999999999999997
2019-10-12,64,3.0,,0.03,1.92
2019-10-13,75,3.0,False,0.03,2.25
2019-10-14,93,3.0,,0.03,2.79
2019-10-15,74,3.0,,0.03,2.2199999999999998
2019-10-16,80,3.0,,0.03,2.4
2019-10-17,71,3.0,,0.03,2.13
2019-10-18,77,3.0,,0.03,2.31
2019-10-19,51,3.0,,0.03,1.53
2019-10-20,66,3.0,False,0.03,1.98
2019-10-21,59,3.0,,0.03,1.77
2019-10-22,81,3.0,,0.03,2.4299999999999997
2019-10-23,74,3.0,,0.03,2.2199999999999998
2019-10-24,63,3.0,,0.03,1.89
2019-10-25,96,3.0,,0.03,2.88
2019-10-26,88,3.0,,0.03,2.6399999999999997
2019-10-27,100,3.0,False,0.03,3.0
2019-10-28,81,3.0,,0.03,2.4299999999999997
2019-10-29,90,3.0,,0.03,2.6999999999999997
2019-10-30,73,3.0,,0.03,2.19
2019-10-31,91,3.0,,0.03,2.73
2019-11-01,68,3.0,,0.03,2.04
2019-11-02,65,3.0,,0.03,1.95
2019-11-03,54,3.0,False,0.03,1.6199999999999999
2019-11-04,79,3.0,,0.03,2.37
2019-11-05,86,3.0,,0.03,2.58
2019-11-06,71,3.0,,0.03,2.13
2019-11-07,89,3.0,,0.03,2.67
2019-11-08,74,3.0,,0.03,2.2199999999999998
2019-11-09,75,3.0,,0.03,2.25
2019-11-10,67,3.0,False,0.03,2.01
2019-11-11,81,3.0,,0.03,2.4299999999999997
2019-11-12,65,3.0,,0.03,1.95
2019-11-13,73,3.0,,0.03,2.19
2019-11-14,68,3.0,,0.03,2.04
2019-11-15,70,3.0,,0.03,2.1
2019-11-16,56,3.0,,0.03,1.68
2019-11-17,54,3.0,False,0.03,1.6199999999999999
2019-11-18,77,3.0,,0.03,2.31
2019-11-19,83,3.0,,0.03,2.4899999999999998
2019-11-20,60,3.0,,0.03,1.7999999999999998
2019-11-21,79,3.0,,0.03,2.37
2019-11-22,87,3.0,,0.03,2.61
2019-11-23,87,3.0,,0.03,2.61
2019-11-24,76,3.0,False,0.03,2.28
2019-11-25,79,3.0,,0.03,2.37
2019-11-26,100,3.0,,0.03,3.0
2019-11-27,69,3.0,,0.03,2.07
2019-11-28,83,3.0,,0.03,2.4899999999999998
2019-11-29,60,3.0,,0.03,1.7999999999999998
2019-11-30,68,3.0,,0.03,2.04
2019-12-01,67,3.0,False,0.03,2.01
2019-12-02,69,3.0,,0.03,2.07
2019-12-03,57,3.0,,0.03,1.71
2019-12-04,71,3.0,,0.03,2.13
2019-12-05,83,3.0,,0.03,2.4899999999999998
2019-12-06,76,3.0,,0.03,2.28
2019-12-07,58,3.0,,0.03,1.74
2019-12-08,41,3.0,False,0.03,1.23
2019-12-09,68,3.0,,0.03,2.04
2019-12-10,67,3.0,,0.03,2.01
2019-12-11,52,3.0,,0.03,1.56
2019-12-12,48,3.0,,0.03,1.44
2019-12-13,63,3.0,,0.03,1.89
2019-12-14,76,3.0,,0.03,2.28
2019-12-15,51,3.0,False,0.03,1.53
2019-12-16,66,3.0,,0.03,1.98
2019-12-17,77,3.0,,0.03,2.31
2019-12-18,79,3.0,,0.03,2.37
2019-12-19,85,3.0,,0.03,2.55
2019-12-20,100,3.0,,0.03,3.0
2019-12-21,66,3.0,,0.03,1.98
2019-12-22,72,3.0,False,0.03,2.16
2019-12-23,57,3.0,,0.03,1.71
2019-12-24,38,3.0,,0.03,1.14
2019-12-25,69,3.0,,0.03,2.07
2019-12-26,58,3.0,,0.03,1.74
2019-12-27,84,3.0,,0.03,2.52
2019-12-28,71,3.0,,0.03,2.13
2019-12-29,55,2.0,False,0.02,1.1
2019-12-30,71,2.0,,0.02,1.42
2019-12-31,57,2.0,,0.02,1.1400000000000001
2020-01-01,33,2.0,,0.02,0.66
2020-01-02,40,2.0,,0.02,0.8
2020-01-03,63,2.0,,0.02,1.26
2020-01-04,50,2.0,,0.02,1.0
2020-01-05,49,3.0,False,0.03,1.47
2020-01-06,76,3.0,,0.03,2.28
2020-01-07,78,3.0,,0.03,2.34
2020-01-08,83,3.0,,0.03,2.4899999999999998
2020-01-09,57,3.0,,0.03,1.71
2020-01-10,57,3.0,,0.03,1.71
2020-01-11,64,3.0,,0.03,1.92
2020-01-12,52,4.0,False,0.04,2.08
2020-01-13,65,4.0,,0.04,2.6
2020-01-14,100,4.0,,0.04,4.0
2020-01-15,82,4.0,,0.04,3.2800000000000002
2020-01-16,78,4.0,,0.04,3.12
2020-01-17,84,4.0,,0.04,3.36
2020-01-18,63,4.0,,0.04,2.52
2020-01-19,66,3.0,False,0.03,1.98
2020-01-20,68,3.0,,0.03,2.04
2020-01-21,75,3.0,,0.03,2.25
2020-01-22,51,3.0,,0.03,1.53
2020-01-23,44,3.0,,0.03,1.3199999999999998
2020-01-24,59,3.0,,0.03,1.77
2020-01-25,51,3.0,,0.03,1.53
2020-01-26,45,4.0,False,0.04,1.8
2020-01-27,48,4.0,,0.04,1.92
2020-01-28,56,4.0,,0.04,2.24
2020-01-29,70,4.0,,0.04,2.8000000000000003
2020-01-30,69,4.0,,0.04,2.7600000000000002
2020-01-31,72,4.0,,0.04,2.88
2020-02-01,75,4.0,,0.04,3.0
2020-02-02,63,4.0,False,0.04,2.52
2020-02-03,66,4.0,,0.04,2.64
2020-02-04,66,4.0,,0.04,2.64
2020-02-05,59,4.0,,0.04,2.36
2020-02-06,62,4.0,,0.04,2.48
2020-02-07,70,4.0,,0.04,2.8000000000000003
2020-02-08,63,4.0,,0.04,2.52
2020-02-09,79,5.0,False,0.05,3.95
2020-02-10,72,5.0,,0.05,3.6
2020-02-11,98,5.0,,0.05,4.9
2020-02-12,96,5.0,,0.05,4.800000000000001
2020-02-13,100,5.0,,0.05,5.0
2020-02-14,85,5.0,,0.05,4.25
2020-02-15,90,5.0,,0.05,4.5
2020-02-16,80,4.0,False,0.04,3.2
2020-02-17,69,4.0,,0.04,2.7600000000000002
2020-02-18,90,4.0,,0.04,3.6
2020-02-19,89,4.0,,0.04,3.56
2020-02-20,86,4.0,,0.04,3.44
2020-02-21,82,4.0,,0.04,3.2800000000000002
2020-02-22,82,4.0,,0.04,3.2800000000000002
2020-02-23,66,4.0,False,0.04,2.64
2020-02-24,48,4.0,,0.04,1.92
2020-02-25,78,4.0,,0.04,3.12
2020-02-26,49,4.0,,0.04,1.96
2020-02-27,67,4.0,,0.04,2.68
2020-02-28,63,4.0,,0.04,2.52
2020-02-29,46,4.0,,0.04,1.84
2020-03-01,28,3.0,False,0.03,0.84
2020-03-02,33,3.0,,0.03,0.99
2020-03-03,43,3.0,,0.03,1.29
2020-03-04,36,3.0,,0.03,1.08
2020-03-05,40,3.0,,0.03,1.2
2020-03-06,36,3.0,,0.03,1.08
2020-03-07,52,3.0,,0.03,1.56
2020-03-08,42,5.0,False,0.05,2.1
2020-03-09,55,5.0,,0.05,2.75
2020-03-10,45,5.0,,0.05,2.25
2020-03-11,37,5.0,,0.05,1.85
2020-03-12,61,5.0,,0.05,3.0500000000000003
2020-03-13,100,5.0,,0.05,5.0
2020-03-14,51,5.0,,0.05,2.5500000000000003
2020-03-15,49,5.0,False,0.05,2.45
2020-03-16,72,5.0,,0.05,3.6
2020-03-17,61,5.0,,0.05,3.0500000000000003
2020-03-18,49,5.0,,0.05,2.45
2020-03-19,67,5.0,,0.05,3.35
2020-03-20,70,5.0,,0.05,3.5
2020-03-21,53,5.0,,0.05,2.6500000000000004
2020-03-22,51,4.0,False,0.04,2.04
2020-03-23,49,4.0,,0.04,1.96
2020-03-24,55,4.0,,0.04,2.2
2020-03-25,51,4.0,,0.04,2.04
2020-03-26,40,4.0,,0.04,1.6
2020-03-27,43,4.0,,0.04,1.72
2020-03-28,51,4.0,,0.04,2.04
2020-03-29,44,4.0,False,0.04,1.76
2020-03-30,38,4.0,,0.04,1.52
2020-03-31,43,4.0,,0.04,1.72
2020-04-01,46,4.0,,0.04,1.84
2020-04-02,56,4.0,,0.04,2.24
2020-04-03,37,4.0,,0.04,1.48
2020-04-04,42,4.0,,0.04,1.68
2020-04-05,47,4.0,False,0.04,1.8800000000000001
2020-04-06,68,4.0,,0.04,2.72
2020-04-07,57,4.0,,0.04,2.2800000000000002
2020-04-08,55,4.0,,0.04,2.2
2020-04-09,54,4.0,,0.04,2.16
2020-04-10,52,4.0,,0.04,2.08
2020-04-11,42,4.0,,0.04,1.68
2020-04-12,42,4.0,False,0.04,1.68
2020-04-13,44,4.0,,0.04,1.76
2020-04-14,38,4.0,,0.04,1.52
2020-04-15,56,4.0,,0.04,2.24
2020-04-16,49,4.0,,0.04,1.96
2020-04-17,60,4.0,,0.04,2.4
2020-04-18,53,4.0,,0.04,2.12
2020-04-19,54,4.0,False,0.04,2.16
2020-04-20,52,4.0,,0.04,2.08
2020-04-21,48,4.0,,0.04,1.92
2020-04-22,51,4.0,,0.04,2.04
2020-04-23,52,4.0,,0.04,2.08
2020-04-24,59,4.0,,0.04,2.36
2020-04-25,59,4.0,,0.04,2.36
2020-04-26,59,6.0,False,0.06,3.54
2020-04-27,53,6.0,,0.06,3.1799999999999997
2020-04-28,59,6.0,,0.06,3.54
2020-04-29,100,6.0,,0.06,6.0
2020-04-30,89,6.0,,0.06,5.34
2020-05-01,70,6.0,,0.06,4.2
2020-05-02,71,6.0,,0.06,4.26
2020-05-03,77,6.0,False,0.06,4.62
2020-05-04,66,6.0,,0.06,3.96
2020-05-05,66,6.0,,0.06,3.96
2020-05-06,94,6.0,,0.06,5.64
2020-05-07,81,6.0,,0.06,4.859999999999999
2020-05-08,95,6.0,,0.06,5.7
2020-05-09,81,6.0,,0.06,4.859999999999999
2020-05-10,100,5.0,False,0.05,5.0
2020-05-11,75,5.0,,0.05,3.75
2020-05-12,81,5.0,,0.05,4.05
2020-05-13,68,5.0,,0.05,3.4000000000000004
2020-05-14,78,5.0,,0.05,3.9000000000000004
2020-05-15,54,5.0,,0.05,2.7
2020-05-16,58,5.0,,0.05,2.9000000000000004
2020-05-17,71,5.0,False,0.05,3.5500000000000003
2020-05-18,79,5.0,,0.05,3.95
2020-05-19,53,5.0,,0.05,2.6500000000000004
2020-05-20,68,5.0,,0.05,3.4000000000000004
2020-05-21,77,5.0,,0.05,3.85
2020-05-22,58,5.0,,0.05,2.9000000000000004
2020-05-23,54,5.0,,0.05,2.7
2020-05-24,49,4.0,False,0.04,1.96
2020-05-25,52,4.0,,0.04,2.08
2020-05-26,43,4.0,,0.04,1.72
2020-05-27,52,4.0,,0.04,2.08
2020-05-28,57,4.0,,0.04,2.2800000000000002
2020-05-29,51,4.0,,0.04,2.04
2020-05-30,65,4.0,,0.04,2.6
2020-05-31,51,4.0,False,0.04,2.04
2020-06-01,87,4.0,,0.04,3.48
2020-06-02,89,4.0,,0.04,3.56
2020-06-03,87,4.0,,0.04,3.48
2020-06-04,69,4.0,,0.04,2.7600000000000002
2020-06-05,67,4.0,,0.04,2.68
2020-06-06,65,4.0,,0.04,2.6
2020-06-07,81,4.0,False,0.04,3.24
2020-06-08,67,4.0,,0.04,2.68
2020-06-09,71,4.0,,0.04,2.84
2020-06-10,72,4.0,,0.04,2.88
2020-06-11,100,4.0,,0.04,4.0
2020-06-12,63,4.0,,0.04,2.52
2020-06-13,72,4.0,,0.04,2.88
2020-06-14,41,4.0,False,0.04,1.6400000000000001
2020-06-15,62,4.0,,0.04,2.48
2020-06-16,83,4.0,,0.04,3.3200000000000003
2020-06-17,71,4.0,,0.04,2.84
2020-06-18,57,4.0,,0.04,2.2800000000000002
2020-06-19,62,4.0,,0.04,2.48
2020-06-20,60,4.0,,0.04,2.4
2020-06-21,54,4.0,False,0.04,2.16
2020-06-22,61,4.0,,0.04,2.44
2020-06-23,73,4.0,,0.04,2.92
2020-06-24,66,4.0,,0.04,2.64
2020-06-25,71,4.0,,0.04,2.84
2020-06-26,59,4.0,,0.04,2.36
2020-06-27,43,4.0,,0.04,1.72
2020-06-28,66,4.0,False,0.04,2.64
2020-06-29,55,4.0,,0.04,2.2
2020-06-30,62,4.0,,0.04,2.48
2020-07-01,45,4.0,,0.04,1.8
2020-07-02,51,4.0,,0.04,2.04
2020-07-03,39,4.0,,0.04,1.56
2020-07-04,44,4.0,,0.04,1.76
2020-07-05,43,4.0,False,0.04,1.72
2020-07-06,47,4.0,,0.04,1.8800000000000001
2020-07-07,61,4.0,,0.04,2.44
2020-07-08,65,4.0,,0.04,2.6
2020-07-09,88,4.0,,0.04,3.52
2020-07-10,60,4.0,,0.04,2.4
2020-07-11,53,4.0,,0.04,2.12
2020-07-12,56,4.0,False,0.04,2.24
2020-07-13,65,4.0,,0.04,2.6
2020-07-14,55,4.0,,0.04,2.2
2020-07-15,57,4.0,,0.04,2.2800000000000002
2020-07-16,58,4.0,,0.04,2.32
2020-07-17,53,4.0,,0.04,2.12
2020-07-18,53,4.0,,0.04,2.12
2020-07-19,48,4.0,False,0.04,1.92
2020-07-20,53,4.0,,0.04,2.12
2020-07-21,56,4.0,,0.04,2.24
2020-07-22,69,4.0,,0.04,2.7600000000000002
2020-07-23,77,4.0,,0.04,3.08
2020-07-24,57,4.0,,0.04,2.2800000000000002
2020-07-25,63,4.0,,0.04,2.52
2020-07-26,83,6.0,False,0.06,4.9799999999999995
2020-07-27,100,6.0,,0.06,6.0
2020-07-28,84,6.0,,0.06,5.04
2020-07-29,88,6.0,,0.06,5.279999999999999
2020-07-30,81,6.0,,0.06,4.859999999999999
2020-07-31,95,6.0,,0.06,5.7
2020-08-01,86,6.0,,0.06,5.16
2020-08-02,94,6.0,False,0.06,5.64
2020-08-03,95,6.0,,0.06,5.7
2020-08-04,69,6.0,,0.06,4.14
2020-08-05,76,6.0,,0.06,4.56
2020-08-06,79,6.0,,0.06,4.74
2020-08-07,71,6.0,,0.06,4.26
2020-08-08,75,6.0,,0.06,4.5
2020-08-09,77,6.0,False,0.06,4.62
2020-08-10,81,6.0,,0.06,4.859999999999999
2020-08-11,85,6.0,,0.06,5.1
2020-08-12,70,6.0,,0.06,4.2
2020-08-13,96,6.0,,0.06,5.76
2020-08-14,93,6.0,,0.06,5.58
2020-08-15,95,6.0,,0.06,5.7
2020-08-16,74,6.0,False,0.06,4.4399999999999995
2020-08-17,100,6.0,,0.06,6.0
2020-08-18,87,6.0,,0.06,5.22
2020-08-19,68,6.0,,0.06,4.08
2020-08-20,78,6.0,,0.06,4.68
2020-08-21,73,6.0,,0.06,4.38
2020-08-22,79,6.0,,0.06,4.74
2020-08-23,69,4.0,False,0.04,2.7600000000000002
2020-08-24,63,4.0,,0.04,2.52
2020-08-25,63,4.0,,0.04,2.52
2020-08-26,78,4.0,,0.04,3.12
2020-08-27,63,4.0,,0.04,2.52
2020-08-28,61,4.0,,0.04,2.44
2020-08-29,42,4.0,,0.04,1.68
2020-08-30,69,5.0,False,0.05,3.45
2020-08-31,68,5.0,,0.05,3.4000000000000004
2020-09-01,99,5.0,,0.05,4.95
2020-09-02,97,5.0,,0.05,4.8500000000000005
2020-09-03,100,5.0,,0.05,5.0
2020-09-04,87,5.0,,0.05,4.3500000000000005
2020-09-05,74,5.0,,0.05,3.7
2020-09-06,80,4.0,False,0.04,3.2
2020-09-07,79,4.0,,0.04,3.16
2020-09-08,86,4.0,,0.04,3.44
2020-09-09,71,4.0,,0.04,2.84
2020-09-10,74,4.0,,0.04,2.96
2020-09-11,79,4.0,,0.04,3.16
2020-09-12,65,4.0,,0.04,2.6
2020-09-13,73,5.0,False,0.05,3.6500000000000004
2020-09-14,62,5.0,,0.05,3.1
2020-09-15,79,5.0,,0.05,3.95
2020-09-16,94,5.0,,0.05,4.7
2020-09-17,85,5.0,,0.05,4.25
2020-09-18,87,5.0,,0.05,4.3500000000000005
2020-09-19,79,5.0,,0.05,3.95
2020-09-20,61,4.0,False,0.04,2.44
2020-09-21,66,4.0,,0.04,2.64
2020-09-22,70,4.0,,0.04,2.8000000000000003
2020-09-23,59,4.0,,0.04,2.36
2020-09-24,81,4.0,,0.04,3.24
2020-09-25,51,4.0,,0.04,2.04
2020-09-26,68,4.0,,0.04,2.72
2020-09-27,61,4.0,False,0.04,2.44
2020-09-28,61,4.0,,0.04,2.44
2020-09-29,63,4.0,,0.04,2.52
2020-09-30,67,4.0,,0.04,2.68
2020-10-01,62,4.0,,0.04,2.48
2020-10-02,69,4.0,,0.04,2.7600000000000002
2020-10-03,65,4.0,,0.04,2.6
2020-10-04,68,3.0,False,0.03,2.04
2020-10-05,66,3.0,,0.03,1.98
2020-10-06,63,3.0,,0.03,1.89
2020-10-07,60,3.0,,0.03,1.7999999999999998
2020-10-08,59,3.0,,0.03,1.77
2020-10-09,66,3.0,,0.03,1.98
2020-10-10,76,3.0,,0.03,2.28
2020-10-11,67,3.0,False,0.03,2.01
2020-10-12,64,3.0,,0.03,1.92
2020-10-13,43,3.0,,0.03,1.29
2020-10-14,64,3.0,,0.03,1.92
2020-10-15,65,3.0,,0.03,1.95
2020-10-16,72,3.0,,0.03,2.16
2020-10-17,59,3.0,,0.03,1.77
2020-10-18,59,4.0,False,0.04,2.36
2020-10-19,49,4.0,,0.04,1.96
2020-10-20,62,4.0,,0.04,2.48
2020-10-21,81,4.0,,0.04,3.24
2020-10-22,100,4.0,,0.04,4.0
2020-10-23,72,4.0,,0.04,2.88
2020-10-24,89,4.0,,0.04,3.56
2020-10-25,72,4.0,False,0.04,2.88
2020-10-26,67,4.0,,0.04,2.68
2020-10-27,92,4.0,,0.04,3.68
2020-10-28,86,4.0,,0.04,3.44
2020-10-29,92,4.0,,0.04,3.68
2020-10-30,79,4.0,,0.04,3.16
2020-10-31,72,4.0,,0.04,2.88
2020-11-01,28,5.0,False,0.05,1.4000000000000001
2020-11-02,25,5.0,,0.05,1.25
2020-11-03,24,5.0,,0.05,1.2000000000000002
2020-11-04,17,5.0,,0.05,0.8500000000000001
2020-11-05,32,5.0,,0.05,1.6
2020-11-06,34,5.0,,0.05,1.7000000000000002
2020-11-07,29,5.0,,0.05,1.4500000000000002
2020-11-08,24,5.0,False,0.05,1.2000000000000002
2020-11-09,28,5.0,,0.05,1.4000000000000001
2020-11-10,33,5.0,,0.05,1.6500000000000001
2020-11-11,24,5.0,,0.05,1.2000000000000002
2020-11-12,32,5.0,,0.05,1.6
2020-11-13,38,5.0,,0.05,1.9000000000000001
2020-11-14,25,5.0,,0.05,1.25
2020-11-15,23,7.0,False,0.07,1.61
2020-11-16,44,7.0,,0.07,3.08
2020-11-17,47,7.0,,0.07,3.2900000000000005
2020-11-18,44,7.0,,0.07,3.08
2020-11-19,37,7.0,,0.07,2.5900000000000003
