date,btc_unscaled,btc_monthly,isPartial,scale,btc
2019-05-20,68,4.0,,0.04,2.72
2019-05-21,67,4.0,,0.04,2.68
2019-05-22,64,4.0,,0.04,2.56
2019-05-23,56,4.0,,0.04,2.24
2019-05-24,63,4.0,,0.04,2.52
2019-05-25,57,4.0,,0.04,2.2800000000000002
2019-05-26,64,4.0,False,0.04,2.56
2019-05-27,85,4.0,,0.04,3.4
2019-05-28,80,4.0,,0.04,3.2
2019-05-29,70,4.0,,0.04,2.8000000000000003
2019-05-30,67,4.0,,0.04,2.68
2019-05-31,65,4.0,,0.04,2.6
2019-06-01,37,4.0,,0.04,1.48
2019-06-02,33,4.0,False,0.04,1.32
2019-06-03,35,4.0,,0.04,1.4000000000000001
2019-06-04,42,4.0,,0.04,1.68
2019-06-05,34,4.0,,0.04,1.36
2019-06-06,37,4.0,,0.04,1.48
2019-06-07,36,4.0,,0.04,1.44
2019-06-08,29,4.0,,0.04,1.16
2019-06-09,28,3.0,False,0.03,0.84
2019-06-10,31,3.0,,0.03,0.9299999999999999
2019-06-11,28,3.0,,0.03,0.84
2019-06-12,31,3.0,,0.03,0.9299999999999999
2019-06-13,35,3.0,,0.03,1.05
2019-06-14,30,3.0,,0.03,0.8999999999999999
2019-06-15,37,3.0,,0.03,1.1099999999999999
2019-06-16,44,5.0,False,0.05,2.2
2019-06-17,42,5.0,,0.05,2.1
2019-06-18,40,5.0,,0.05,2.0
2019-06-19,36,5.0,,0.05,1.8
2019-06-20,36,5.0,,0.05,1.8
2019-06-21,46,5.0,,0.05,2.3000000000000003
2019-06-22,76,5.0,,0.05,3.8000000000000003
2019-06-23,55,7.0,False,0.07,3.8500000000000005
2019-06-24,57,7.0,,0.07,3.99
2019-06-25,57,7.0,,0.07,3.99
2019-06-26,100,7.0,,0.07,7.000000000000001
2019-06-27,87,7.0,,0.07,6.090000000000001
2019-06-28,67,7.0,,0.07,4.69
2019-06-29,55,7.0,,0.07,3.8500000000000005
2019-06-30,49,5.0,False,0.05,2.45
2019-07-01,99,5.0,,0.05,4.95
2019-07-02,100,5.0,,0.05,5.0
2019-07-03,97,5.0,,0.05,4.8500000000000005
2019-07-04,100,5.0,,0.05,5.0
2019-07-05,85,5.0,,0.05,4.25
2019-07-06,76,5.0,,0.05,3.8000000000000003
2019-07-07,71,5.0,False,0.05,3.5500000000000003
2019-07-08,90,5.0,,0.05,4.5
2019-07-09,95,5.0,,0.05,4.75
2019-07-10,99,5.0,,0.05,4.95
2019-07-11,89,5.0,,0.05,4.45
2019-07-12,93,5.0,,0.05,4.65
2019-07-13,82,5.0,,0.05,4.1000000000000005
2019-07-14,75,5.0,False,0.05,3.75
2019-07-15,85,5.0,,0.05,4.25
2019-07-16,95,5.0,,0.05,4.75
2019-07-17,92,5.0,,0.05,4.6000000000000005
2019-07-18,87,5.0,,0.05,4.3500000000000005
2019-07-19,86,5.0,,0.05,4.3
2019-07-20,74,5.0,,0.05,3.7
2019-07-21,70,4.0,False,0.04,2.8000000000000003
2019-07-22,69,4.0,,0.04,2.7600000000000002
2019-07-23,77,4.0,,0.04,3.08
2019-07-24,74,4.0,,0.04,2.96
2019-07-25,73,4.0,,0.04,2.92
2019-07-26,61,4.0,,0.04,2.44
2019-07-27,70,4.0,,0.04,2.8000000000000003
2019-07-28,58,4.0,False,0.04,2.32
2019-07-29,56,4.0,,0.04,2.24
2019-07-30,64,4.0,,0.04,2.56
2019-07-31,61,4.0,,0.04,2.44
2019-08-01,2,4.0,,0.04,0.08
2019-08-02,3,4.0,,0.04,0.12
2019-08-03,3,4.0,,0.04,0.12
2019-08-04,2,4.0,False,0.04,0.08
2019-08-05,4,4.0,,0.04,0.16
2019-08-06,3,4.0,,0.04,0.12
2019-08-07,3,4.0,,0.04,0.12
2019-08-08,3,4.0,,0.04,0.12
2019-08-09,3,4.0,,0.04,0.12
2019-08-10,3,4.0,,0.04,0.12
2019-08-11,2,4.0,False,0.04,0.08
2019-08-12,2,4.0,,0.04,0.08
2019-08-13,3,4.0,,0.04,0.12
2019-08-14,3,4.0,,0.04,0.12
2019-08-15,3,4.0,,0.04,0.12
2019-08-16,3,4.0,,0.04,0.12
2019-08-17,2,4.0,,0.04,0.08
2019-08-18,2,3.0,False,0.03,0.06
2019-08-19,2,3.0,,0.03,0.06
2019-08-20,3,3.0,,0.03,0.09
2019-08-21,2,3.0,,0.03,0.06
2019-08-22,2,3.0,,0.03,0.06
2019-08-23,3,3.0,,0.03,0.09
2019-08-24,2,3.0,,0.03,0.06
2019-08-25,2,35.0,False,0.35,0.7
2019-08-26,3,35.0,,0.35,1.0499999999999998
2019-08-27,3,35.0,,0.35,1.0499999999999998
2019-08-28,3,35.0,,0.35,1.0499999999999998
2019-08-29,3,35.0,,0.35,1.0499999999999998
2019-08-30,76,35.0,,0.35,26.599999999999998
2019-08-31,100,35.0,,0.35,35.0
2019-09-01,98,100.0,False,1.0,98.0
2019-09-02,71,100.0,,1.0,71.0
2019-09-03,70,100.0,,1.0,70.0
2019-09-04,93,100.0,,1.0,93.0
2019-09-05,100,100.0,,1.0,100.0
2019-09-06,79,100.0,,1.0,79.0
2019-09-07,44,100.0,,1.0,44.0
2019-09-08,43,54.0,False,0.54,23.220000000000002
2019-09-09,39,54.0,,0.54,21.060000000000002
2019-09-10,39,54.0,,0.54,21.060000000000002
2019-09-11,40,54.0,,0.54,21.6
2019-09-12,40,54.0,,0.54,21.6
2019-09-13,44,54.0,,0.54,23.76
2019-09-14,44,54.0,,0.54,23.76
2019-09-15,43,46.0,False,0.46,19.78
2019-09-16,38,46.0,,0.46,17.48
2019-09-17,40,46.0,,0.46,18.400000000000002
2019-09-18,36,46.0,,0.46,16.560000000000002
2019-09-19,36,46.0,,0.46,16.560000000000002
2019-09-20,35,46.0,,0.46,16.1
2019-09-21,36,46.0,,0.46,16.560000000000002
2019-09-22,34,28.0,False,0.28,9.520000000000001
2019-09-23,31,28.0,,0.28,8.680000000000001
2019-09-24,28,28.0,,0.28,7.840000000000001
2019-09-25,26,28.0,,0.28,7.280000000000001
2019-09-26,25,28.0,,0.28,7.000000000000001
2019-09-27,6,28.0,,0.28,1.6800000000000002
2019-09-28,2,28.0,,0.28,0.56
2019-09-29,2,3.0,False,0.03,0.06
2019-09-30,3,3.0,,0.03,0.09
2019-10-01,57,3.0,,0.03,1.71
2019-10-02,62,3.0,,0.03,1.8599999999999999
2019-10-03,57,3.0,,0.03,1.71
2019-10-04,56,3.0,,0.03,1.68
2019-10-05,52,3.0,,0.03,1.56
2019-10-06,55,3.0,False,0.03,1.65
2019-10-07,66,3.0,,0.03,1.98
2019-10-08,56,3.0,,0.03,1.68
2019-10-09,58,3.0,,0.03,1.74
2019-10-10,56,3.0,,0.03,1.68
2019-10-11,58,3.0,,0.03,1.74
2019-10-12,48,3.0,,0.03,1.44
2019-10-13,46,3.0,False,0.03,1.38
2019-10-14,53,3.0,,0.03,1.5899999999999999
2019-10-15,49,3.0,,0.03,1.47
2019-10-16,54,3.0,,0.03,1.6199999999999999
2019-10-17,64,3.0,,0.03,1.92
2019-10-18,54,3.0,,0.03,1.6199999999999999
2019-10-19,55,3.0,,0.03,1.65
2019-10-20,51,3.0,False,0.03,1.53
2019-10-21,56,3.0,,0.03,1.68
2019-10-22,93,3.0,,0.03,2.79
2019-10-23,67,3.0,,0.03,2.01
2019-10-24,59,3.0,,0.03,1.77
2019-10-25,65,3.0,,0.03,1.95
2019-10-26,100,3.0,,0.03,3.0
2019-10-27,74,3.0,False,0.03,2.2199999999999998
2019-10-28,69,3.0,,0.03,2.07
2019-10-29,67,3.0,,0.03,2.01
2019-10-30,66,3.0,,0.03,1.98
2019-10-31,60,3.0,,0.03,1.7999999999999998
2019-11-01,73,3.0,,0.03,2.19
2019-11-02,67,3.0,,0.03,2.01
2019-11-03,64,3.0,False,0.03,1.92
2019-11-04,68,3.0,,0.03,2.04
2019-11-05,68,3.0,,0.03,2.04
2019-11-06,67,3.0,,0.03,2.01
2019-11-07,75,3.0,,0.03,2.25
2019-11-08,78,3.0,,0.03,2.34
2019-11-09,63,3.0,,0.03,1.89
2019-11-10,59,3.0,False,0.03,1.77
2019-11-11,68,3.0,,0.03,2.04
2019-11-12,74,3.0,,0.03,2.2199999999999998
2019-11-13,58,3.0,,0.03,1.74
2019-11-14,62,3.0,,0.03,1.8599999999999999
2019-11-15,68,3.0,,0.03,2.04
2019-11-16,64,3.0,,0.03,1.92
2019-11-17,56,3.0,False,0.03,1.68
2019-11-18,65,3.0,,0.03,1.95
2019-11-19,77,3.0,,0.03,2.31
2019-11-20,70,3.0,,0.03,2.1
2019-11-21,81,3.0,,0.03,2.4299999999999997
2019-11-22,100,3.0,,0.03,3.0
2019-11-23,83,3.0,,0.03,2.4899999999999998
2019-11-24,74,3.0,False,0.03,2.2199999999999998
2019-11-25,98,3.0,,0.03,2.94
2019-11-26,81,3.0,,0.03,2.4299999999999997
2019-11-27,84,3.0,,0.03,2.52
2019-11-28,72,3.0,,0.03,2.16
2019-11-29,73,3.0,,0.03,2.19
2019-11-30,73,3.0,,0.03,2.19
2019-12-01,79,3.0,False,0.03,2.37
2019-12-02,75,3.0,,0.03,2.25
2019-12-03,81,3.0,,0.03,2.4299999999999997
2019-12-04,86,3.0,,0.03,2.58
2019-12-05,79,3.0,,0.03,2.37
2019-12-06,76,3.0,,0.03,2.28
2019-12-07,73,3.0,,0.03,2.19
2019-12-08,60,3.0,False,0.03,1.7999999999999998
2019-12-09,74,3.0,,0.03,2.2199999999999998
2019-12-10,73,3.0,,0.03,2.19
2019-12-11,84,3.0,,0.03,2.52
2019-12-12,75,3.0,,0.03,2.25
2019-12-13,77,3.0,,0.03,2.31
2019-12-14,79,3.0,,0.03,2.37
2019-12-15,72,3.0,False,0.03,2.16
2019-12-16,79,3.0,,0.03,2.37
2019-12-17,81,3.0,,0.03,2.4299999999999997
2019-12-18,86,3.0,,0.03,2.58
2019-12-19,80,3.0,,0.03,2.4
2019-12-20,68,3.0,,0.03,2.04
2019-12-21,85,3.0,,0.03,2.55
2019-12-22,76,3.0,False,0.03,2.28
2019-12-23,89,3.0,,0.03,2.67
2019-12-24,75,3.0,,0.03,2.25
2019-12-25,100,3.0,,0.03,3.0
2019-12-26,70,3.0,,0.03,2.1
2019-12-27,68,3.0,,0.03,2.04
2019-12-28,79,3.0,,0.03,2.37
2019-12-29,74,3.0,False,0.03,2.2199999999999998
2019-12-30,64,3.0,,0.03,1.92
2019-12-31,71,3.0,,0.03,2.13
2020-01-01,64,3.0,,0.03,1.92
2020-01-02,62,3.0,,0.03,1.8599999999999999
2020-01-03,79,3.0,,0.03,2.37
2020-01-04,70,3.0,,0.03,2.1
2020-01-05,76,3.0,False,0.03,2.28
2020-01-06,72,3.0,,0.03,2.16
2020-01-07,98,3.0,,0.03,2.94
2020-01-08,100,3.0,,0.03,3.0
2020-01-09,78,3.0,,0.03,2.34
2020-01-10,72,3.0,,0.03,2.16
2020-01-11,77,3.0,,0.03,2.31
2020-01-12,75,3.0,False,0.03,2.25
2020-01-13,77,3.0,,0.03,2.31
2020-01-14,94,3.0,,0.03,2.82
2020-01-15,91,3.0,,0.03,2.73
2020-01-16,91,3.0,,0.03,2.73
2020-01-17,92,3.0,,0.03,2.76
2020-01-18,92,3.0,,0.03,2.76
2020-01-19,78,3.0,False,0.03,2.34
2020-01-20,77,3.0,,0.03,2.31
2020-01-21,78,3.0,,0.03,2.34
2020-01-22,76,3.0,,0.03,2.28
2020-01-23,69,3.0,,0.03,2.07
2020-01-24,65,3.0,,0.03,1.95
2020-01-25,70,3.0,,0.03,2.1
2020-01-26,62,3.0,False,0.03,1.8599999999999999
2020-01-27,72,3.0,,0.03,2.16
2020-01-28,86,3.0,,0.03,2.58
2020-01-29,99,3.0,,0.03,2.9699999999999998
2020-01-30,88,3.0,,0.03,2.6399999999999997
2020-01-31,94,3.0,,0.03,2.82
2020-02-01,73,3.0,,0.03,2.19
2020-02-02,62,3.0,False,0.03,1.8599999999999999
2020-02-03,68,3.0,,0.03,2.04
2020-02-04,72,3.0,,0.03,2.16
2020-02-05,77,3.0,,0.03,2.31
2020-02-06,78,3.0,,0.03,2.34
2020-02-07,84,3.0,,0.03,2.52
2020-02-08,79,3.0,,0.03,2.37
2020-02-09,84,4.0,False,0.04,3.36
2020-02-10,83,4.0,,0.04,3.3200000000000003
2020-02-11,79,4.0,,0.04,3.16
2020-02-12,88,4.0,,0.04,3.52
2020-02-13,100,4.0,,0.04,4.0
2020-02-14,75,4.0,,0.04,3.0
2020-02-15,68,4.0,,0.04,2.72
2020-02-16,73,3.0,False,0.03,2.19
2020-02-17,80,3.0,,0.03,2.4
2020-02-18,79,3.0,,0.03,2.37
2020-02-19,75,3.0,,0.03,2.25
2020-02-20,78,3.0,,0.03,2.34
2020-02-21,74,3.0,,0.03,2.2199999999999998
2020-02-22,62,3.0,,0.03,1.8599999999999999
2020-02-23,65,3.0,False,0.03,1.95
2020-02-24,78,3.0,,0.03,2.34
2020-02-25,74,3.0,,0.03,2.2199999999999998
2020-02-26,76,3.0,,0.03,2.28
2020-02-27,78,3.0,,0.03,2.34
2020-02-28,77,3.0,,0.03,2.31
2020-02-29,64,3.0,,0.03,1.92
2020-03-01,30,3.0,False,0.03,0.8999999999999999
2020-03-02,33,3.0,,0.03,0.99
2020-03-03,30,3.0,,0.03,0.8999999999999999
2020-03-04,28,3.0,,0.03,0.84
2020-03-05,35,3.0,,0.03,1.05
2020-03-06,35,3.0,,0.03,1.05
2020-03-07,29,3.0,,0.03,0.87
2020-03-08,36,5.0,False,0.05,1.8
2020-03-09,48,5.0,,0.05,2.4000000000000004
2020-03-10,39,5.0,,0.05,1.9500000000000002
2020-03-11,37,5.0,,0.05,1.85
2020-03-12,74,5.0,,0.05,3.7
2020-03-13,100,5.0,,0.05,5.0
2020-03-14,61,5.0,,0.05,3.0500000000000003
2020-03-15,51,5.0,False,0.05,2.5500000000000003
2020-03-16,69,5.0,,0.05,3.45
2020-03-17,50,5.0,,0.05,2.5
2020-03-18,49,5.0,,0.05,2.45
2020-03-19,58,5.0,,0.05,2.9000000000000004
2020-03-20,58,5.0,,0.05,2.9000000000000004
2020-03-21,44,5.0,,0.05,2.2
2020-03-22,47,4.0,False,0.04,1.8800000000000001
2020-03-23,44,4.0,,0.04,1.76
2020-03-24,44,4.0,,0.04,1.76
2020-03-25,42,4.0,,0.04,1.68
2020-03-26,36,4.0,,0.04,1.44
2020-03-27,33,4.0,,0.04,1.32
2020-03-28,37,4.0,,0.04,1.48
2020-03-29,37,3.0,False,0.03,1.1099999999999999
2020-03-30,35,3.0,,0.03,1.05
2020-03-31,33,3.0,,0.03,0.99
2020-04-01,50,3.0,,0.03,1.5
2020-04-02,68,3.0,,0.03,2.04
2020-04-03,69,3.0,,0.03,2.07
2020-04-04,61,3.0,,0.03,1.8299999999999998
2020-04-05,52,3.0,False,0.03,1.56
2020-04-06,58,3.0,,0.03,1.74
2020-04-07,66,3.0,,0.03,1.98
