date,bitcoin to usd_unscaled,bitcoin to usd_monthly,isPartial,scale,bitcoin to usd
2018-05-04,54,8.0,,0.08,4.32
2018-05-05,57,8.0,,0.08,4.5600000000000005
2018-05-06,86,6.0,False,0.06,5.16
2018-05-07,100,6.0,,0.06,6.0
2018-05-08,68,6.0,,0.06,4.08
2018-05-09,85,6.0,,0.06,5.1
2018-05-10,79,6.0,,0.06,4.74
2018-05-11,84,6.0,,0.06,5.04
2018-05-12,56,6.0,,0.06,3.36
2018-05-13,60,6.0,False,0.06,3.5999999999999996
2018-05-14,87,6.0,,0.06,5.22
2018-05-15,57,6.0,,0.06,3.42
2018-05-16,55,6.0,,0.06,3.3
2018-05-17,56,6.0,,0.06,3.36
2018-05-18,76,6.0,,0.06,4.56
2018-05-19,56,6.0,,0.06,3.36
2018-05-20,64,7.0,False,0.07,4.48
2018-05-21,82,7.0,,0.07,5.74
2018-05-22,45,7.0,,0.07,3.1500000000000004
2018-05-23,82,7.0,,0.07,5.74
2018-05-24,59,7.0,,0.07,4.130000000000001
2018-05-25,66,7.0,,0.07,4.62
2018-05-26,53,7.0,,0.07,3.7100000000000004
2018-05-27,45,6.0,False,0.06,2.6999999999999997
2018-05-28,80,6.0,,0.06,4.8
2018-05-29,84,6.0,,0.06,5.04
2018-05-30,58,6.0,,0.06,3.48
2018-05-31,50,6.0,,0.06,3.0
2018-06-01,58,6.0,,0.06,3.48
2018-06-02,57,6.0,,0.06,3.42
2018-06-03,46,5.0,False,0.05,2.3000000000000003
2018-06-04,46,5.0,,0.05,2.3000000000000003
2018-06-05,39,5.0,,0.05,1.9500000000000002
2018-06-06,36,5.0,,0.05,1.8
2018-06-07,34,5.0,,0.05,1.7000000000000002
2018-06-08,42,5.0,,0.05,2.1
2018-06-09,39,5.0,,0.05,1.9500000000000002
2018-06-10,35,6.0,False,0.06,2.1
2018-06-11,77,6.0,,0.06,4.62
2018-06-12,36,6.0,,0.06,2.16
2018-06-13,82,6.0,,0.06,4.92
2018-06-14,59,6.0,,0.06,3.54
2018-06-15,64,6.0,,0.06,3.84
2018-06-16,67,6.0,,0.06,4.02
2018-06-17,41,6.0,False,0.06,2.46
2018-06-18,54,6.0,,0.06,3.2399999999999998
2018-06-19,48,6.0,,0.06,2.88
2018-06-20,64,6.0,,0.06,3.84
2018-06-21,45,6.0,,0.06,2.6999999999999997
2018-06-22,88,6.0,,0.06,5.279999999999999
2018-06-23,100,6.0,,0.06,6.0
2018-06-24,72,6.0,False,0.06,4.32
2018-06-25,65,6.0,,0.06,3.9
2018-06-26,50,6.0,,0.06,3.0
2018-06-27,68,6.0,,0.06,4.08
2018-06-28,54,6.0,,0.06,3.2399999999999998
2018-06-29,97,6.0,,0.06,5.819999999999999
2018-06-30,74,6.0,,0.06,4.4399999999999995
2018-07-01,78,5.0,False,0.05,3.9000000000000004
2018-07-02,69,5.0,,0.05,3.45
2018-07-03,56,5.0,,0.05,2.8000000000000003
2018-07-04,48,5.0,,0.05,2.4000000000000004
2018-07-05,95,5.0,,0.05,4.75
2018-07-06,67,5.0,,0.05,3.35
2018-07-07,44,5.0,,0.05,2.2
2018-07-08,40,6.0,False,0.06,2.4
2018-07-09,63,6.0,,0.06,3.78
2018-07-10,81,6.0,,0.06,4.859999999999999
2018-07-11,52,6.0,,0.06,3.12
2018-07-12,40,6.0,,0.06,2.4
2018-07-13,53,6.0,,0.06,3.1799999999999997
2018-07-14,58,6.0,,0.06,3.48
2018-07-15,73,5.0,False,0.05,3.6500000000000004
2018-07-16,43,5.0,,0.05,2.15
2018-07-17,53,5.0,,0.05,2.6500000000000004
2018-07-18,90,5.0,,0.05,4.5
2018-07-19,51,5.0,,0.05,2.5500000000000003
2018-07-20,86,5.0,,0.05,4.3
2018-07-21,50,5.0,,0.05,2.5
2018-07-22,58,7.0,False,0.07,4.0600000000000005
2018-07-23,65,7.0,,0.07,4.550000000000001
2018-07-24,100,7.0,,0.07,7.000000000000001
2018-07-25,68,7.0,,0.07,4.760000000000001
2018-07-26,80,7.0,,0.07,5.6000000000000005
2018-07-27,77,7.0,,0.07,5.390000000000001
2018-07-28,49,7.0,,0.07,3.43
2018-07-29,58,6.0,False,0.06,3.48
2018-07-30,63,6.0,,0.06,3.78
2018-07-31,49,6.0,,0.06,2.94
2018-08-01,71,6.0,,0.06,4.26
2018-08-02,74,6.0,,0.06,4.4399999999999995
2018-08-03,39,6.0,,0.06,2.34
2018-08-04,43,6.0,,0.06,2.58
2018-08-05,50,6.0,False,0.06,3.0
2018-08-06,50,6.0,,0.06,3.0
2018-08-07,55,6.0,,0.06,3.3
2018-08-08,52,6.0,,0.06,3.12
2018-08-09,63,6.0,,0.06,3.78
2018-08-10,86,6.0,,0.06,5.16
2018-08-11,100,6.0,,0.06,6.0
2018-08-12,68,6.0,False,0.06,4.08
2018-08-13,67,6.0,,0.06,4.02
2018-08-14,64,6.0,,0.06,3.84
2018-08-15,93,6.0,,0.06,5.58
2018-08-16,51,6.0,,0.06,3.06
2018-08-17,93,6.0,,0.06,5.58
2018-08-18,51,6.0,,0.06,3.06
2018-08-19,47,5.0,False,0.05,2.35
2018-08-20,66,5.0,,0.05,3.3000000000000003
2018-08-21,69,5.0,,0.05,3.45
2018-08-22,59,5.0,,0.05,2.95
2018-08-23,65,5.0,,0.05,3.25
2018-08-24,38,5.0,,0.05,1.9000000000000001
2018-08-25,47,5.0,,0.05,2.35
2018-08-26,42,5.0,False,0.05,2.1
2018-08-27,51,5.0,,0.05,2.5500000000000003
2018-08-28,87,5.0,,0.05,4.3500000000000005
2018-08-29,47,5.0,,0.05,2.35
2018-08-30,57,5.0,,0.05,2.85
2018-08-31,41,5.0,,0.05,2.0500000000000003
2018-09-01,60,5.0,,0.05,3.0
2018-09-02,60,5.0,False,0.05,3.0
2018-09-03,36,5.0,,0.05,1.8
2018-09-04,82,5.0,,0.05,4.1000000000000005
2018-09-05,91,5.0,,0.05,4.55
2018-09-06,61,5.0,,0.05,3.0500000000000003
2018-09-07,70,5.0,,0.05,3.5
2018-09-08,81,5.0,,0.05,4.05
2018-09-09,59,6.0,False,0.06,3.54
2018-09-10,99,6.0,,0.06,5.9399999999999995
2018-09-11,100,6.0,,0.06,6.0
2018-09-12,69,6.0,,0.06,4.14
2018-09-13,76,6.0,,0.06,4.56
2018-09-14,72,6.0,,0.06,4.32
2018-09-15,71,6.0,,0.06,4.26
2018-09-16,59,5.0,False,0.05,2.95
2018-09-17,40,5.0,,0.05,2.0
2018-09-18,48,5.0,,0.05,2.4000000000000004
2018-09-19,87,5.0,,0.05,4.3500000000000005
2018-09-20,57,5.0,,0.05,2.85
2018-09-21,97,5.0,,0.05,4.8500000000000005
2018-09-22,66,5.0,,0.05,3.3000000000000003
2018-09-23,34,4.0,False,0.04,1.36
2018-09-24,65,4.0,,0.04,2.6
2018-09-25,78,4.0,,0.04,3.12
2018-09-26,69,4.0,,0.04,2.7600000000000002
2018-09-27,58,4.0,,0.04,2.32
2018-09-28,55,4.0,,0.04,2.2
2018-09-29,36,4.0,,0.04,1.44
2018-09-30,60,4.0,False,0.04,2.4
2018-10-01,88,4.0,,0.04,3.52
2018-10-02,64,4.0,,0.04,2.56
2018-10-03,44,4.0,,0.04,1.76
2018-10-04,49,4.0,,0.04,1.96
2018-10-05,47,4.0,,0.04,1.8800000000000001
