date,sell btc_unscaled,sell btc_monthly,isPartial,scale,sell btc
2017-08-01,86,,,,
2017-08-02,41,,,,
2017-08-03,22,,,,
2017-08-04,22,,,,
2017-08-05,76,,,,
2017-08-06,0,19.0,False,0.19,0.0
2017-08-07,0,19.0,,0.19,0.0
2017-08-08,62,19.0,,0.19,11.78
2017-08-09,0,19.0,,0.19,0.0
2017-08-10,88,19.0,,0.19,16.72
2017-08-11,0,19.0,,0.19,0.0
2017-08-12,75,19.0,,0.19,14.25
2017-08-13,100,36.0,False,0.36,36.0
2017-08-14,22,36.0,,0.36,7.92
2017-08-15,22,36.0,,0.36,7.92
2017-08-16,22,36.0,,0.36,7.92
2017-08-17,43,36.0,,0.36,15.479999999999999
2017-08-18,45,36.0,,0.36,16.2
2017-08-19,50,36.0,,0.36,18.0
2017-08-20,24,16.0,False,0.16,3.84
2017-08-21,21,16.0,,0.16,3.36
2017-08-22,21,16.0,,0.16,3.36
2017-08-23,43,16.0,,0.16,6.88
2017-08-24,0,16.0,,0.16,0.0
2017-08-25,0,16.0,,0.16,0.0
2017-08-26,0,16.0,,0.16,0.0
2017-08-27,0,38.0,False,0.38,0.0
2017-08-28,0,38.0,,0.38,0.0
2017-08-29,42,38.0,,0.38,15.96
2017-08-30,86,38.0,,0.38,32.68
2017-08-31,21,38.0,,0.38,7.98
2017-09-01,45,38.0,,0.38,17.1
2017-09-02,100,38.0,,0.38,38.0
2017-09-03,0,16.0,False,0.16,0.0
2017-09-04,88,16.0,,0.16,14.08
2017-09-05,0,16.0,,0.16,0.0
2017-09-06,83,16.0,,0.16,13.280000000000001
2017-09-07,86,16.0,,0.16,13.76
2017-09-08,44,16.0,,0.16,7.04
2017-09-09,0,16.0,,0.16,0.0
2017-09-10,0,19.0,False,0.19,0.0
2017-09-11,42,19.0,,0.19,7.98
2017-09-12,0,19.0,,0.19,0.0
2017-09-13,42,19.0,,0.19,7.98
2017-09-14,84,19.0,,0.19,15.96
2017-09-15,88,19.0,,0.19,16.72
2017-09-16,49,19.0,,0.19,9.31
2017-09-17,48,13.0,False,0.13,6.24
2017-09-18,42,13.0,,0.13,5.46
2017-09-19,41,13.0,,0.13,5.33
2017-09-20,0,13.0,,0.13,0.0
2017-09-21,85,13.0,,0.13,11.05
2017-09-22,44,13.0,,0.13,5.720000000000001
2017-09-23,0,13.0,,0.13,0.0
2017-09-24,0,13.0,False,0.13,0.0
2017-09-25,0,13.0,,0.13,0.0
2017-09-26,42,13.0,,0.13,5.46
2017-09-27,0,13.0,,0.13,0.0
2017-09-28,85,13.0,,0.13,11.05
2017-09-29,44,13.0,,0.13,5.720000000000001
2017-09-30,49,13.0,,0.13,6.37
2017-10-01,0,5.0,False,0.05,0.0
2017-10-02,33,5.0,,0.05,1.6500000000000001
2017-10-03,33,5.0,,0.05,1.6500000000000001
2017-10-04,0,5.0,,0.05,0.0
2017-10-05,33,5.0,,0.05,1.6500000000000001
2017-10-06,0,5.0,,0.05,0.0
2017-10-07,0,5.0,,0.05,0.0
2017-10-08,37,11.0,False,0.11,4.07
2017-10-09,32,11.0,,0.11,3.52
2017-10-10,95,11.0,,0.11,10.45
2017-10-11,64,11.0,,0.11,7.04
2017-10-12,100,11.0,,0.11,11.0
2017-10-13,34,11.0,,0.11,3.74
2017-10-14,0,11.0,,0.11,0.0
2017-10-15,0,19.0,False,0.19,0.0
2017-10-16,64,19.0,,0.19,12.16
2017-10-17,0,19.0,,0.19,0.0
2017-10-18,33,19.0,,0.19,6.2700000000000005
2017-10-19,33,19.0,,0.19,6.2700000000000005
2017-10-20,0,19.0,,0.19,0.0
2017-10-21,37,19.0,,0.19,7.03
2017-10-22,0,8.0,False,0.08,0.0
2017-10-23,32,8.0,,0.08,2.56
2017-10-24,0,8.0,,0.08,0.0
2017-10-25,64,8.0,,0.08,5.12
2017-10-26,32,8.0,,0.08,2.56
2017-10-27,34,8.0,,0.08,2.72
2017-10-28,75,8.0,,0.08,6.0
2017-10-29,0,35.0,False,0.35,0.0
2017-10-30,0,35.0,,0.35,0.0
2017-10-31,0,35.0,,0.35,0.0
2017-11-01,33,35.0,,0.35,11.549999999999999
2017-11-02,100,35.0,,0.35,35.0
2017-11-03,17,35.0,,0.35,5.949999999999999
2017-11-04,0,35.0,,0.35,0.0
2017-11-05,0,28.0,False,0.28,0.0
2017-11-06,0,28.0,,0.28,0.0
2017-11-07,0,28.0,,0.28,0.0
2017-11-08,64,28.0,,0.28,17.92
2017-11-09,32,28.0,,0.28,8.96
2017-11-10,33,28.0,,0.28,9.24
2017-11-11,37,28.0,,0.28,10.360000000000001
2017-11-12,36,20.0,False,0.2,7.2
2017-11-13,0,20.0,,0.2,0.0
2017-11-14,16,20.0,,0.2,3.2
2017-11-15,16,20.0,,0.2,3.2
2017-11-16,0,20.0,,0.2,0.0
2017-11-17,17,20.0,,0.2,3.4000000000000004
2017-11-18,0,20.0,,0.2,0.0
2017-11-19,18,34.0,False,0.34,6.12
2017-11-20,0,34.0,,0.34,0.0
2017-11-21,16,34.0,,0.34,5.44
2017-11-22,80,34.0,,0.34,27.200000000000003
2017-11-23,0,34.0,,0.34,0.0
2017-11-24,0,34.0,,0.34,0.0
2017-11-25,54,34.0,,0.34,18.360000000000003
2017-11-26,36,59.0,False,0.59,21.24
2017-11-27,31,59.0,,0.59,18.29
2017-11-28,31,59.0,,0.59,18.29
2017-11-29,16,59.0,,0.59,9.44
2017-11-30,32,59.0,,0.59,18.88
2017-12-01,52,59.0,,0.59,30.68
2017-12-02,11,59.0,,0.59,6.489999999999999
2017-12-03,22,90.0,False,0.9,19.8
2017-12-04,39,90.0,,0.9,35.1
2017-12-05,10,90.0,,0.9,9.0
2017-12-06,40,90.0,,0.9,36.0
2017-12-07,100,90.0,,0.9,90.0
2017-12-08,84,90.0,,0.9,75.60000000000001
2017-12-09,34,90.0,,0.9,30.6
2017-12-10,33,82.0,False,0.82,27.06
2017-12-11,39,82.0,,0.82,31.979999999999997
2017-12-12,49,82.0,,0.82,40.18
2017-12-13,40,82.0,,0.82,32.8
2017-12-14,41,82.0,,0.82,33.62
2017-12-15,52,82.0,,0.82,42.64
2017-12-16,35,82.0,,0.82,28.7
2017-12-17,46,100.0,False,1.0,46.0
2017-12-18,20,100.0,,1.0,20.0
2017-12-19,41,100.0,,1.0,41.0
2017-12-20,95,100.0,,1.0,95.0
2017-12-21,43,100.0,,1.0,43.0
2017-12-22,67,100.0,,1.0,67.0
2017-12-23,60,100.0,,1.0,60.0
2017-12-24,38,49.0,False,0.49,18.62
2017-12-25,25,49.0,,0.49,12.25
2017-12-26,56,49.0,,0.49,27.439999999999998
2017-12-27,32,49.0,,0.49,15.68
2017-12-28,11,49.0,,0.49,5.39
2017-12-29,44,49.0,,0.49,21.56
2017-12-30,47,49.0,,0.49,23.03
2017-12-31,25,71.0,False,0.71,17.75
2018-01-01,47,71.0,,0.71,33.37
2018-01-02,39,71.0,,0.71,27.689999999999998
2018-01-03,38,71.0,,0.71,26.979999999999997
2018-01-04,25,71.0,,0.71,17.75
2018-01-05,13,71.0,,0.71,9.23
2018-01-06,14,71.0,,0.71,9.94
2018-01-07,86,86.0,False,0.86,73.96
2018-01-08,38,86.0,,0.86,32.68
2018-01-09,49,86.0,,0.86,42.14
2018-01-10,50,86.0,,0.86,43.0
2018-01-11,75,86.0,,0.86,64.5
2018-01-12,39,86.0,,0.86,33.54
2018-01-13,100,86.0,,0.86,86.0
2018-01-14,14,35.0,False,0.35,4.8999999999999995
2018-01-15,25,35.0,,0.35,8.75
2018-01-16,37,35.0,,0.35,12.95
2018-01-17,61,35.0,,0.35,21.349999999999998
2018-01-18,50,35.0,,0.35,17.5
2018-01-19,13,35.0,,0.35,4.55
2018-01-20,14,35.0,,0.35,4.8999999999999995
2018-01-21,28,18.0,False,0.18,5.04
2018-01-22,0,18.0,,0.18,0.0
2018-01-23,0,18.0,,0.18,0.0
2018-01-24,12,18.0,,0.18,2.16
2018-01-25,0,18.0,,0.18,0.0
2018-01-26,0,18.0,,0.18,0.0
2018-01-27,28,18.0,,0.18,5.04
2018-01-28,42,20.0,False,0.2,8.4
2018-01-29,0,20.0,,0.2,0.0
2018-01-30,12,20.0,,0.2,2.4000000000000004
2018-01-31,25,20.0,,0.2,5.0
2018-02-01,19,20.0,,0.2,3.8000000000000003
2018-02-02,0,20.0,,0.2,0.0
2018-02-03,44,20.0,,0.2,8.8
2018-02-04,43,33.0,False,0.33,14.190000000000001
2018-02-05,19,33.0,,0.33,6.2700000000000005
2018-02-06,19,33.0,,0.33,6.2700000000000005
2018-02-07,0,33.0,,0.33,0.0
2018-02-08,0,33.0,,0.33,0.0
2018-02-09,20,33.0,,0.33,6.6000000000000005
2018-02-10,65,33.0,,0.33,21.45
2018-02-11,43,15.0,False,0.15,6.45
2018-02-12,19,15.0,,0.15,2.85
2018-02-13,39,15.0,,0.15,5.85
2018-02-14,19,15.0,,0.15,2.85
2018-02-15,39,15.0,,0.15,5.85
2018-02-16,40,15.0,,0.15,6.0
2018-02-17,22,15.0,,0.15,3.3
2018-02-18,0,2.0,False,0.02,0.0
2018-02-19,19,2.0,,0.02,0.38
2018-02-20,38,2.0,,0.02,0.76
2018-02-21,19,2.0,,0.02,0.38
2018-02-22,19,2.0,,0.02,0.38
2018-02-23,100,2.0,,0.02,2.0
2018-02-24,0,2.0,,0.02,0.0
2018-02-25,21,17.0,False,0.17,3.5700000000000003
2018-02-26,37,17.0,,0.17,6.29
2018-02-27,37,17.0,,0.17,6.29
2018-02-28,0,17.0,,0.17,0.0
2018-03-01,47,17.0,,0.17,7.99
2018-03-02,100,17.0,,0.17,17.0
2018-03-03,55,17.0,,0.17,9.350000000000001
2018-03-04,0,17.0,False,0.17,0.0
2018-03-05,71,17.0,,0.17,12.07
2018-03-06,0,17.0,,0.17,0.0
2018-03-07,24,17.0,,0.17,4.08
2018-03-08,24,17.0,,0.17,4.08
2018-03-09,51,17.0,,0.17,8.67
2018-03-10,0,17.0,,0.17,0.0
2018-03-11,0,12.0,False,0.12,0.0
2018-03-12,24,12.0,,0.12,2.88
2018-03-13,48,12.0,,0.12,5.76
2018-03-14,0,12.0,,0.12,0.0
2018-03-15,0,12.0,,0.12,0.0
2018-03-16,25,12.0,,0.12,3.0
2018-03-17,82,12.0,,0.12,9.84
2018-03-18,27,20.0,False,0.2,5.4
2018-03-19,73,20.0,,0.2,14.600000000000001
2018-03-20,48,20.0,,0.2,9.600000000000001
2018-03-21,0,20.0,,0.2,0.0
2018-03-22,49,20.0,,0.2,9.8
2018-03-23,25,20.0,,0.2,5.0
2018-03-24,0,20.0,,0.2,0.0
2018-03-25,0,0.0,False,0.0,0.0
2018-03-26,0,0.0,,0.0,0.0
2018-03-27,0,0.0,,0.0,0.0
2018-03-28,25,0.0,,0.0,0.0
2018-03-29,0,0.0,,0.0,0.0
2018-03-30,0,0.0,,0.0,0.0
2018-03-31,29,0.0,,0.0,0.0
2018-04-01,0,15.0,False,0.15,0.0
2018-04-02,46,15.0,,0.15,6.8999999999999995
2018-04-03,87,15.0,,0.15,13.049999999999999
2018-04-04,0,15.0,,0.15,0.0
2018-04-05,0,15.0,,0.15,0.0
2018-04-06,92,15.0,,0.15,13.799999999999999
2018-04-07,50,15.0,,0.15,7.5
2018-04-08,0,7.0,False,0.07,0.0
2018-04-09,0,7.0,,0.07,0.0
2018-04-10,0,7.0,,0.07,0.0
2018-04-11,86,7.0,,0.07,6.0200000000000005
2018-04-12,43,7.0,,0.07,3.0100000000000002
2018-04-13,45,7.0,,0.07,3.1500000000000004
2018-04-14,0,7.0,,0.07,0.0
2018-04-15,0,10.0,False,0.1,0.0
2018-04-16,0,10.0,,0.1,0.0
2018-04-17,0,10.0,,0.1,0.0
2018-04-18,44,10.0,,0.1,4.4
2018-04-19,45,10.0,,0.1,4.5
2018-04-20,0,10.0,,0.1,0.0
2018-04-21,51,10.0,,0.1,5.1000000000000005
2018-04-22,100,18.0,False,0.18,18.0
2018-04-23,0,18.0,,0.18,0.0
2018-04-24,43,18.0,,0.18,7.739999999999999
2018-04-25,43,18.0,,0.18,7.739999999999999
2018-04-26,0,18.0,,0.18,0.0
2018-04-27,47,18.0,,0.18,8.459999999999999
2018-04-28,51,18.0,,0.18,9.18
2018-04-29,50,10.0,False,0.1,5.0
2018-04-30,45,10.0,,0.1,4.5
2018-05-01,0,10.0,,0.1,0.0
2018-05-02,33,10.0,,0.1,3.3000000000000003
2018-05-03,33,10.0,,0.1,3.3000000000000003
2018-05-04,35,10.0,,0.1,3.5
2018-05-05,78,10.0,,0.1,7.800000000000001
2018-05-06,0,10.0,False,0.1,0.0
2018-05-07,66,10.0,,0.1,6.6000000000000005
2018-05-08,33,10.0,,0.1,3.3000000000000003
2018-05-09,0,10.0,,0.1,0.0
2018-05-10,0,10.0,,0.1,0.0
2018-05-11,35,10.0,,0.1,3.5
2018-05-12,39,10.0,,0.1,3.9000000000000004
2018-05-13,0,10.0,False,0.1,0.0
2018-05-14,0,10.0,,0.1,0.0
2018-05-15,0,10.0,,0.1,0.0
2018-05-16,100,10.0,,0.1,10.0
2018-05-17,0,10.0,,0.1,0.0
2018-05-18,35,10.0,,0.1,3.5
2018-05-19,0,10.0,,0.1,0.0
2018-05-20,0,15.0,False,0.15,0.0
2018-05-21,0,15.0,,0.15,0.0
2018-05-22,67,15.0,,0.15,10.049999999999999
2018-05-23,0,15.0,,0.15,0.0
2018-05-24,0,15.0,,0.15,0.0
2018-05-25,0,15.0,,0.15,0.0
2018-05-26,0,15.0,,0.15,0.0
2018-05-27,0,13.0,False,0.13,0.0
2018-05-28,34,13.0,,0.13,4.42
2018-05-29,33,13.0,,0.13,4.29
2018-05-30,0,13.0,,0.13,0.0
2018-05-31,0,13.0,,0.13,0.0
2018-06-01,53,13.0,,0.13,6.890000000000001
2018-06-02,0,13.0,,0.13,0.0
2018-06-03,0,10.0,False,0.1,0.0
2018-06-04,0,10.0,,0.1,0.0
2018-06-05,49,10.0,,0.1,4.9
2018-06-06,99,10.0,,0.1,9.9
2018-06-07,100,10.0,,0.1,10.0
2018-06-08,53,10.0,,0.1,5.300000000000001
2018-06-09,0,10.0,,0.1,0.0
2018-06-10,0,5.0,False,0.05,0.0
2018-06-11,48,5.0,,0.05,2.4000000000000004
2018-06-12,0,5.0,,0.05,0.0
2018-06-13,46,5.0,,0.05,2.3000000000000003
2018-06-14,48,5.0,,0.05,2.4000000000000004
2018-06-15,52,5.0,,0.05,2.6
2018-06-16,0,5.0,,0.05,0.0
2018-06-17,0,5.0,False,0.05,0.0
2018-06-18,0,5.0,,0.05,0.0
2018-06-19,48,5.0,,0.05,2.4000000000000004
2018-06-20,49,5.0,,0.05,2.45
2018-06-21,0,5.0,,0.05,0.0
2018-06-22,0,5.0,,0.05,0.0
2018-06-23,56,5.0,,0.05,2.8000000000000003
2018-06-24,56,8.0,False,0.08,4.48
2018-06-25,48,8.0,,0.08,3.84
2018-06-26,0,8.0,,0.08,0.0
2018-06-27,0,8.0,,0.08,0.0
2018-06-28,49,8.0,,0.08,3.92
2018-06-29,0,8.0,,0.08,0.0
2018-06-30,0,8.0,,0.08,0.0
2018-07-01,0,13.0,False,0.13,0.0
2018-07-02,0,13.0,,0.13,0.0
2018-07-03,42,13.0,,0.13,5.46
2018-07-04,0,13.0,,0.13,0.0
2018-07-05,88,13.0,,0.13,11.440000000000001
2018-07-06,0,13.0,,0.13,0.0
2018-07-07,48,13.0,,0.13,6.24
2018-07-08,48,8.0,False,0.08,3.84
2018-07-09,0,8.0,,0.08,0.0
2018-07-10,82,8.0,,0.08,6.5600000000000005
2018-07-11,39,8.0,,0.08,3.12
2018-07-12,44,8.0,,0.08,3.52
2018-07-13,0,8.0,,0.08,0.0
2018-07-14,0,8.0,,0.08,0.0
2018-07-15,0,8.0,False,0.08,0.0
2018-07-16,43,8.0,,0.08,3.44
2018-07-17,86,8.0,,0.08,6.88
2018-07-18,87,8.0,,0.08,6.96
2018-07-19,0,8.0,,0.08,0.0
2018-07-20,0,8.0,,0.08,0.0
2018-07-21,100,8.0,,0.08,8.0
2018-07-22,0,23.0,False,0.23,0.0
2018-07-23,0,23.0,,0.23,0.0
2018-07-24,43,23.0,,0.23,9.89
2018-07-25,87,23.0,,0.23,20.01
2018-07-26,44,23.0,,0.23,10.120000000000001
2018-07-27,44,23.0,,0.23,10.120000000000001
2018-07-28,49,23.0,,0.23,11.270000000000001
2018-07-29,0,10.0,False,0.1,0.0
2018-07-30,0,10.0,,0.1,0.0
2018-07-31,43,10.0,,0.1,4.3
2018-08-01,45,10.0,,0.1,4.5
2018-08-02,43,10.0,,0.1,4.3
2018-08-03,0,10.0,,0.1,0.0
2018-08-04,0,10.0,,0.1,0.0
2018-08-05,51,5.0,False,0.05,2.5500000000000003
2018-08-06,0,5.0,,0.05,0.0
2018-08-07,0,5.0,,0.05,0.0
2018-08-08,43,5.0,,0.05,2.15
2018-08-09,44,5.0,,0.05,2.2
2018-08-10,46,5.0,,0.05,2.3000000000000003
2018-08-11,51,5.0,,0.05,2.5500000000000003
2018-08-12,100,20.0,False,0.2,20.0
2018-08-13,89,20.0,,0.2,17.8
2018-08-14,0,20.0,,0.2,0.0
2018-08-15,91,20.0,,0.2,18.2
2018-08-16,0,20.0,,0.2,0.0
2018-08-17,91,20.0,,0.2,18.2
2018-08-18,0,20.0,,0.2,0.0
2018-08-19,0,10.0,False,0.1,0.0
2018-08-20,0,10.0,,0.1,0.0
2018-08-21,0,10.0,,0.1,0.0
2018-08-22,0,10.0,,0.1,0.0
2018-08-23,0,10.0,,0.1,0.0
2018-08-24,46,10.0,,0.1,4.6000000000000005
2018-08-25,52,10.0,,0.1,5.2
2018-08-26,51,5.0,False,0.05,2.5500000000000003
2018-08-27,0,5.0,,0.05,0.0
2018-08-28,0,5.0,,0.05,0.0
2018-08-29,44,5.0,,0.05,2.2
2018-08-30,44,5.0,,0.05,2.2
2018-08-31,0,5.0,,0.05,0.0
2018-09-01,0,5.0,,0.05,0.0
2018-09-02,0,5.0,False,0.05,0.0
2018-09-03,0,5.0,,0.05,0.0
2018-09-04,0,5.0,,0.05,0.0
2018-09-05,0,5.0,,0.05,0.0
2018-09-06,0,5.0,,0.05,0.0
2018-09-07,0,5.0,,0.05,0.0
