date,sell btc_unscaled,sell btc_monthly,isPartial,scale,sell btc
2020-05-08,0,24.0,,0.24,0.0
2020-05-09,22,24.0,,0.24,5.279999999999999
2020-05-10,45,14.0,False,0.14,6.300000000000001
2020-05-11,20,14.0,,0.14,2.8000000000000003
2020-05-12,39,14.0,,0.14,5.460000000000001
2020-05-13,20,14.0,,0.14,2.8000000000000003
2020-05-14,0,14.0,,0.14,0.0
2020-05-15,20,14.0,,0.14,2.8000000000000003
2020-05-16,23,14.0,,0.14,3.22
2020-05-17,0,8.0,False,0.08,0.0
2020-05-18,78,8.0,,0.08,6.24
2020-05-19,39,8.0,,0.08,3.12
2020-05-20,0,8.0,,0.08,0.0
2020-05-21,0,8.0,,0.08,0.0
2020-05-22,0,8.0,,0.08,0.0
2020-05-23,0,8.0,,0.08,0.0
2020-05-24,23,8.0,False,0.08,1.84
2020-05-25,42,8.0,,0.08,3.36
2020-05-26,0,8.0,,0.08,0.0
2020-05-27,0,8.0,,0.08,0.0
2020-05-28,20,8.0,,0.08,1.6
2020-05-29,0,8.0,,0.08,0.0
2020-05-30,0,8.0,,0.08,0.0
2020-05-31,23,12.0,False,0.12,2.76
2020-06-01,0,12.0,,0.12,0.0
2020-06-02,0,12.0,,0.12,0.0
2020-06-03,28,12.0,,0.12,3.36
2020-06-04,28,12.0,,0.12,3.36
2020-06-05,29,12.0,,0.12,3.48
2020-06-06,100,12.0,,0.12,12.0
2020-06-07,33,14.0,False,0.14,4.62
2020-06-08,28,14.0,,0.14,3.9200000000000004
2020-06-09,28,14.0,,0.14,3.9200000000000004
2020-06-10,29,14.0,,0.14,4.0600000000000005
2020-06-11,0,14.0,,0.14,0.0
2020-06-12,0,14.0,,0.14,0.0
2020-06-13,35,14.0,,0.14,4.9
2020-06-14,34,8.0,False,0.08,2.72
2020-06-15,30,8.0,,0.08,2.4
2020-06-16,59,8.0,,0.08,4.72
2020-06-17,0,8.0,,0.08,0.0
2020-06-18,30,8.0,,0.08,2.4
2020-06-19,0,8.0,,0.08,0.0
2020-06-20,0,8.0,,0.08,0.0
2020-06-21,34,13.0,False,0.13,4.42
2020-06-22,31,13.0,,0.13,4.03
2020-06-23,30,13.0,,0.13,3.9000000000000004
2020-06-24,31,13.0,,0.13,4.03
2020-06-25,92,13.0,,0.13,11.96
2020-06-26,32,13.0,,0.13,4.16
2020-06-27,35,13.0,,0.13,4.55
2020-06-28,0,4.0,False,0.04,0.0
2020-06-29,31,4.0,,0.04,1.24
2020-06-30,31,4.0,,0.04,1.24
2020-07-01,0,4.0,,0.04,0.0
2020-07-02,29,4.0,,0.04,1.16
2020-07-03,0,4.0,,0.04,0.0
2020-07-04,100,4.0,,0.04,4.0
2020-07-05,0,19.0,False,0.19,0.0
2020-07-06,0,19.0,,0.19,0.0
2020-07-07,29,19.0,,0.19,5.51
2020-07-08,30,19.0,,0.19,5.7
2020-07-09,30,19.0,,0.19,5.7
2020-07-10,0,19.0,,0.19,0.0
2020-07-11,34,19.0,,0.19,6.46
2020-07-12,0,20.0,False,0.2,0.0
2020-07-13,60,20.0,,0.2,12.0
2020-07-14,0,20.0,,0.2,0.0
2020-07-15,30,20.0,,0.2,6.0
2020-07-16,91,20.0,,0.2,18.2
2020-07-17,31,20.0,,0.2,6.2
2020-07-18,35,20.0,,0.2,7.0
2020-07-19,0,9.0,False,0.09,0.0
2020-07-20,0,9.0,,0.09,0.0
2020-07-21,30,9.0,,0.09,2.6999999999999997
2020-07-22,60,9.0,,0.09,5.3999999999999995
2020-07-23,30,9.0,,0.09,2.6999999999999997
2020-07-24,0,9.0,,0.09,0.0
2020-07-25,34,9.0,,0.09,3.06
2020-07-26,0,15.0,False,0.15,0.0
2020-07-27,0,15.0,,0.15,0.0
2020-07-28,0,15.0,,0.15,0.0
2020-07-29,61,15.0,,0.15,9.15
2020-07-30,30,15.0,,0.15,4.5
2020-07-31,32,15.0,,0.15,4.8
2020-08-01,69,15.0,,0.15,10.35
2020-08-02,0,15.0,False,0.15,0.0
2020-08-03,60,15.0,,0.15,9.0
2020-08-04,29,15.0,,0.15,4.35
2020-08-05,59,15.0,,0.15,8.85
2020-08-06,0,15.0,,0.15,0.0
2020-08-07,30,15.0,,0.15,4.5
2020-08-08,33,15.0,,0.15,4.95
2020-08-09,34,11.0,False,0.11,3.74
2020-08-10,0,11.0,,0.11,0.0
2020-08-11,58,11.0,,0.11,6.38
2020-08-12,0,11.0,,0.11,0.0
2020-08-13,0,11.0,,0.11,0.0
2020-08-14,30,11.0,,0.11,3.3
2020-08-15,34,11.0,,0.11,3.74
2020-08-16,67,15.0,False,0.15,10.049999999999999
2020-08-17,0,15.0,,0.15,0.0
2020-08-18,29,15.0,,0.15,4.35
2020-08-19,58,15.0,,0.15,8.7
2020-08-20,60,15.0,,0.15,9.0
2020-08-21,61,15.0,,0.15,9.15
2020-08-22,0,15.0,,0.15,0.0
2020-08-23,0,6.0,False,0.06,0.0
2020-08-24,29,6.0,,0.06,1.74
2020-08-25,58,6.0,,0.06,3.48
2020-08-26,59,6.0,,0.06,3.54
2020-08-27,29,6.0,,0.06,1.74
2020-08-28,0,6.0,,0.06,0.0
2020-08-29,100,6.0,,0.06,6.0
2020-08-30,67,15.0,False,0.15,10.049999999999999
2020-08-31,29,15.0,,0.15,4.35
2020-09-01,29,15.0,,0.15,4.35
2020-09-02,29,15.0,,0.15,4.35
2020-09-03,59,15.0,,0.15,8.85
2020-09-04,30,15.0,,0.15,4.5
2020-09-05,34,15.0,,0.15,5.1
2020-09-06,0,12.0,False,0.12,0.0
2020-09-07,30,12.0,,0.12,3.5999999999999996
2020-09-08,0,12.0,,0.12,0.0
2020-09-09,29,12.0,,0.12,3.48
2020-09-10,0,12.0,,0.12,0.0
2020-09-11,0,12.0,,0.12,0.0
2020-09-12,0,12.0,,0.12,0.0
2020-09-13,0,10.0,False,0.1,0.0
2020-09-14,0,10.0,,0.1,0.0
2020-09-15,29,10.0,,0.1,2.9000000000000004
2020-09-16,29,10.0,,0.1,2.9000000000000004
2020-09-17,0,10.0,,0.1,0.0
2020-09-18,0,10.0,,0.1,0.0
2020-09-19,0,10.0,,0.1,0.0
2020-09-20,100,8.0,False,0.08,8.0
2020-09-21,0,8.0,,0.08,0.0
2020-09-22,29,8.0,,0.08,2.32
2020-09-23,57,8.0,,0.08,4.5600000000000005
2020-09-24,29,8.0,,0.08,2.32
2020-09-25,31,8.0,,0.08,2.48
2020-09-26,34,8.0,,0.08,2.72
2020-09-27,68,13.0,False,0.13,8.84
2020-09-28,30,13.0,,0.13,3.9000000000000004
2020-09-29,30,13.0,,0.13,3.9000000000000004
2020-09-30,0,13.0,,0.13,0.0
2020-10-01,46,13.0,,0.13,5.98
2020-10-02,0,13.0,,0.13,0.0
2020-10-03,0,13.0,,0.13,0.0
2020-10-04,0,11.0,False,0.11,0.0
2020-10-05,0,11.0,,0.11,0.0
2020-10-06,46,11.0,,0.11,5.06
2020-10-07,0,11.0,,0.11,0.0
2020-10-08,0,11.0,,0.11,0.0
2020-10-09,50,11.0,,0.11,5.5
2020-10-10,0,11.0,,0.11,0.0
2020-10-11,0,11.0,False,0.11,0.0
2020-10-12,0,11.0,,0.11,0.0
2020-10-13,0,11.0,,0.11,0.0
2020-10-14,0,11.0,,0.11,0.0
2020-10-15,0,11.0,,0.11,0.0
2020-10-16,0,11.0,,0.11,0.0
2020-10-17,55,11.0,,0.11,6.05
2020-10-18,55,16.0,False,0.16,8.8
2020-10-19,49,16.0,,0.16,7.84
2020-10-20,49,16.0,,0.16,7.84
2020-10-21,96,16.0,,0.16,15.36
2020-10-22,100,16.0,,0.16,16.0
2020-10-23,0,16.0,,0.16,0.0
2020-10-24,54,16.0,,0.16,8.64
2020-10-25,54,11.0,False,0.11,5.94
2020-10-26,49,11.0,,0.11,5.39
2020-10-27,97,11.0,,0.11,10.67
2020-10-28,49,11.0,,0.11,5.39
2020-10-29,49,11.0,,0.11,5.39
2020-10-30,51,11.0,,0.11,5.61
2020-10-31,0,11.0,,0.11,0.0
2020-11-01,25,10.0,False,0.1,2.5
2020-11-02,23,10.0,,0.1,2.3000000000000003
2020-11-03,44,10.0,,0.1,4.4
2020-11-04,18,10.0,,0.1,1.8
2020-11-05,0,10.0,,0.1,0.0
2020-11-06,42,10.0,,0.1,4.2
2020-11-07,47,10.0,,0.1,4.7
2020-11-08,0,15.0,False,0.15,0.0
2020-11-09,0,15.0,,0.15,0.0
2020-11-10,0,15.0,,0.15,0.0
2020-11-11,66,15.0,,0.15,9.9
2020-11-12,23,15.0,,0.15,3.4499999999999997
2020-11-13,0,15.0,,0.15,0.0
2020-11-14,77,15.0,,0.15,11.549999999999999
2020-11-15,25,26.0,False,0.26,6.5
2020-11-16,22,26.0,,0.26,5.720000000000001
2020-11-17,44,26.0,,0.26,11.440000000000001
2020-11-18,45,26.0,,0.26,11.700000000000001
2020-11-19,45,26.0,,0.26,11.700000000000001
2020-11-20,0,26.0,,0.26,0.0
2020-11-21,100,26.0,,0.26,26.0
2020-11-22,50,40.0,False,0.4,20.0
2020-11-23,23,40.0,,0.4,9.200000000000001
2020-11-24,0,40.0,,0.4,0.0
2020-11-25,90,40.0,,0.4,36.0
2020-11-26,23,40.0,,0.4,9.200000000000001
2020-11-27,68,40.0,,0.4,27.200000000000003
2020-11-28,25,40.0,,0.4,10.0
2020-11-29,0,24.0,False,0.24,0.0
2020-11-30,66,24.0,,0.24,15.84
2020-12-01,16,24.0,,0.24,3.84
2020-12-02,0,24.0,,0.24,0.0
2020-12-03,100,24.0,,0.24,24.0
2020-12-04,50,24.0,,0.24,12.0
2020-12-05,18,24.0,,0.24,4.32
2020-12-06,18,24.0,False,0.24,4.32
2020-12-07,0,24.0,,0.24,0.0
2020-12-08,16,24.0,,0.24,3.84
2020-12-09,16,24.0,,0.24,3.84
2020-12-10,33,24.0,,0.24,7.92
2020-12-11,17,24.0,,0.24,4.08
2020-12-12,0,24.0,,0.24,0.0
2020-12-13,0,22.0,False,0.22,0.0
2020-12-14,32,22.0,,0.22,7.04
2020-12-15,17,22.0,,0.22,3.74
2020-12-16,34,22.0,,0.22,7.48
2020-12-17,83,22.0,,0.22,18.26
2020-12-18,70,22.0,,0.22,15.4
2020-12-19,0,22.0,,0.22,0.0
2020-12-20,38,43.0,False,0.43,16.34
2020-12-21,69,43.0,,0.43,29.669999999999998
2020-12-22,52,43.0,,0.43,22.36
2020-12-23,18,43.0,,0.43,7.74
2020-12-24,96,43.0,,0.43,41.28
2020-12-25,21,43.0,,0.43,9.03
2020-12-26,57,43.0,,0.43,24.509999999999998
2020-12-27,36,47.0,False,0.47,16.919999999999998
2020-12-28,69,47.0,,0.47,32.43
2020-12-29,18,47.0,,0.47,8.459999999999999
2020-12-30,36,47.0,,0.47,16.919999999999998
2020-12-31,57,47.0,,0.47,26.79
2021-01-01,20,47.0,,0.47,9.399999999999999
2021-01-02,92,47.0,,0.47,43.239999999999995
2021-01-03,18,61.0,False,0.61,10.98
2021-01-04,66,61.0,,0.61,40.26
2021-01-05,83,61.0,,0.61,50.629999999999995
2021-01-06,32,61.0,,0.61,19.52
2021-01-07,81,61.0,,0.61,49.41
2021-01-08,100,61.0,,0.61,61.0
2021-01-09,72,61.0,,0.61,43.92
2021-01-10,36,50.0,False,0.5,18.0
2021-01-11,95,50.0,,0.5,47.5
2021-01-12,0,50.0,,0.5,0.0
2021-01-13,16,50.0,,0.5,8.0
2021-01-14,67,50.0,,0.5,33.5
2021-01-15,85,50.0,,0.5,42.5
2021-01-16,36,50.0,,0.5,18.0
2021-01-17,0,17.0,False,0.17,0.0
2021-01-18,16,17.0,,0.17,2.72
2021-01-19,16,17.0,,0.17,2.72
2021-01-20,16,17.0,,0.17,2.72
2021-01-21,32,17.0,,0.17,5.44
2021-01-22,50,17.0,,0.17,8.5
2021-01-23,36,17.0,,0.17,6.12
2021-01-24,0,37.0,False,0.37,0.0
2021-01-25,16,37.0,,0.37,5.92
2021-01-26,32,37.0,,0.37,11.84
2021-01-27,32,37.0,,0.37,11.84
2021-01-28,0,37.0,,0.37,0.0
2021-01-29,67,37.0,,0.37,24.79
2021-01-30,18,37.0,,0.37,6.66
2021-01-31,73,50.0,False,0.5,36.5
2021-02-01,17,50.0,,0.5,8.5
2021-02-02,17,50.0,,0.5,8.5
2021-02-03,44,50.0,,0.5,22.0
2021-02-04,45,50.0,,0.5,22.5
2021-02-05,27,50.0,,0.5,13.5
2021-02-06,39,50.0,,0.5,19.5
2021-02-07,0,32.0,False,0.32,0.0
2021-02-08,43,32.0,,0.32,13.76
2021-02-09,26,32.0,,0.32,8.32
2021-02-10,17,32.0,,0.32,5.44
2021-02-11,35,32.0,,0.32,11.200000000000001
2021-02-12,19,32.0,,0.32,6.08
2021-02-13,20,32.0,,0.32,6.4
2021-02-14,0,48.0,False,0.48,0.0
2021-02-15,18,48.0,,0.48,8.64
2021-02-16,53,48.0,,0.48,25.439999999999998
2021-02-17,0,48.0,,0.48,0.0
2021-02-18,35,48.0,,0.48,16.8
2021-02-19,56,48.0,,0.48,26.88
2021-02-20,100,48.0,,0.48,48.0
2021-02-21,50,41.0,False,0.41,20.5
2021-02-22,25,41.0,,0.41,10.25
2021-02-23,44,41.0,,0.41,18.04
2021-02-24,9,41.0,,0.41,3.69
2021-02-25,17,41.0,,0.41,6.97
2021-02-26,9,41.0,,0.41,3.69
2021-02-27,30,41.0,,0.41,12.299999999999999
2021-02-28,10,24.0,False,0.24,2.4
2021-03-01,20,24.0,,0.24,4.8
2021-03-02,39,24.0,,0.24,9.36
2021-03-03,78,24.0,,0.24,18.72
2021-03-04,40,24.0,,0.24,9.6
2021-03-05,41,24.0,,0.24,9.84
2021-03-06,22,24.0,,0.24,5.279999999999999
2021-03-07,67,17.0,False,0.17,11.39
2021-03-08,20,17.0,,0.17,3.4000000000000004
2021-03-09,78,17.0,,0.17,13.260000000000002
2021-03-10,39,17.0,,0.17,6.630000000000001
2021-03-11,40,17.0,,0.17,6.800000000000001
2021-03-12,20,17.0,,0.17,3.4000000000000004
2021-03-13,44,17.0,,0.17,7.48
2021-03-14,42,43.0,False,0.43,18.06
2021-03-15,65,43.0,,0.43,27.95
2021-03-16,0,43.0,,0.43,0.0
2021-03-17,58,43.0,,0.43,24.94
2021-03-18,100,43.0,,0.43,43.0
2021-03-19,41,43.0,,0.43,17.63
2021-03-20,66,43.0,,0.43,28.38
2021-03-21,0,41.0,False,0.41,0.0
2021-03-22,20,41.0,,0.41,8.2
2021-03-23,38,41.0,,0.41,15.579999999999998
2021-03-24,0,41.0,,0.41,0.0
2021-03-25,100,41.0,,0.41,41.0
2021-03-26,61,41.0,,0.41,25.009999999999998
2021-03-27,23,41.0,,0.41,9.43
2021-03-28,67,30.0,False,0.3,20.099999999999998
2021-03-29,61,30.0,,0.3,18.3
2021-03-30,41,30.0,,0.3,12.299999999999999
2021-03-31,41,30.0,,0.3,12.299999999999999
2021-04-01,32,30.0,,0.3,9.6
2021-04-02,33,30.0,,0.3,9.9
2021-04-03,0,30.0,,0.3,0.0
2021-04-04,18,26.0,False,0.26,4.68
2021-04-05,31,26.0,,0.26,8.06
2021-04-06,15,26.0,,0.26,3.9000000000000004
2021-04-07,15,26.0,,0.26,3.9000000000000004
2021-04-08,15,26.0,,0.26,3.9000000000000004
2021-04-09,15,26.0,,0.26,3.9000000000000004
2021-04-10,50,26.0,,0.26,13.0
2021-04-11,49,37.0,False,0.37,18.13
2021-04-12,73,37.0,,0.37,27.009999999999998
2021-04-13,30,37.0,,0.37,11.1
2021-04-14,15,37.0,,0.37,5.55
2021-04-15,15,37.0,,0.37,5.55
2021-04-16,31,37.0,,0.37,11.47
2021-04-17,34,37.0,,0.37,12.58
2021-04-18,100,42.0,False,0.42,42.0
2021-04-19,30,42.0,,0.42,12.6
2021-04-20,59,42.0,,0.42,24.779999999999998
2021-04-21,45,42.0,,0.42,18.9
2021-04-22,45,42.0,,0.42,18.9
2021-04-23,62,42.0,,0.42,26.04
2021-04-24,17,42.0,,0.42,7.14
2021-04-25,33,30.0,False,0.3,9.9
2021-04-26,89,30.0,,0.3,26.7
2021-04-27,30,30.0,,0.3,9.0
2021-04-28,0,30.0,,0.3,0.0
2021-04-29,15,30.0,,0.3,4.5
2021-04-30,15,30.0,,0.3,4.5
2021-05-01,14,30.0,,0.3,4.2
2021-05-02,14,39.0,False,0.39,5.46
2021-05-03,25,39.0,,0.39,9.75
2021-05-04,0,39.0,,0.39,0.0
2021-05-05,25,39.0,,0.39,9.75
2021-05-06,50,39.0,,0.39,19.5
2021-05-07,52,39.0,,0.39,20.28
2021-05-08,28,39.0,,0.39,10.92
2021-05-09,100,57.0,False,0.57,56.99999999999999
2021-05-10,38,57.0,,0.57,21.659999999999997
2021-05-11,49,57.0,,0.57,27.929999999999996
2021-05-12,51,57.0,,0.57,29.069999999999997
2021-05-13,52,57.0,,0.57,29.639999999999997
2021-05-14,0,57.0,,0.57,0.0
2021-05-15,57,57.0,,0.57,32.489999999999995
2021-05-16,56,50.0,False,0.5,28.0
2021-05-17,88,50.0,,0.5,44.0
2021-05-18,13,50.0,,0.5,6.5
2021-05-19,74,50.0,,0.5,37.0
2021-05-20,38,50.0,,0.5,19.0
2021-05-21,52,50.0,,0.5,26.0
2021-05-22,14,50.0,,0.5,7.0
2021-05-23,28,29.0,False,0.29,8.12
2021-05-24,38,29.0,,0.29,11.02
2021-05-25,51,29.0,,0.29,14.79
2021-05-26,0,29.0,,0.29,0.0
2021-05-27,0,29.0,,0.29,0.0
2021-05-28,13,29.0,,0.29,3.7699999999999996
2021-05-29,29,29.0,,0.29,8.41
2021-05-30,44,38.0,False,0.38,16.72
2021-05-31,13,38.0,,0.38,4.94
2021-06-01,40,38.0,,0.38,15.2
2021-06-02,20,38.0,,0.38,7.6
2021-06-03,61,38.0,,0.38,23.18
2021-06-04,21,38.0,,0.38,7.98
2021-06-05,0,38.0,,0.38,0.0
2021-06-06,23,15.0,False,0.15,3.4499999999999997
2021-06-07,39,15.0,,0.15,5.85
2021-06-08,78,15.0,,0.15,11.7
2021-06-09,20,15.0,,0.15,3.0
2021-06-10,40,15.0,,0.15,6.0
2021-06-11,20,15.0,,0.15,3.0
2021-06-12,46,15.0,,0.15,6.8999999999999995
2021-06-13,0,13.0,False,0.13,0.0
2021-06-14,40,13.0,,0.13,5.2
2021-06-15,20,13.0,,0.13,2.6
2021-06-16,20,13.0,,0.13,2.6
2021-06-17,40,13.0,,0.13,5.2
2021-06-18,21,13.0,,0.13,2.73
2021-06-19,45,13.0,,0.13,5.8500000000000005
2021-06-20,0,13.0,False,0.13,0.0
2021-06-21,20,13.0,,0.13,2.6
2021-06-22,0,13.0,,0.13,0.0
2021-06-23,0,13.0,,0.13,0.0
2021-06-24,0,13.0,,0.13,0.0
2021-06-25,63,13.0,,0.13,8.19
2021-06-26,23,13.0,,0.13,2.99
2021-06-27,0,16.0,False,0.16,0.0
2021-06-28,100,16.0,,0.16,16.0
2021-06-29,40,16.0,,0.16,6.4
2021-06-30,0,16.0,,0.16,0.0
2021-07-01,0,16.0,,0.16,0.0
2021-07-02,25,16.0,,0.16,4.0
2021-07-03,0,16.0,,0.16,0.0
2021-07-04,0,18.0,False,0.18,0.0
2021-07-05,74,18.0,,0.18,13.32
2021-07-06,48,18.0,,0.18,8.64
2021-07-07,0,18.0,,0.18,0.0
2021-07-08,48,18.0,,0.18,8.64
2021-07-09,51,18.0,,0.18,9.18
2021-07-10,82,18.0,,0.18,14.76
2021-07-11,0,20.0,False,0.2,0.0
2021-07-12,49,20.0,,0.2,9.8
2021-07-13,48,20.0,,0.2,9.600000000000001
2021-07-14,0,20.0,,0.2,0.0
2021-07-15,0,20.0,,0.2,0.0
2021-07-16,0,20.0,,0.2,0.0
2021-07-17,83,20.0,,0.2,16.6
2021-07-18,56,16.0,False,0.16,8.96
2021-07-19,0,16.0,,0.16,0.0
2021-07-20,100,16.0,,0.16,16.0
2021-07-21,25,16.0,,0.16,4.0
2021-07-22,50,16.0,,0.16,8.0
2021-07-23,25,16.0,,0.16,4.0
2021-07-24,0,16.0,,0.16,0.0
2021-07-25,27,16.0,False,0.16,4.32
2021-07-26,0,16.0,,0.16,0.0
2021-07-27,24,16.0,,0.16,3.84
2021-07-28,48,16.0,,0.16,7.68
2021-07-29,49,16.0,,0.16,7.84
2021-07-30,25,16.0,,0.16,4.0
2021-07-31,0,16.0,,0.16,0.0
2021-08-01,0,25.0,False,0.25,0.0
2021-08-02,59,25.0,,0.25,14.75
2021-08-03,29,25.0,,0.25,7.25
2021-08-04,29,25.0,,0.25,7.25
2021-08-05,30,25.0,,0.25,7.5
2021-08-06,60,25.0,,0.25,15.0
2021-08-07,65,25.0,,0.25,16.25
2021-08-08,100,11.0,False,0.11,11.0
2021-08-09,30,11.0,,0.11,3.3
2021-08-10,0,11.0,,0.11,0.0
2021-08-11,59,11.0,,0.11,6.49
2021-08-12,30,11.0,,0.11,3.3
2021-08-13,31,11.0,,0.11,3.41
2021-08-14,33,11.0,,0.11,3.63
2021-08-15,33,11.0,False,0.11,3.63
2021-08-16,59,11.0,,0.11,6.49
2021-08-17,0,11.0,,0.11,0.0
2021-08-18,30,11.0,,0.11,3.3
2021-08-19,59,11.0,,0.11,6.49
2021-08-20,0,11.0,,0.11,0.0
2021-08-21,33,11.0,,0.11,3.63
2021-08-22,0,24.0,False,0.24,0.0
2021-08-23,94,24.0,,0.24,22.56
2021-08-24,44,24.0,,0.24,10.559999999999999
2021-08-25,0,24.0,,0.24,0.0
2021-08-26,0,24.0,,0.24,0.0
2021-08-27,0,24.0,,0.24,0.0
2021-08-28,33,24.0,,0.24,7.92
2021-08-29,32,9.0,False,0.09,2.88
2021-08-30,87,9.0,,0.09,7.83
2021-08-31,0,9.0,,0.09,0.0
2021-09-01,24,9.0,,0.09,2.16
2021-09-02,25,9.0,,0.09,2.25
2021-09-03,0,9.0,,0.09,0.0
2021-09-04,57,9.0,,0.09,5.13
2021-09-05,0,29.0,False,0.29,0.0
2021-09-06,25,29.0,,0.29,7.249999999999999
2021-09-07,25,29.0,,0.29,7.249999999999999
2021-09-08,100,29.0,,0.29,28.999999999999996
2021-09-09,24,29.0,,0.29,6.959999999999999
2021-09-10,0,29.0,,0.29,0.0
2021-09-11,27,29.0,,0.29,7.829999999999999
2021-09-12,27,28.0,False,0.28,7.5600000000000005
2021-09-13,73,28.0,,0.28,20.44
2021-09-14,0,28.0,,0.28,0.0
2021-09-15,24,28.0,,0.28,6.720000000000001
2021-09-16,0,28.0,,0.28,0.0
2021-09-17,0,28.0,,0.28,0.0
2021-09-18,0,28.0,,0.28,0.0
2021-09-19,27,12.0,False,0.12,3.2399999999999998
2021-09-20,0,12.0,,0.12,0.0
2021-09-21,24,12.0,,0.12,2.88
2021-09-22,95,12.0,,0.12,11.4
2021-09-23,24,12.0,,0.12,2.88
2021-09-24,25,12.0,,0.12,3.0
2021-09-25,27,12.0,,0.12,3.2399999999999998
2021-09-26,27,19.0,False,0.19,5.13
2021-09-27,0,19.0,,0.19,0.0
2021-09-28,0,19.0,,0.19,0.0
2021-09-29,0,19.0,,0.19,0.0
2021-09-30,0,19.0,,0.19,0.0
2021-10-01,0,19.0,,0.19,0.0
2021-10-02,57,19.0,,0.19,10.83
2021-10-03,0,21.0,False,0.21,0.0
2021-10-04,48,21.0,,0.21,10.08
2021-10-05,100,21.0,,0.21,21.0
2021-10-06,17,21.0,,0.21,3.57
2021-10-07,33,21.0,,0.21,6.93
2021-10-08,0,21.0,,0.21,0.0
2021-10-09,39,21.0,,0.21,8.19
2021-10-10,39,15.0,False,0.15,5.85
2021-10-11,51,15.0,,0.15,7.6499999999999995
2021-10-12,0,15.0,,0.15,0.0
2021-10-13,35,15.0,,0.15,5.25
2021-10-14,34,15.0,,0.15,5.1
2021-10-15,0,15.0,,0.15,0.0
2021-10-16,39,15.0,,0.15,5.85
2021-10-17,19,23.0,False,0.23,4.37
2021-10-18,0,23.0,,0.23,0.0
2021-10-19,67,23.0,,0.23,15.41
2021-10-20,68,23.0,,0.23,15.64
2021-10-21,17,23.0,,0.23,3.91
2021-10-22,17,23.0,,0.23,3.91
2021-10-23,57,23.0,,0.23,13.110000000000001
2021-10-24,0,16.0,False,0.16,0.0
2021-10-25,0,16.0,,0.16,0.0
2021-10-26,16,16.0,,0.16,2.56
2021-10-27,17,16.0,,0.16,2.72
2021-10-28,0,16.0,,0.16,0.0
2021-10-29,52,16.0,,0.16,8.32
2021-10-30,56,16.0,,0.16,8.96
2021-10-31,19,19.0,False,0.19,3.61
2021-11-01,43,19.0,,0.19,8.17
2021-11-02,61,19.0,,0.19,11.59
2021-11-03,20,19.0,,0.19,3.8
2021-11-04,21,19.0,,0.19,3.99
2021-11-05,21,19.0,,0.19,3.99
2021-11-06,0,19.0,,0.19,0.0
2021-11-07,69,18.0,False,0.18,12.42
2021-11-08,82,18.0,,0.18,14.76
2021-11-09,81,18.0,,0.18,14.58
2021-11-10,41,18.0,,0.18,7.38
2021-11-11,0,18.0,,0.18,0.0
2021-11-12,0,18.0,,0.18,0.0
2021-11-13,46,18.0,,0.18,8.28
2021-11-14,23,13.0,False,0.13,2.99
2021-11-15,0,13.0,,0.13,0.0
2021-11-16,19,13.0,,0.13,2.47
2021-11-17,40,13.0,,0.13,5.2
2021-11-18,20,13.0,,0.13,2.6
2021-11-19,0,13.0,,0.13,0.0
2021-11-20,0,13.0,,0.13,0.0
2021-11-21,22,16.0,False,0.16,3.52
2021-11-22,0,16.0,,0.16,0.0
2021-11-23,20,16.0,,0.16,3.2
2021-11-24,100,16.0,,0.16,16.0
2021-11-25,20,16.0,,0.16,3.2
2021-11-26,0,16.0,,0.16,0.0
2021-11-27,0,16.0,,0.16,0.0
2021-11-28,22,17.0,True,0.17,3.74
2021-11-29,39,17.0,,0.17,6.630000000000001
2021-11-30,39,17.0,,0.17,6.630000000000001
2021-12-01,100,17.0,,0.17,17.0
2021-12-02,0,17.0,,0.17,0.0
