date,bitcoin price usd_unscaled,bitcoin price usd_monthly,isPartial,scale,bitcoin price usd
2017-10-09,37,9.0,,0.09,3.33
2017-10-10,62,9.0,,0.09,5.58
2017-10-11,51,9.0,,0.09,4.59
2017-10-12,94,9.0,,0.09,8.459999999999999
2017-10-13,100,9.0,,0.09,9.0
2017-10-14,68,9.0,,0.09,6.12
2017-10-15,50,8.0,False,0.08,4.0
2017-10-16,63,8.0,,0.08,5.04
2017-10-17,55,8.0,,0.08,4.4
2017-10-18,47,8.0,,0.08,3.7600000000000002
2017-10-19,63,8.0,,0.08,5.04
2017-10-20,54,8.0,,0.08,4.32
2017-10-21,86,8.0,,0.08,6.88
2017-10-22,59,9.0,False,0.09,5.31
2017-10-23,43,9.0,,0.09,3.8699999999999997
2017-10-24,71,9.0,,0.09,6.39
2017-10-25,55,9.0,,0.09,4.95
2017-10-26,58,9.0,,0.09,5.22
2017-10-27,53,9.0,,0.09,4.77
2017-10-28,51,9.0,,0.09,4.59
2017-10-29,31,16.0,False,0.16,4.96
2017-10-30,69,16.0,,0.16,11.040000000000001
2017-10-31,76,16.0,,0.16,12.16
2017-11-01,27,16.0,,0.16,4.32
2017-11-02,26,16.0,,0.16,4.16
2017-11-03,27,16.0,,0.16,4.32
2017-11-04,26,16.0,,0.16,4.16
2017-11-05,21,16.0,False,0.16,3.36
2017-11-06,22,16.0,,0.16,3.52
2017-11-07,15,16.0,,0.16,2.4
2017-11-08,24,16.0,,0.16,3.84
2017-11-09,22,16.0,,0.16,3.52
2017-11-10,28,16.0,,0.16,4.48
2017-11-11,24,16.0,,0.16,3.84
2017-11-12,26,17.0,False,0.17,4.42
2017-11-13,27,17.0,,0.17,4.590000000000001
2017-11-14,20,17.0,,0.17,3.4000000000000004
2017-11-15,22,17.0,,0.17,3.74
2017-11-16,17,17.0,,0.17,2.89
2017-11-17,30,17.0,,0.17,5.1000000000000005
2017-11-18,16,17.0,,0.17,2.72
2017-11-19,12,17.0,False,0.17,2.04
2017-11-20,24,17.0,,0.17,4.08
2017-11-21,21,17.0,,0.17,3.5700000000000003
2017-11-22,27,17.0,,0.17,4.590000000000001
2017-11-23,20,17.0,,0.17,3.4000000000000004
2017-11-24,20,17.0,,0.17,3.4000000000000004
2017-11-25,19,17.0,,0.17,3.2300000000000004
2017-11-26,37,47.0,False,0.47,17.39
2017-11-27,50,47.0,,0.47,23.5
2017-11-28,63,47.0,,0.47,29.61
2017-11-29,100,47.0,,0.47,47.0
2017-11-30,93,47.0,,0.47,43.71
2017-12-01,34,47.0,,0.47,15.979999999999999
2017-12-02,30,47.0,,0.47,14.1
2017-12-03,28,67.0,False,0.67,18.76
2017-12-04,28,67.0,,0.67,18.76
2017-12-05,27,67.0,,0.67,18.09
2017-12-06,43,67.0,,0.67,28.810000000000002
2017-12-07,93,67.0,,0.67,62.31
2017-12-08,82,67.0,,0.67,54.940000000000005
2017-12-09,42,67.0,,0.67,28.14
2017-12-10,42,61.0,False,0.61,25.62
2017-12-11,66,61.0,,0.61,40.26
2017-12-12,56,61.0,,0.61,34.16
2017-12-13,46,61.0,,0.61,28.06
2017-12-14,42,61.0,,0.61,25.62
2017-12-15,33,61.0,,0.61,20.13
2017-12-16,40,61.0,,0.61,24.4
2017-12-17,41,71.0,False,0.71,29.11
2017-12-18,40,71.0,,0.71,28.4
2017-12-19,41,71.0,,0.71,29.11
2017-12-20,52,71.0,,0.71,36.92
2017-12-21,45,71.0,,0.71,31.95
2017-12-22,100,71.0,,0.71,71.0
2017-12-23,64,71.0,,0.71,45.44
2017-12-24,51,50.0,False,0.5,25.5
2017-12-25,38,50.0,,0.5,19.0
2017-12-26,43,50.0,,0.5,21.5
2017-12-27,34,50.0,,0.5,17.0
2017-12-28,33,50.0,,0.5,16.5
2017-12-29,38,50.0,,0.5,19.0
2017-12-30,33,50.0,,0.5,16.5
2017-12-31,31,36.0,False,0.36,11.16
2018-01-01,32,36.0,,0.36,11.52
2018-01-02,57,36.0,,0.36,20.52
2018-01-03,49,36.0,,0.36,17.64
2018-01-04,41,36.0,,0.36,14.76
2018-01-05,36,36.0,,0.36,12.959999999999999
2018-01-06,26,36.0,,0.36,9.36
2018-01-07,34,32.0,False,0.32,10.88
2018-01-08,36,32.0,,0.32,11.52
2018-01-09,36,32.0,,0.32,11.52
2018-01-10,36,32.0,,0.32,11.52
2018-01-11,44,32.0,,0.32,14.08
2018-01-12,43,32.0,,0.32,13.76
2018-01-13,24,32.0,,0.32,7.68
2018-01-14,30,46.0,False,0.46,13.8
2018-01-15,24,46.0,,0.46,11.040000000000001
2018-01-16,57,46.0,,0.46,26.220000000000002
2018-01-17,100,46.0,,0.46,46.0
2018-01-18,76,46.0,,0.46,34.96
2018-01-19,45,46.0,,0.46,20.7
2018-01-20,34,46.0,,0.46,15.64
2018-01-21,31,30.0,False,0.3,9.299999999999999
2018-01-22,42,30.0,,0.3,12.6
2018-01-23,53,30.0,,0.3,15.899999999999999
2018-01-24,35,30.0,,0.3,10.5
2018-01-25,37,30.0,,0.3,11.1
2018-01-26,30,30.0,,0.3,9.0
2018-01-27,32,30.0,,0.3,9.6
2018-01-28,26,37.0,False,0.37,9.62
2018-01-29,23,37.0,,0.37,8.51
2018-01-30,37,37.0,,0.37,13.69
2018-01-31,42,37.0,,0.37,15.54
2018-02-01,46,37.0,,0.37,17.02
2018-02-02,82,37.0,,0.37,30.34
2018-02-03,52,37.0,,0.37,19.24
2018-02-04,38,57.0,False,0.57,21.659999999999997
2018-02-05,67,57.0,,0.57,38.19
2018-02-06,100,57.0,,0.57,56.99999999999999
2018-02-07,62,57.0,,0.57,35.339999999999996
2018-02-08,47,57.0,,0.57,26.79
2018-02-09,36,57.0,,0.57,20.52
2018-02-10,28,57.0,,0.57,15.959999999999999
2018-02-11,24,25.0,False,0.25,6.0
2018-02-12,27,25.0,,0.25,6.75
2018-02-13,30,25.0,,0.25,7.5
2018-02-14,19,25.0,,0.25,4.75
2018-02-15,25,25.0,,0.25,6.25
2018-02-16,26,25.0,,0.25,6.5
2018-02-17,18,25.0,,0.25,4.5
2018-02-18,16,21.0,False,0.21,3.36
2018-02-19,20,21.0,,0.21,4.2
2018-02-20,23,21.0,,0.21,4.83
2018-02-21,20,21.0,,0.21,4.2
2018-02-22,21,21.0,,0.21,4.41
2018-02-23,18,21.0,,0.21,3.78
2018-02-24,15,21.0,,0.21,3.15
2018-02-25,19,16.0,False,0.16,3.04
2018-02-26,12,16.0,,0.16,1.92
2018-02-27,18,16.0,,0.16,2.88
2018-02-28,15,16.0,,0.16,2.4
2018-03-01,71,16.0,,0.16,11.36
2018-03-02,94,16.0,,0.16,15.040000000000001
2018-03-03,60,16.0,,0.16,9.6
2018-03-04,75,13.0,False,0.13,9.75
2018-03-05,71,13.0,,0.13,9.23
2018-03-06,78,13.0,,0.13,10.14
2018-03-07,75,13.0,,0.13,9.75
2018-03-08,90,13.0,,0.13,11.700000000000001
2018-03-09,86,13.0,,0.13,11.18
2018-03-10,77,13.0,,0.13,10.01
2018-03-11,88,13.0,False,0.13,11.440000000000001
2018-03-12,83,13.0,,0.13,10.790000000000001
2018-03-13,64,13.0,,0.13,8.32
2018-03-14,86,13.0,,0.13,11.18
2018-03-15,83,13.0,,0.13,10.790000000000001
2018-03-16,79,13.0,,0.13,10.27
2018-03-17,62,13.0,,0.13,8.06
2018-03-18,100,12.0,False,0.12,12.0
2018-03-19,65,12.0,,0.12,7.8
2018-03-20,55,12.0,,0.12,6.6
2018-03-21,67,12.0,,0.12,8.04
2018-03-22,63,12.0,,0.12,7.56
2018-03-23,61,12.0,,0.12,7.319999999999999
2018-03-24,38,12.0,,0.12,4.56
2018-03-25,73,10.0,False,0.1,7.300000000000001
2018-03-26,68,10.0,,0.1,6.800000000000001
2018-03-27,53,10.0,,0.1,5.300000000000001
2018-03-28,56,10.0,,0.1,5.6000000000000005
2018-03-29,78,10.0,,0.1,7.800000000000001
2018-03-30,69,10.0,,0.1,6.9
2018-03-31,56,10.0,,0.1,5.6000000000000005
2018-04-01,74,10.0,False,0.1,7.4
2018-04-02,79,10.0,,0.1,7.9
2018-04-03,69,10.0,,0.1,6.9
2018-04-04,51,10.0,,0.1,5.1000000000000005
2018-04-05,81,10.0,,0.1,8.1
2018-04-06,78,10.0,,0.1,7.800000000000001
2018-04-07,72,10.0,,0.1,7.2
2018-04-08,61,9.0,False,0.09,5.49
2018-04-09,60,9.0,,0.09,5.3999999999999995
2018-04-10,62,9.0,,0.09,5.58
2018-04-11,59,9.0,,0.09,5.31
2018-04-12,58,9.0,,0.09,5.22
2018-04-13,68,9.0,,0.09,6.12
2018-04-14,65,9.0,,0.09,5.85
2018-04-15,79,8.0,False,0.08,6.32
2018-04-16,55,8.0,,0.08,4.4
2018-04-17,44,8.0,,0.08,3.52
2018-04-18,65,8.0,,0.08,5.2
2018-04-19,60,8.0,,0.08,4.8
2018-04-20,62,8.0,,0.08,4.96
2018-04-21,71,8.0,,0.08,5.68
2018-04-22,43,8.0,False,0.08,3.44
2018-04-23,68,8.0,,0.08,5.44
2018-04-24,100,8.0,,0.08,8.0
2018-04-25,76,8.0,,0.08,6.08
2018-04-26,47,8.0,,0.08,3.7600000000000002
2018-04-27,55,8.0,,0.08,4.4
2018-04-28,55,8.0,,0.08,4.4
2018-04-29,32,7.0,False,0.07,2.24
2018-04-30,31,7.0,,0.07,2.1700000000000004
2018-05-01,100,7.0,,0.07,7.000000000000001
