date,sell bitcoin_unscaled,sell bitcoin_monthly,isPartial,scale,sell bitcoin
2019-06-11,14,5.0,,0.05,0.7000000000000001
2019-06-12,3,5.0,,0.05,0.15000000000000002
2019-06-13,10,5.0,,0.05,0.5
2019-06-14,11,5.0,,0.05,0.55
2019-06-15,8,5.0,,0.05,0.4
2019-06-16,23,10.0,False,0.1,2.3000000000000003
2019-06-17,14,10.0,,0.1,1.4000000000000001
2019-06-18,17,10.0,,0.1,1.7000000000000002
2019-06-19,10,10.0,,0.1,1.0
2019-06-20,0,10.0,,0.1,0.0
2019-06-21,11,10.0,,0.1,1.1
2019-06-22,40,10.0,,0.1,4.0
2019-06-23,24,16.0,False,0.16,3.84
2019-06-24,21,16.0,,0.16,3.36
2019-06-25,38,16.0,,0.16,6.08
2019-06-26,100,16.0,,0.16,16.0
2019-06-27,35,16.0,,0.16,5.6000000000000005
2019-06-28,40,16.0,,0.16,6.4
2019-06-29,4,16.0,,0.16,0.64
2019-06-30,24,7.0,False,0.07,1.6800000000000002
2019-07-01,51,7.0,,0.07,3.5700000000000003
2019-07-02,62,7.0,,0.07,4.340000000000001
2019-07-03,13,7.0,,0.07,0.9100000000000001
2019-07-04,66,7.0,,0.07,4.62
2019-07-05,27,7.0,,0.07,1.8900000000000001
2019-07-06,44,7.0,,0.07,3.08
2019-07-07,43,9.0,False,0.09,3.8699999999999997
2019-07-08,63,9.0,,0.09,5.67
2019-07-09,100,9.0,,0.09,9.0
2019-07-10,88,9.0,,0.09,7.92
2019-07-11,75,9.0,,0.09,6.75
2019-07-12,52,9.0,,0.09,4.68
2019-07-13,44,9.0,,0.09,3.96
2019-07-14,100,6.0,False,0.06,6.0
2019-07-15,63,6.0,,0.06,3.78
2019-07-16,76,6.0,,0.06,4.56
2019-07-17,64,6.0,,0.06,3.84
2019-07-18,40,6.0,,0.06,2.4
2019-07-19,41,6.0,,0.06,2.46
2019-07-20,15,6.0,,0.06,0.8999999999999999
2019-07-21,60,6.0,False,0.06,3.5999999999999996
2019-07-22,39,6.0,,0.06,2.34
2019-07-23,26,6.0,,0.06,1.56
2019-07-24,40,6.0,,0.06,2.4
2019-07-25,0,6.0,,0.06,0.0
2019-07-26,41,6.0,,0.06,2.46
2019-07-27,15,6.0,,0.06,0.8999999999999999
2019-07-28,44,6.0,False,0.06,2.6399999999999997
2019-07-29,39,6.0,,0.06,2.34
2019-07-30,52,6.0,,0.06,3.12
2019-07-31,26,6.0,,0.06,1.56
2019-08-01,10,6.0,,0.06,0.6
2019-08-02,42,6.0,,0.06,2.52
2019-08-03,22,6.0,,0.06,1.3199999999999998
2019-08-04,34,7.0,False,0.07,2.3800000000000003
2019-08-05,100,7.0,,0.07,7.000000000000001
2019-08-06,79,7.0,,0.07,5.53
2019-08-07,10,7.0,,0.07,0.7000000000000001
2019-08-08,30,7.0,,0.07,2.1
2019-08-09,51,7.0,,0.07,3.5700000000000003
2019-08-10,46,7.0,,0.07,3.22
2019-08-11,34,6.0,False,0.06,2.04
2019-08-12,39,6.0,,0.06,2.34
2019-08-13,29,6.0,,0.06,1.74
2019-08-14,19,6.0,,0.06,1.14
2019-08-15,40,6.0,,0.06,2.4
2019-08-16,60,6.0,,0.06,3.5999999999999996
2019-08-17,45,6.0,,0.06,2.6999999999999997
2019-08-18,33,4.0,False,0.04,1.32
2019-08-19,48,4.0,,0.04,1.92
2019-08-20,19,4.0,,0.04,0.76
2019-08-21,19,4.0,,0.04,0.76
2019-08-22,29,4.0,,0.04,1.16
2019-08-23,30,4.0,,0.04,1.2
2019-08-24,44,4.0,,0.04,1.76
2019-08-25,45,6.0,False,0.06,2.6999999999999997
2019-08-26,19,6.0,,0.06,1.14
2019-08-27,37,6.0,,0.06,2.2199999999999998
2019-08-28,9,6.0,,0.06,0.54
2019-08-29,37,6.0,,0.06,2.2199999999999998
2019-08-30,29,6.0,,0.06,1.74
2019-08-31,21,6.0,,0.06,1.26
2019-09-01,19,5.0,False,0.05,0.9500000000000001
2019-09-02,34,5.0,,0.05,1.7000000000000002
2019-09-03,80,5.0,,0.05,4.0
2019-09-04,0,5.0,,0.05,0.0
2019-09-05,16,5.0,,0.05,0.8
2019-09-06,33,5.0,,0.05,1.6500000000000001
2019-09-07,56,5.0,,0.05,2.8000000000000003
2019-09-08,37,5.0,False,0.05,1.85
2019-09-09,16,5.0,,0.05,0.8
2019-09-10,32,5.0,,0.05,1.6
2019-09-11,32,5.0,,0.05,1.6
2019-09-12,48,5.0,,0.05,2.4000000000000004
2019-09-13,84,5.0,,0.05,4.2
2019-09-14,92,5.0,,0.05,4.6000000000000005
2019-09-15,36,4.0,False,0.04,1.44
2019-09-16,64,4.0,,0.04,2.56
2019-09-17,32,4.0,,0.04,1.28
2019-09-18,31,4.0,,0.04,1.24
2019-09-19,32,4.0,,0.04,1.28
2019-09-20,33,4.0,,0.04,1.32
2019-09-21,36,4.0,,0.04,1.44
2019-09-22,35,5.0,False,0.05,1.75
2019-09-23,93,5.0,,0.05,4.65
2019-09-24,16,5.0,,0.05,0.8
2019-09-25,62,5.0,,0.05,3.1
2019-09-26,64,5.0,,0.05,3.2
2019-09-27,100,5.0,,0.05,5.0
2019-09-28,37,5.0,,0.05,1.85
2019-09-29,0,7.0,False,0.07,0.0
2019-09-30,48,7.0,,0.07,3.3600000000000003
2019-10-01,50,7.0,,0.07,3.5000000000000004
2019-10-02,25,7.0,,0.07,1.7500000000000002
2019-10-03,50,7.0,,0.07,3.5000000000000004
2019-10-04,52,7.0,,0.07,3.6400000000000006
2019-10-05,86,7.0,,0.07,6.0200000000000005
2019-10-06,14,3.0,False,0.03,0.42
2019-10-07,38,3.0,,0.03,1.14
2019-10-08,88,3.0,,0.03,2.6399999999999997
2019-10-09,64,3.0,,0.03,1.92
2019-10-10,37,3.0,,0.03,1.1099999999999999
2019-10-11,25,3.0,,0.03,0.75
2019-10-12,29,3.0,,0.03,0.87
2019-10-13,28,5.0,False,0.05,1.4000000000000001
2019-10-14,38,5.0,,0.05,1.9000000000000001
2019-10-15,37,5.0,,0.05,1.85
2019-10-16,12,5.0,,0.05,0.6000000000000001
2019-10-17,25,5.0,,0.05,1.25
2019-10-18,39,5.0,,0.05,1.9500000000000002
2019-10-19,43,5.0,,0.05,2.15
2019-10-20,28,9.0,False,0.09,2.52
2019-10-21,61,9.0,,0.09,5.49
2019-10-22,0,9.0,,0.09,0.0
2019-10-23,37,9.0,,0.09,3.33
2019-10-24,61,9.0,,0.09,5.49
2019-10-25,26,9.0,,0.09,2.34
2019-10-26,100,9.0,,0.09,9.0
2019-10-27,41,5.0,False,0.05,2.0500000000000003
2019-10-28,0,5.0,,0.05,0.0
2019-10-29,100,5.0,,0.05,5.0
2019-10-30,37,5.0,,0.05,1.85
2019-10-31,51,5.0,,0.05,2.5500000000000003
2019-11-01,30,5.0,,0.05,1.5
2019-11-02,47,5.0,,0.05,2.35
2019-11-03,47,7.0,False,0.07,3.2900000000000005
2019-11-04,85,7.0,,0.07,5.95
2019-11-05,98,7.0,,0.07,6.86
2019-11-06,27,7.0,,0.07,1.8900000000000001
2019-11-07,42,7.0,,0.07,2.9400000000000004
2019-11-08,14,7.0,,0.07,0.9800000000000001
2019-11-09,31,7.0,,0.07,2.1700000000000004
2019-11-10,46,4.0,False,0.04,1.84
2019-11-11,0,4.0,,0.04,0.0
2019-11-12,28,4.0,,0.04,1.12
2019-11-13,28,4.0,,0.04,1.12
2019-11-14,14,4.0,,0.04,0.56
2019-11-15,0,4.0,,0.04,0.0
2019-11-16,96,4.0,,0.04,3.84
2019-11-17,16,4.0,False,0.04,0.64
2019-11-18,56,4.0,,0.04,2.24
2019-11-19,56,4.0,,0.04,2.24
2019-11-20,43,4.0,,0.04,1.72
2019-11-21,100,4.0,,0.04,4.0
2019-11-22,29,4.0,,0.04,1.16
2019-11-23,95,4.0,,0.04,3.8000000000000003
2019-11-24,46,5.0,False,0.05,2.3000000000000003
2019-11-25,28,5.0,,0.05,1.4000000000000001
2019-11-26,42,5.0,,0.05,2.1
2019-11-27,56,5.0,,0.05,2.8000000000000003
2019-11-28,43,5.0,,0.05,2.15
2019-11-29,0,5.0,,0.05,0.0
2019-11-30,62,5.0,,0.05,3.1
2019-12-01,31,4.0,False,0.04,1.24
2019-12-02,56,4.0,,0.04,2.24
2019-12-03,0,4.0,,0.04,0.0
2019-12-04,28,4.0,,0.04,1.12
2019-12-05,43,4.0,,0.04,1.72
2019-12-06,15,4.0,,0.04,0.6
2019-12-07,83,4.0,,0.04,3.3200000000000003
2019-12-08,50,5.0,False,0.05,2.5
2019-12-09,29,5.0,,0.05,1.4500000000000002
2019-12-10,29,5.0,,0.05,1.4500000000000002
2019-12-11,100,5.0,,0.05,5.0
2019-12-12,44,5.0,,0.05,2.2
2019-12-13,74,5.0,,0.05,3.7
2019-12-14,80,5.0,,0.05,4.0
2019-12-15,64,5.0,False,0.05,3.2
2019-12-16,70,5.0,,0.05,3.5
2019-12-17,43,5.0,,0.05,2.15
2019-12-18,85,5.0,,0.05,4.25
2019-12-19,75,5.0,,0.05,3.75
2019-12-20,77,5.0,,0.05,3.85
2019-12-21,66,5.0,,0.05,3.3000000000000003
2019-12-22,49,7.0,False,0.07,3.43
2019-12-23,46,7.0,,0.07,3.22
2019-12-24,33,7.0,,0.07,2.31
2019-12-25,36,7.0,,0.07,2.5200000000000005
2019-12-26,31,7.0,,0.07,2.1700000000000004
2019-12-27,31,7.0,,0.07,2.1700000000000004
2019-12-28,66,7.0,,0.07,4.62
2019-12-29,65,6.0,False,0.06,3.9
2019-12-30,30,6.0,,0.06,1.7999999999999998
2019-12-31,33,6.0,,0.06,1.98
2020-01-01,0,6.0,,0.06,0.0
2020-01-02,30,6.0,,0.06,1.7999999999999998
2020-01-03,58,6.0,,0.06,3.48
2020-01-04,78,6.0,,0.06,4.68
2020-01-05,48,6.0,False,0.06,2.88
2020-01-06,57,6.0,,0.06,3.42
2020-01-07,85,6.0,,0.06,5.1
2020-01-08,70,6.0,,0.06,4.2
2020-01-09,71,6.0,,0.06,4.26
2020-01-10,43,6.0,,0.06,2.58
2020-01-11,79,6.0,,0.06,4.74
2020-01-12,63,7.0,False,0.07,4.41
2020-01-13,13,7.0,,0.07,0.9100000000000001
2020-01-14,74,7.0,,0.07,5.180000000000001
2020-01-15,95,7.0,,0.07,6.65
2020-01-16,71,7.0,,0.07,4.970000000000001
2020-01-17,14,7.0,,0.07,0.9800000000000001
2020-01-18,32,7.0,,0.07,2.24
2020-01-19,93,5.0,False,0.05,4.65
2020-01-20,71,5.0,,0.05,3.5500000000000003
2020-01-21,42,5.0,,0.05,2.1
2020-01-22,28,5.0,,0.05,1.4000000000000001
2020-01-23,28,5.0,,0.05,1.4000000000000001
2020-01-24,58,5.0,,0.05,2.9000000000000004
2020-01-25,16,5.0,,0.05,0.8
2020-01-26,62,8.0,False,0.08,4.96
2020-01-27,40,8.0,,0.08,3.2
2020-01-28,97,8.0,,0.08,7.76
2020-01-29,56,8.0,,0.08,4.48
2020-01-30,100,8.0,,0.08,8.0
2020-01-31,15,8.0,,0.08,1.2
2020-02-01,78,8.0,,0.08,6.24
2020-02-02,25,7.0,False,0.07,1.7500000000000002
2020-02-03,31,7.0,,0.07,2.1700000000000004
2020-02-04,57,7.0,,0.07,3.99
2020-02-05,46,7.0,,0.07,3.22
2020-02-06,68,7.0,,0.07,4.760000000000001
2020-02-07,47,7.0,,0.07,3.2900000000000005
2020-02-08,51,7.0,,0.07,3.5700000000000003
2020-02-09,49,8.0,False,0.08,3.92
2020-02-10,100,8.0,,0.08,8.0
2020-02-11,33,8.0,,0.08,2.64
2020-02-12,67,8.0,,0.08,5.36
2020-02-13,68,8.0,,0.08,5.44
2020-02-14,47,8.0,,0.08,3.7600000000000002
2020-02-15,51,8.0,,0.08,4.08
2020-02-16,87,7.0,False,0.07,6.090000000000001
2020-02-17,56,7.0,,0.07,3.9200000000000004
2020-02-18,66,7.0,,0.07,4.62
2020-02-19,89,7.0,,0.07,6.23
2020-02-20,0,7.0,,0.07,0.0
2020-02-21,46,7.0,,0.07,3.22
2020-02-22,13,7.0,,0.07,0.9100000000000001
2020-02-23,62,8.0,False,0.08,4.96
2020-02-24,68,8.0,,0.08,5.44
2020-02-25,88,8.0,,0.08,7.04
2020-02-26,64,8.0,,0.08,5.12
2020-02-27,54,8.0,,0.08,4.32
2020-02-28,34,8.0,,0.08,2.72
2020-02-29,61,8.0,,0.08,4.88
2020-03-01,54,5.0,False,0.05,2.7
2020-03-02,39,5.0,,0.05,1.9500000000000002
2020-03-03,29,5.0,,0.05,1.4500000000000002
2020-03-04,57,5.0,,0.05,2.85
2020-03-05,29,5.0,,0.05,1.4500000000000002
2020-03-06,30,5.0,,0.05,1.5
2020-03-07,45,5.0,,0.05,2.25
2020-03-08,86,9.0,False,0.09,7.739999999999999
2020-03-09,39,9.0,,0.09,3.51
2020-03-10,48,9.0,,0.09,4.32
2020-03-11,48,9.0,,0.09,4.32
2020-03-12,57,9.0,,0.09,5.13
2020-03-13,99,9.0,,0.09,8.91
2020-03-14,87,9.0,,0.09,7.83
2020-03-15,54,7.0,False,0.07,3.7800000000000002
2020-03-16,76,7.0,,0.07,5.32
2020-03-17,47,7.0,,0.07,3.2900000000000005
2020-03-18,96,7.0,,0.07,6.720000000000001
2020-03-19,77,7.0,,0.07,5.390000000000001
2020-03-20,47,7.0,,0.07,3.2900000000000005
2020-03-21,32,7.0,,0.07,2.24
2020-03-22,42,8.0,False,0.08,3.36
2020-03-23,43,8.0,,0.08,3.44
2020-03-24,55,8.0,,0.08,4.4
2020-03-25,76,8.0,,0.08,6.08
2020-03-26,0,8.0,,0.08,0.0
2020-03-27,37,8.0,,0.08,2.96
2020-03-28,31,8.0,,0.08,2.48
2020-03-29,51,8.0,False,0.08,4.08
2020-03-30,100,8.0,,0.08,8.0
2020-03-31,36,8.0,,0.08,2.88
2020-04-01,26,8.0,,0.08,2.08
2020-04-02,35,8.0,,0.08,2.8000000000000003
2020-04-03,36,8.0,,0.08,2.88
2020-04-04,69,8.0,,0.08,5.5200000000000005
2020-04-05,30,10.0,False,0.1,3.0
2020-04-06,43,10.0,,0.1,4.3
2020-04-07,44,10.0,,0.1,4.4
2020-04-08,18,10.0,,0.1,1.8
2020-04-09,55,10.0,,0.1,5.5
2020-04-10,47,10.0,,0.1,4.7
2020-04-11,80,10.0,,0.1,8.0
2020-04-12,40,7.0,False,0.07,2.8000000000000003
2020-04-13,63,7.0,,0.07,4.41
2020-04-14,18,7.0,,0.07,1.2600000000000002
2020-04-15,18,7.0,,0.07,1.2600000000000002
2020-04-16,18,7.0,,0.07,1.2600000000000002
2020-04-17,54,7.0,,0.07,3.7800000000000002
2020-04-18,10,7.0,,0.07,0.7000000000000001
2020-04-19,50,6.0,False,0.06,3.0
2020-04-20,17,6.0,,0.06,1.02
2020-04-21,52,6.0,,0.06,3.12
2020-04-22,35,6.0,,0.06,2.1
2020-04-23,34,6.0,,0.06,2.04
2020-04-24,54,6.0,,0.06,3.2399999999999998
2020-04-25,60,6.0,,0.06,3.5999999999999996
2020-04-26,40,12.0,False,0.12,4.8
2020-04-27,35,12.0,,0.12,4.2
2020-04-28,26,12.0,,0.12,3.12
2020-04-29,78,12.0,,0.12,9.36
2020-04-30,100,12.0,,0.12,12.0
2020-05-01,16,12.0,,0.12,1.92
2020-05-02,65,12.0,,0.12,7.8
2020-05-03,59,10.0,False,0.1,5.9
2020-05-04,14,10.0,,0.1,1.4000000000000001
2020-05-05,27,10.0,,0.1,2.7
2020-05-06,22,10.0,,0.1,2.2
2020-05-07,45,10.0,,0.1,4.5
2020-05-08,30,10.0,,0.1,3.0
2020-05-09,100,10.0,,0.1,10.0
2020-05-10,66,13.0,False,0.13,8.58
2020-05-11,52,13.0,,0.13,6.76
2020-05-12,36,13.0,,0.13,4.68
2020-05-13,66,13.0,,0.13,8.58
2020-05-14,66,13.0,,0.13,8.58
2020-05-15,30,13.0,,0.13,3.9000000000000004
2020-05-16,25,13.0,,0.13,3.25
2020-05-17,34,9.0,False,0.09,3.06
2020-05-18,51,9.0,,0.09,4.59
2020-05-19,44,9.0,,0.09,3.96
2020-05-20,45,9.0,,0.09,4.05
2020-05-21,54,9.0,,0.09,4.859999999999999
2020-05-22,45,9.0,,0.09,4.05
2020-05-23,51,9.0,,0.09,4.59
2020-05-24,51,7.0,False,0.07,3.5700000000000003
2020-05-25,23,7.0,,0.07,1.61
2020-05-26,37,7.0,,0.07,2.5900000000000003
2020-05-27,23,7.0,,0.07,1.61
2020-05-28,30,7.0,,0.07,2.1
2020-05-29,39,7.0,,0.07,2.7300000000000004
2020-05-30,17,7.0,,0.07,1.1900000000000002
2020-05-31,51,6.0,False,0.06,3.06
2020-06-01,60,6.0,,0.06,3.5999999999999996
2020-06-02,49,6.0,,0.06,2.94
2020-06-03,9,6.0,,0.06,0.54
2020-06-04,65,6.0,,0.06,3.9
2020-06-05,19,6.0,,0.06,1.14
2020-06-06,11,6.0,,0.06,0.6599999999999999
2020-06-07,11,8.0,False,0.08,0.88
2020-06-08,56,8.0,,0.08,4.48
2020-06-09,9,8.0,,0.08,0.72
2020-06-10,89,8.0,,0.08,7.12
2020-06-11,70,8.0,,0.08,5.6000000000000005
2020-06-12,94,8.0,,0.08,7.5200000000000005
2020-06-13,35,8.0,,0.08,2.8000000000000003
2020-06-14,11,8.0,False,0.08,0.88
2020-06-15,60,8.0,,0.08,4.8
2020-06-16,49,8.0,,0.08,3.92
2020-06-17,100,8.0,,0.08,8.0
2020-06-18,51,8.0,,0.08,4.08
2020-06-19,21,8.0,,0.08,1.68
2020-06-20,80,8.0,,0.08,6.4
2020-06-21,34,7.0,False,0.07,2.3800000000000003
2020-06-22,31,7.0,,0.07,2.1700000000000004
2020-06-23,51,7.0,,0.07,3.5700000000000003
2020-06-24,0,7.0,,0.07,0.0
2020-06-25,51,7.0,,0.07,3.5700000000000003
2020-06-26,43,7.0,,0.07,3.0100000000000002
2020-06-27,23,7.0,,0.07,1.61
2020-06-28,23,8.0,False,0.08,1.84
2020-06-29,10,8.0,,0.08,0.8
2020-06-30,10,8.0,,0.08,0.8
2020-07-01,32,8.0,,0.08,2.56
2020-07-02,72,8.0,,0.08,5.76
2020-07-03,16,8.0,,0.08,1.28
2020-07-04,45,8.0,,0.08,3.6
2020-07-05,9,7.0,False,0.07,0.6300000000000001
2020-07-06,39,7.0,,0.07,2.7300000000000004
2020-07-07,39,7.0,,0.07,2.7300000000000004
2020-07-08,24,7.0,,0.07,1.6800000000000002
2020-07-09,56,7.0,,0.07,3.9200000000000004
2020-07-10,58,7.0,,0.07,4.0600000000000005
2020-07-11,55,7.0,,0.07,3.8500000000000005
2020-07-12,19,7.0,False,0.07,1.33
2020-07-13,33,7.0,,0.07,2.31
2020-07-14,0,7.0,,0.07,0.0
2020-07-15,32,7.0,,0.07,2.24
2020-07-16,49,7.0,,0.07,3.43
2020-07-17,42,7.0,,0.07,2.9400000000000004
2020-07-18,9,7.0,,0.07,0.6300000000000001
2020-07-19,19,8.0,False,0.08,1.52
2020-07-20,25,8.0,,0.08,2.0
2020-07-21,33,8.0,,0.08,2.64
2020-07-22,24,8.0,,0.08,1.92
2020-07-23,65,8.0,,0.08,5.2
2020-07-24,76,8.0,,0.08,6.08
2020-07-25,37,8.0,,0.08,2.96
2020-07-26,84,11.0,False,0.11,9.24
2020-07-27,81,11.0,,0.11,8.91
2020-07-28,81,11.0,,0.11,8.91
2020-07-29,100,11.0,,0.11,11.0
2020-07-30,50,11.0,,0.11,5.5
2020-07-31,26,11.0,,0.11,2.86
2020-08-01,81,11.0,,0.11,8.91
2020-08-02,57,14.0,False,0.14,7.98
2020-08-03,50,14.0,,0.14,7.000000000000001
2020-08-04,78,14.0,,0.14,10.920000000000002
2020-08-05,79,14.0,,0.14,11.06
2020-08-06,69,14.0,,0.14,9.66
2020-08-07,91,14.0,,0.14,12.740000000000002
2020-08-08,100,14.0,,0.14,14.000000000000002
2020-08-09,57,9.0,False,0.09,5.13
2020-08-10,29,9.0,,0.09,2.61
2020-08-11,77,9.0,,0.09,6.93
2020-08-12,58,9.0,,0.09,5.22
2020-08-13,59,9.0,,0.09,5.31
2020-08-14,60,9.0,,0.09,5.3999999999999995
2020-08-15,56,9.0,,0.09,5.04
2020-08-16,44,8.0,False,0.08,3.52
2020-08-17,49,8.0,,0.08,3.92
2020-08-18,10,8.0,,0.08,0.8
2020-08-19,19,8.0,,0.08,1.52
2020-08-20,30,8.0,,0.08,2.4
2020-08-21,20,8.0,,0.08,1.6
2020-08-22,22,8.0,,0.08,1.76
2020-08-23,33,8.0,False,0.08,2.64
2020-08-24,10,8.0,,0.08,0.8
2020-08-25,38,8.0,,0.08,3.04
2020-08-26,29,8.0,,0.08,2.32
2020-08-27,29,8.0,,0.08,2.32
2020-08-28,40,8.0,,0.08,3.2
2020-08-29,0,8.0,,0.08,0.0
2020-08-30,44,8.0,False,0.08,3.52
2020-08-31,47,8.0,,0.08,3.7600000000000002
2020-09-01,50,8.0,,0.08,4.0
2020-09-02,50,8.0,,0.08,4.0
2020-09-03,59,8.0,,0.08,4.72
2020-09-04,51,8.0,,0.08,4.08
2020-09-05,77,8.0,,0.08,6.16
2020-09-06,19,7.0,False,0.07,1.33
2020-09-07,43,7.0,,0.07,3.0100000000000002
2020-09-08,17,7.0,,0.07,1.1900000000000002
2020-09-09,66,7.0,,0.07,4.62
2020-09-10,100,7.0,,0.07,7.000000000000001
2020-09-11,17,7.0,,0.07,1.1900000000000002
2020-09-12,49,7.0,,0.07,3.43
2020-09-13,29,10.0,False,0.1,2.9000000000000004
2020-09-14,33,10.0,,0.1,3.3000000000000003
2020-09-15,75,10.0,,0.1,7.5
2020-09-16,66,10.0,,0.1,6.6000000000000005
2020-09-17,58,10.0,,0.1,5.800000000000001
2020-09-18,87,10.0,,0.1,8.700000000000001
2020-09-19,58,10.0,,0.1,5.800000000000001
2020-09-20,48,7.0,False,0.07,3.3600000000000003
2020-09-21,40,7.0,,0.07,2.8000000000000003
2020-09-22,57,7.0,,0.07,3.99
2020-09-23,41,7.0,,0.07,2.87
2020-09-24,41,7.0,,0.07,2.87
2020-09-25,0,7.0,,0.07,0.0
2020-09-26,10,7.0,,0.07,0.7000000000000001
2020-09-27,48,5.0,False,0.05,2.4000000000000004
2020-09-28,8,5.0,,0.05,0.4
2020-09-29,26,5.0,,0.05,1.3
2020-09-30,17,5.0,,0.05,0.8500000000000001
2020-10-01,96,5.0,,0.05,4.800000000000001
2020-10-02,22,5.0,,0.05,1.1
2020-10-03,25,5.0,,0.05,1.25
2020-10-04,60,5.0,False,0.05,3.0
2020-10-05,31,5.0,,0.05,1.55
2020-10-06,42,5.0,,0.05,2.1
2020-10-07,21,5.0,,0.05,1.05
2020-10-08,32,5.0,,0.05,1.6
2020-10-09,46,5.0,,0.05,2.3000000000000003
2020-10-10,90,5.0,,0.05,4.5
2020-10-11,25,5.0,False,0.05,1.25
2020-10-12,46,5.0,,0.05,2.3000000000000003
2020-10-13,22,5.0,,0.05,1.1
2020-10-14,55,5.0,,0.05,2.75
2020-10-15,22,5.0,,0.05,1.1
2020-10-16,46,5.0,,0.05,2.3000000000000003
2020-10-17,38,5.0,,0.05,1.9000000000000001
2020-10-18,0,6.0,False,0.06,0.0
2020-10-19,68,6.0,,0.06,4.08
2020-10-20,22,6.0,,0.06,1.3199999999999998
2020-10-21,44,6.0,,0.06,2.6399999999999997
2020-10-22,46,6.0,,0.06,2.76
2020-10-23,35,6.0,,0.06,2.1
2020-10-24,87,6.0,,0.06,5.22
2020-10-25,50,8.0,False,0.08,4.0
2020-10-26,45,8.0,,0.08,3.6
2020-10-27,100,8.0,,0.08,8.0
2020-10-28,33,8.0,,0.08,2.64
2020-10-29,57,8.0,,0.08,4.5600000000000005
2020-10-30,23,8.0,,0.08,1.84
2020-10-31,63,8.0,,0.08,5.04
2020-11-01,25,11.0,False,0.11,2.75
2020-11-02,52,11.0,,0.11,5.72
2020-11-03,35,11.0,,0.11,3.85
2020-11-04,35,11.0,,0.11,3.85
2020-11-05,69,11.0,,0.11,7.59
2020-11-06,75,11.0,,0.11,8.25
2020-11-07,45,11.0,,0.11,4.95
2020-11-08,32,10.0,False,0.1,3.2
2020-11-09,14,10.0,,0.1,1.4000000000000001
2020-11-10,21,10.0,,0.1,2.1
2020-11-11,36,10.0,,0.1,3.6
2020-11-12,72,10.0,,0.1,7.2
2020-11-13,30,10.0,,0.1,3.0
2020-11-14,25,10.0,,0.1,2.5
2020-11-15,48,15.0,False,0.15,7.199999999999999
2020-11-16,57,15.0,,0.15,8.549999999999999
2020-11-17,64,15.0,,0.15,9.6
2020-11-18,79,15.0,,0.15,11.85
2020-11-19,58,15.0,,0.15,8.7
2020-11-20,68,15.0,,0.15,10.2
2020-11-21,40,15.0,,0.15,6.0
2020-11-22,57,14.0,False,0.14,7.98
2020-11-23,51,14.0,,0.14,7.140000000000001
2020-11-24,100,14.0,,0.14,14.000000000000002
2020-11-25,87,14.0,,0.14,12.180000000000001
2020-11-26,73,14.0,,0.14,10.22
2020-11-27,44,14.0,,0.14,6.16
2020-11-28,79,14.0,,0.14,11.06
2020-11-29,62,12.0,False,0.12,7.4399999999999995
2020-11-30,49,12.0,,0.12,5.88
2020-12-01,24,12.0,,0.12,2.88
2020-12-02,34,12.0,,0.12,4.08
2020-12-03,35,12.0,,0.12,4.2
2020-12-04,40,12.0,,0.12,4.8
2020-12-05,27,12.0,,0.12,3.2399999999999998
2020-12-06,43,12.0,False,0.12,5.16
2020-12-07,34,12.0,,0.12,4.08
2020-12-08,44,12.0,,0.12,5.279999999999999
2020-12-09,15,12.0,,0.12,1.7999999999999998
2020-12-10,10,12.0,,0.12,1.2
2020-12-11,25,12.0,,0.12,3.0
2020-12-12,33,12.0,,0.12,3.96
2020-12-13,27,15.0,False,0.15,4.05
2020-12-14,24,15.0,,0.15,3.5999999999999996
2020-12-15,25,15.0,,0.15,3.75
2020-12-16,45,15.0,,0.15,6.75
2020-12-17,100,15.0,,0.15,15.0
2020-12-18,74,15.0,,0.15,11.1
2020-12-19,62,15.0,,0.15,9.299999999999999
2020-12-20,23,18.0,False,0.18,4.14
2020-12-21,36,18.0,,0.18,6.4799999999999995
2020-12-22,36,18.0,,0.18,6.4799999999999995
2020-12-23,43,18.0,,0.18,7.739999999999999
2020-12-24,63,18.0,,0.18,11.34
2020-12-25,13,18.0,,0.18,2.34
2020-12-26,57,18.0,,0.18,10.26
2020-12-27,93,24.0,False,0.24,22.32
2020-12-28,57,24.0,,0.24,13.68
2020-12-29,37,24.0,,0.24,8.879999999999999
2020-12-30,75,24.0,,0.24,18.0
2020-12-31,34,24.0,,0.24,8.16
2021-01-01,11,24.0,,0.24,2.6399999999999997
2021-01-02,45,24.0,,0.24,10.799999999999999
2021-01-03,88,45.0,False,0.45,39.6
2021-01-04,69,45.0,,0.45,31.05
2021-01-05,38,45.0,,0.45,17.1
2021-01-06,52,45.0,,0.45,23.400000000000002
2021-01-07,74,45.0,,0.45,33.300000000000004
2021-01-08,83,45.0,,0.45,37.35
2021-01-09,53,45.0,,0.45,23.85
2021-01-10,41,41.0,False,0.41,16.81
2021-01-11,100,41.0,,0.41,41.0
2021-01-12,43,41.0,,0.41,17.63
2021-01-13,33,41.0,,0.41,13.53
2021-01-14,61,41.0,,0.41,25.009999999999998
2021-01-15,30,41.0,,0.41,12.299999999999999
2021-01-16,24,41.0,,0.41,9.84
2021-01-17,40,24.0,False,0.24,9.6
2021-01-18,17,24.0,,0.24,4.08
2021-01-19,22,24.0,,0.24,5.279999999999999
2021-01-20,19,24.0,,0.24,4.56
2021-01-21,43,24.0,,0.24,10.32
