date,bitcoin stock_unscaled,bitcoin stock_monthly,isPartial,scale,bitcoin stock
2021-09-22,66,28.0,,0.28,18.48
2021-09-23,54,28.0,,0.28,15.120000000000001
2021-09-24,90,28.0,,0.28,25.200000000000003
2021-09-25,40,28.0,,0.28,11.200000000000001
2021-09-26,30,21.0,False,0.21,6.3
2021-09-27,52,21.0,,0.21,10.92
2021-09-28,55,21.0,,0.21,11.549999999999999
2021-09-29,53,21.0,,0.21,11.129999999999999
2021-09-30,58,21.0,,0.21,12.18
2021-10-01,51,21.0,,0.21,10.709999999999999
2021-10-02,32,21.0,,0.21,6.72
2021-10-03,19,20.0,False,0.2,3.8000000000000003
2021-10-04,65,20.0,,0.2,13.0
2021-10-05,47,20.0,,0.2,9.4
2021-10-06,54,20.0,,0.2,10.8
2021-10-07,58,20.0,,0.2,11.600000000000001
2021-10-08,46,20.0,,0.2,9.200000000000001
2021-10-09,20,20.0,,0.2,4.0
2021-10-10,18,20.0,False,0.2,3.6
2021-10-11,38,20.0,,0.2,7.6000000000000005
2021-10-12,56,20.0,,0.2,11.200000000000001
2021-10-13,43,20.0,,0.2,8.6
2021-10-14,49,20.0,,0.2,9.8
2021-10-15,61,20.0,,0.2,12.200000000000001
2021-10-16,44,20.0,,0.2,8.8
2021-10-17,30,29.0,False,0.29,8.7
2021-10-18,62,29.0,,0.29,17.98
2021-10-19,78,29.0,,0.29,22.619999999999997
2021-10-20,100,29.0,,0.29,28.999999999999996
2021-10-21,84,29.0,,0.29,24.36
2021-10-22,75,29.0,,0.29,21.75
2021-10-23,36,29.0,,0.29,10.44
2021-10-24,25,23.0,False,0.23,5.75
2021-10-25,71,23.0,,0.23,16.330000000000002
2021-10-26,54,23.0,,0.23,12.42
2021-10-27,67,23.0,,0.23,15.41
2021-10-28,60,23.0,,0.23,13.8
2021-10-29,62,23.0,,0.23,14.26
2021-10-30,28,23.0,,0.23,6.44
2021-10-31,29,21.0,False,0.21,6.09
2021-11-01,79,21.0,,0.21,16.59
2021-11-02,84,21.0,,0.21,17.64
2021-11-03,68,21.0,,0.21,14.28
2021-11-04,71,21.0,,0.21,14.91
2021-11-05,76,21.0,,0.21,15.959999999999999
2021-11-06,36,21.0,,0.21,7.56
2021-11-07,37,27.0,False,0.27,9.99
2021-11-08,90,27.0,,0.27,24.3
2021-11-09,98,27.0,,0.27,26.46
2021-11-10,100,27.0,,0.27,27.0
2021-11-11,72,27.0,,0.27,19.44
2021-11-12,69,27.0,,0.27,18.630000000000003
2021-11-13,35,27.0,,0.27,9.450000000000001
2021-11-14,36,27.0,False,0.27,9.72
2021-11-15,77,27.0,,0.27,20.790000000000003
2021-11-16,99,27.0,,0.27,26.73
2021-11-17,83,27.0,,0.27,22.41
2021-11-18,99,27.0,,0.27,26.73
2021-11-19,84,27.0,,0.27,22.68
2021-11-20,35,27.0,,0.27,9.450000000000001
2021-11-21,30,21.0,False,0.21,6.3
2021-11-22,80,21.0,,0.21,16.8
2021-11-23,71,21.0,,0.21,14.91
2021-11-24,69,21.0,,0.21,14.49
2021-11-25,41,21.0,,0.21,8.61
2021-11-26,100,21.0,,0.21,21.0
2021-11-27,38,21.0,,0.21,7.9799999999999995
2021-11-28,43,23.0,True,0.23,9.89
2021-11-29,73,23.0,,0.23,16.79
2021-11-30,73,23.0,,0.23,16.79
2021-12-01,96,23.0,,0.23,22.080000000000002
2021-12-02,100,23.0,,0.23,23.0
