date,what is bitcoin_unscaled,what is bitcoin_monthly,isPartial,scale,what is bitcoin
2019-10-15,68,6.0,,0.06,4.08
2019-10-16,50,6.0,,0.06,3.0
2019-10-17,76,6.0,,0.06,4.56
2019-10-18,66,6.0,,0.06,3.96
2019-10-19,50,6.0,,0.06,3.0
2019-10-20,85,6.0,False,0.06,5.1
2019-10-21,31,6.0,,0.06,1.8599999999999999
2019-10-22,54,6.0,,0.06,3.2399999999999998
2019-10-23,69,6.0,,0.06,4.14
2019-10-24,56,6.0,,0.06,3.36
2019-10-25,53,6.0,,0.06,3.1799999999999997
2019-10-26,87,6.0,,0.06,5.22
2019-10-27,84,6.0,False,0.06,5.04
2019-10-28,86,6.0,,0.06,5.16
2019-10-29,19,6.0,,0.06,1.14
2019-10-30,100,6.0,,0.06,6.0
2019-10-31,65,6.0,,0.06,3.9
2019-11-01,64,6.0,,0.06,3.84
2019-11-02,53,6.0,,0.06,3.1799999999999997
2019-11-03,72,5.0,False,0.05,3.6
2019-11-04,71,5.0,,0.05,3.5500000000000003
2019-11-05,64,5.0,,0.05,3.2
2019-11-06,52,5.0,,0.05,2.6
2019-11-07,82,5.0,,0.05,4.1000000000000005
2019-11-08,97,5.0,,0.05,4.8500000000000005
2019-11-09,46,5.0,,0.05,2.3000000000000003
2019-11-10,58,6.0,False,0.06,3.48
2019-11-11,52,6.0,,0.06,3.12
2019-11-12,81,6.0,,0.06,4.859999999999999
2019-11-13,47,6.0,,0.06,2.82
2019-11-14,98,6.0,,0.06,5.88
2019-11-15,67,6.0,,0.06,4.02
2019-11-16,40,6.0,,0.06,2.4
2019-11-17,72,6.0,False,0.06,4.32
2019-11-18,59,6.0,,0.06,3.54
2019-11-19,77,6.0,,0.06,4.62
2019-11-20,30,6.0,,0.06,1.7999999999999998
2019-11-21,72,6.0,,0.06,4.32
2019-11-22,99,6.0,,0.06,5.9399999999999995
2019-11-23,40,6.0,,0.06,2.4
2019-11-24,72,6.0,False,0.06,4.32
2019-11-25,75,6.0,,0.06,4.5
2019-11-26,64,6.0,,0.06,3.84
2019-11-27,100,6.0,,0.06,6.0
2019-11-28,42,6.0,,0.06,2.52
2019-11-29,54,6.0,,0.06,3.2399999999999998
2019-11-30,72,6.0,,0.06,4.32
2019-12-01,45,6.0,False,0.06,2.6999999999999997
2019-12-02,82,6.0,,0.06,4.92
2019-12-03,100,6.0,,0.06,6.0
2019-12-04,29,6.0,,0.06,1.74
2019-12-05,77,6.0,,0.06,4.62
2019-12-06,31,6.0,,0.06,1.8599999999999999
2019-12-07,69,6.0,,0.06,4.14
2019-12-08,14,5.0,False,0.05,0.7000000000000001
2019-12-09,36,5.0,,0.05,1.8
2019-12-10,30,5.0,,0.05,1.5
2019-12-11,53,5.0,,0.05,2.6500000000000004
2019-12-12,42,5.0,,0.05,2.1
2019-12-13,62,5.0,,0.05,3.1
2019-12-14,67,5.0,,0.05,3.35
2019-12-15,53,3.0,False,0.03,1.5899999999999999
2019-12-16,47,3.0,,0.03,1.41
2019-12-17,59,3.0,,0.03,1.77
2019-12-18,83,3.0,,0.03,2.4899999999999998
2019-12-19,43,3.0,,0.03,1.29
2019-12-20,38,3.0,,0.03,1.14
2019-12-21,48,3.0,,0.03,1.44
2019-12-22,61,5.0,False,0.05,3.0500000000000003
2019-12-23,57,5.0,,0.05,2.85
2019-12-24,34,5.0,,0.05,1.7000000000000002
2019-12-25,67,5.0,,0.05,3.35
2019-12-26,65,5.0,,0.05,3.25
2019-12-27,64,5.0,,0.05,3.2
2019-12-28,62,5.0,,0.05,3.1
2019-12-29,54,6.0,False,0.06,3.2399999999999998
2019-12-30,31,6.0,,0.06,1.8599999999999999
2019-12-31,82,6.0,,0.06,4.92
2020-01-01,44,6.0,,0.06,2.6399999999999997
2020-01-02,54,6.0,,0.06,3.2399999999999998
2020-01-03,63,6.0,,0.06,3.78
2020-01-04,67,6.0,,0.06,4.02
2020-01-05,81,7.0,False,0.07,5.670000000000001
2020-01-06,98,7.0,,0.07,6.86
2020-01-07,71,7.0,,0.07,4.970000000000001
2020-01-08,61,7.0,,0.07,4.2700000000000005
2020-01-09,61,7.0,,0.07,4.2700000000000005
2020-01-10,78,7.0,,0.07,5.460000000000001
2020-01-11,57,7.0,,0.07,3.99
2020-01-12,96,6.0,False,0.06,5.76
2020-01-13,51,6.0,,0.06,3.06
2020-01-14,84,6.0,,0.06,5.04
2020-01-15,78,6.0,,0.06,4.68
2020-01-16,41,6.0,,0.06,2.46
2020-01-17,47,6.0,,0.06,2.82
2020-01-18,45,6.0,,0.06,2.6999999999999997
2020-01-19,100,7.0,False,0.07,7.000000000000001
2020-01-20,77,7.0,,0.07,5.390000000000001
2020-01-21,66,7.0,,0.07,4.62
2020-01-22,66,7.0,,0.07,4.62
2020-01-23,65,7.0,,0.07,4.550000000000001
2020-01-24,57,7.0,,0.07,3.99
2020-01-25,74,7.0,,0.07,5.180000000000001
2020-01-26,44,8.0,False,0.08,3.52
2020-01-27,39,8.0,,0.08,3.12
2020-01-28,65,8.0,,0.08,5.2
2020-01-29,65,8.0,,0.08,5.2
2020-01-30,67,8.0,,0.08,5.36
2020-01-31,74,8.0,,0.08,5.92
2020-02-01,84,8.0,,0.08,6.72
2020-02-02,51,5.0,False,0.05,2.5500000000000003
2020-02-03,47,5.0,,0.05,2.35
2020-02-04,46,5.0,,0.05,2.3000000000000003
2020-02-05,60,5.0,,0.05,3.0
2020-02-06,78,5.0,,0.05,3.9000000000000004
2020-02-07,29,5.0,,0.05,1.4500000000000002
2020-02-08,47,5.0,,0.05,2.35
2020-02-09,35,6.0,False,0.06,2.1
2020-02-10,45,6.0,,0.06,2.6999999999999997
2020-02-11,67,6.0,,0.06,4.02
2020-02-12,45,6.0,,0.06,2.6999999999999997
2020-02-13,74,6.0,,0.06,4.4399999999999995
2020-02-14,24,6.0,,0.06,1.44
2020-02-15,52,6.0,,0.06,3.12
2020-02-16,76,6.0,False,0.06,4.56
2020-02-17,41,6.0,,0.06,2.46
2020-02-18,53,6.0,,0.06,3.1799999999999997
2020-02-19,40,6.0,,0.06,2.4
2020-02-20,54,6.0,,0.06,3.2399999999999998
2020-02-21,42,6.0,,0.06,2.52
2020-02-22,76,6.0,,0.06,4.56
2020-02-23,55,7.0,False,0.07,3.8500000000000005
2020-02-24,68,7.0,,0.07,4.760000000000001
2020-02-25,98,7.0,,0.07,6.86
2020-02-26,100,7.0,,0.07,7.000000000000001
2020-02-27,57,7.0,,0.07,3.99
2020-02-28,37,7.0,,0.07,2.5900000000000003
2020-02-29,55,7.0,,0.07,3.8500000000000005
2020-03-01,52,7.0,False,0.07,3.6400000000000006
2020-03-02,50,7.0,,0.07,3.5000000000000004
2020-03-03,100,7.0,,0.07,7.000000000000001
2020-03-04,45,7.0,,0.07,3.1500000000000004
2020-03-05,90,7.0,,0.07,6.300000000000001
2020-03-06,56,7.0,,0.07,3.9200000000000004
2020-03-07,49,7.0,,0.07,3.43
2020-03-08,47,8.0,False,0.08,3.7600000000000002
2020-03-09,58,8.0,,0.08,4.64
2020-03-10,87,8.0,,0.08,6.96
2020-03-11,27,8.0,,0.08,2.16
2020-03-12,60,8.0,,0.08,4.8
2020-03-13,55,8.0,,0.08,4.4
2020-03-14,91,8.0,,0.08,7.28
2020-03-15,77,9.0,False,0.09,6.93
2020-03-16,56,9.0,,0.09,5.04
2020-03-17,45,9.0,,0.09,4.05
2020-03-18,69,9.0,,0.09,6.21
2020-03-19,84,9.0,,0.09,7.56
2020-03-20,53,9.0,,0.09,4.77
2020-03-21,38,9.0,,0.09,3.42
2020-03-22,67,9.0,False,0.09,6.029999999999999
2020-03-23,59,9.0,,0.09,5.31
2020-03-24,74,9.0,,0.09,6.66
2020-03-25,61,9.0,,0.09,5.49
2020-03-26,80,9.0,,0.09,7.199999999999999
2020-03-27,70,9.0,,0.09,6.3
2020-03-28,83,9.0,,0.09,7.47
2020-03-29,78,6.0,False,0.06,4.68
2020-03-30,61,6.0,,0.06,3.6599999999999997
2020-03-31,39,6.0,,0.06,2.34
2020-04-01,45,6.0,,0.06,2.6999999999999997
2020-04-02,45,6.0,,0.06,2.6999999999999997
2020-04-03,54,6.0,,0.06,3.2399999999999998
2020-04-04,44,6.0,,0.06,2.6399999999999997
2020-04-05,30,7.0,False,0.07,2.1
2020-04-06,60,7.0,,0.07,4.2
2020-04-07,34,7.0,,0.07,2.3800000000000003
2020-04-08,43,7.0,,0.07,3.0100000000000002
2020-04-09,41,7.0,,0.07,2.87
2020-04-10,45,7.0,,0.07,3.1500000000000004
2020-04-11,36,7.0,,0.07,2.5200000000000005
2020-04-12,54,9.0,False,0.09,4.859999999999999
2020-04-13,60,9.0,,0.09,5.3999999999999995
2020-04-14,61,9.0,,0.09,5.49
2020-04-15,52,9.0,,0.09,4.68
2020-04-16,55,9.0,,0.09,4.95
2020-04-17,57,9.0,,0.09,5.13
2020-04-18,56,9.0,,0.09,5.04
2020-04-19,42,9.0,False,0.09,3.78
2020-04-20,44,9.0,,0.09,3.96
2020-04-21,44,9.0,,0.09,3.96
2020-04-22,50,9.0,,0.09,4.5
2020-04-23,69,9.0,,0.09,6.21
2020-04-24,64,9.0,,0.09,5.76
2020-04-25,60,9.0,,0.09,5.3999999999999995
2020-04-26,42,12.0,False,0.12,5.04
2020-04-27,56,12.0,,0.12,6.72
2020-04-28,62,12.0,,0.12,7.4399999999999995
2020-04-29,81,12.0,,0.12,9.719999999999999
2020-04-30,100,12.0,,0.12,12.0
2020-05-01,66,12.0,,0.12,7.92
2020-05-02,60,12.0,,0.12,7.199999999999999
2020-05-03,48,10.0,False,0.1,4.800000000000001
2020-05-04,46,10.0,,0.1,4.6000000000000005
2020-05-05,64,10.0,,0.1,6.4
2020-05-06,54,10.0,,0.1,5.4
2020-05-07,93,10.0,,0.1,9.3
2020-05-08,58,10.0,,0.1,5.800000000000001
2020-05-09,45,10.0,,0.1,4.5
2020-05-10,67,13.0,False,0.13,8.71
2020-05-11,100,13.0,,0.13,13.0
2020-05-12,91,13.0,,0.13,11.83
2020-05-13,77,13.0,,0.13,10.01
2020-05-14,47,13.0,,0.13,6.11
2020-05-15,58,13.0,,0.13,7.54
2020-05-16,66,13.0,,0.13,8.58
2020-05-17,58,10.0,False,0.1,5.800000000000001
2020-05-18,44,10.0,,0.1,4.4
2020-05-19,47,10.0,,0.1,4.7
2020-05-20,53,10.0,,0.1,5.300000000000001
2020-05-21,57,10.0,,0.1,5.7
2020-05-22,38,10.0,,0.1,3.8000000000000003
2020-05-23,31,10.0,,0.1,3.1
2020-05-24,52,9.0,False,0.09,4.68
2020-05-25,52,9.0,,0.09,4.68
2020-05-26,43,9.0,,0.09,3.8699999999999997
2020-05-27,30,9.0,,0.09,2.6999999999999997
2020-05-28,48,9.0,,0.09,4.32
2020-05-29,37,9.0,,0.09,3.33
2020-05-30,46,9.0,,0.09,4.14
2020-05-31,67,8.0,False,0.08,5.36
2020-06-01,75,8.0,,0.08,6.0
2020-06-02,74,8.0,,0.08,5.92
2020-06-03,63,8.0,,0.08,5.04
2020-06-04,67,8.0,,0.08,5.36
2020-06-05,58,8.0,,0.08,4.64
2020-06-06,54,8.0,,0.08,4.32
2020-06-07,76,8.0,False,0.08,6.08
2020-06-08,67,8.0,,0.08,5.36
2020-06-09,74,8.0,,0.08,5.92
2020-06-10,41,8.0,,0.08,3.2800000000000002
2020-06-11,71,8.0,,0.08,5.68
2020-06-12,83,8.0,,0.08,6.640000000000001
2020-06-13,70,8.0,,0.08,5.6000000000000005
2020-06-14,56,7.0,False,0.07,3.9200000000000004
2020-06-15,71,7.0,,0.07,4.970000000000001
2020-06-16,70,7.0,,0.07,4.9
2020-06-17,72,7.0,,0.07,5.040000000000001
2020-06-18,69,7.0,,0.07,4.83
2020-06-19,39,7.0,,0.07,2.7300000000000004
2020-06-20,69,7.0,,0.07,4.83
2020-06-21,86,8.0,False,0.08,6.88
2020-06-22,46,8.0,,0.08,3.68
2020-06-23,50,8.0,,0.08,4.0
2020-06-24,74,8.0,,0.08,5.92
2020-06-25,70,8.0,,0.08,5.6000000000000005
2020-06-26,56,8.0,,0.08,4.48
2020-06-27,100,8.0,,0.08,8.0
2020-06-28,42,7.0,False,0.07,2.9400000000000004
2020-06-29,62,7.0,,0.07,4.340000000000001
2020-06-30,46,7.0,,0.07,3.22
2020-07-01,69,7.0,,0.07,4.83
2020-07-02,43,7.0,,0.07,3.0100000000000002
2020-07-03,51,7.0,,0.07,3.5700000000000003
2020-07-04,56,7.0,,0.07,3.9200000000000004
2020-07-05,30,8.0,False,0.08,2.4
2020-07-06,48,8.0,,0.08,3.84
2020-07-07,65,8.0,,0.08,5.2
2020-07-08,80,8.0,,0.08,6.4
2020-07-09,100,8.0,,0.08,8.0
2020-07-10,31,8.0,,0.08,2.48
2020-07-11,53,8.0,,0.08,4.24
2020-07-12,50,7.0,False,0.07,3.5000000000000004
2020-07-13,57,7.0,,0.07,3.99
2020-07-14,43,7.0,,0.07,3.0100000000000002
2020-07-15,57,7.0,,0.07,3.99
2020-07-16,75,7.0,,0.07,5.250000000000001
2020-07-17,56,7.0,,0.07,3.9200000000000004
2020-07-18,51,7.0,,0.07,3.5700000000000003
2020-07-19,50,8.0,False,0.08,4.0
2020-07-20,47,8.0,,0.08,3.7600000000000002
2020-07-21,44,8.0,,0.08,3.52
2020-07-22,71,8.0,,0.08,5.68
2020-07-23,57,8.0,,0.08,4.5600000000000005
2020-07-24,73,8.0,,0.08,5.84
2020-07-25,77,8.0,,0.08,6.16
2020-07-26,54,10.0,False,0.1,5.4
2020-07-27,98,10.0,,0.1,9.8
2020-07-28,77,10.0,,0.1,7.7
2020-07-29,65,10.0,,0.1,6.5
2020-07-30,82,10.0,,0.1,8.200000000000001
2020-07-31,79,10.0,,0.1,7.9
2020-08-01,56,10.0,,0.1,5.6000000000000005
2020-08-02,63,9.0,False,0.09,5.67
2020-08-03,49,9.0,,0.09,4.41
2020-08-04,83,9.0,,0.09,7.47
2020-08-05,77,9.0,,0.09,6.93
2020-08-06,90,9.0,,0.09,8.1
2020-08-07,63,9.0,,0.09,5.67
2020-08-08,87,9.0,,0.09,7.83
2020-08-09,89,9.0,False,0.09,8.01
2020-08-10,67,9.0,,0.09,6.029999999999999
2020-08-11,63,9.0,,0.09,5.67
2020-08-12,63,9.0,,0.09,5.67
2020-08-13,76,9.0,,0.09,6.84
2020-08-14,81,9.0,,0.09,7.29
2020-08-15,76,9.0,,0.09,6.84
2020-08-16,50,9.0,False,0.09,4.5
2020-08-17,67,9.0,,0.09,6.029999999999999
2020-08-18,100,9.0,,0.09,9.0
2020-08-19,50,9.0,,0.09,4.5
2020-08-20,42,9.0,,0.09,3.78
2020-08-21,36,9.0,,0.09,3.2399999999999998
2020-08-22,72,9.0,,0.09,6.4799999999999995
2020-08-23,54,9.0,False,0.09,4.859999999999999
2020-08-24,47,9.0,,0.09,4.2299999999999995
2020-08-25,87,9.0,,0.09,7.83
2020-08-26,70,9.0,,0.09,6.3
2020-08-27,47,9.0,,0.09,4.2299999999999995
2020-08-28,78,9.0,,0.09,7.02
2020-08-29,83,9.0,,0.09,7.47
2020-08-30,72,8.0,False,0.08,5.76
2020-08-31,37,8.0,,0.08,2.96
2020-09-01,100,8.0,,0.08,8.0
2020-09-02,69,8.0,,0.08,5.5200000000000005
2020-09-03,78,8.0,,0.08,6.24
2020-09-04,80,8.0,,0.08,6.4
2020-09-05,68,8.0,,0.08,5.44
2020-09-06,53,7.0,False,0.07,3.7100000000000004
2020-09-07,52,7.0,,0.07,3.6400000000000006
2020-09-08,77,7.0,,0.07,5.390000000000001
2020-09-09,50,7.0,,0.07,3.5000000000000004
2020-09-10,73,7.0,,0.07,5.11
2020-09-11,57,7.0,,0.07,3.99
2020-09-12,48,7.0,,0.07,3.3600000000000003
2020-09-13,53,8.0,False,0.08,4.24
2020-09-14,81,8.0,,0.08,6.48
2020-09-15,68,8.0,,0.08,5.44
2020-09-16,63,8.0,,0.08,5.04
2020-09-17,77,8.0,,0.08,6.16
2020-09-18,67,8.0,,0.08,5.36
2020-09-19,53,8.0,,0.08,4.24
2020-09-20,37,6.0,False,0.06,2.2199999999999998
2020-09-21,57,6.0,,0.06,3.42
2020-09-22,72,6.0,,0.06,4.32
2020-09-23,71,6.0,,0.06,4.26
2020-09-24,63,6.0,,0.06,3.78
2020-09-25,64,6.0,,0.06,3.84
2020-09-26,43,6.0,,0.06,2.58
2020-09-27,79,8.0,False,0.08,6.32
2020-09-28,70,8.0,,0.08,5.6000000000000005
2020-09-29,89,8.0,,0.08,7.12
2020-09-30,79,8.0,,0.08,6.32
2020-10-01,64,8.0,,0.08,5.12
2020-10-02,54,8.0,,0.08,4.32
2020-10-03,70,8.0,,0.08,5.6000000000000005
2020-10-04,45,8.0,False,0.08,3.6
2020-10-05,43,8.0,,0.08,3.44
2020-10-06,59,8.0,,0.08,4.72
2020-10-07,44,8.0,,0.08,3.52
2020-10-08,52,8.0,,0.08,4.16
2020-10-09,70,8.0,,0.08,5.6000000000000005
2020-10-10,34,8.0,,0.08,2.72
2020-10-11,77,6.0,False,0.06,4.62
2020-10-12,35,6.0,,0.06,2.1
2020-10-13,54,6.0,,0.06,3.2399999999999998
2020-10-14,46,6.0,,0.06,2.76
2020-10-15,55,6.0,,0.06,3.3
2020-10-16,52,6.0,,0.06,3.12
2020-10-17,43,6.0,,0.06,2.58
2020-10-18,33,8.0,False,0.08,2.64
2020-10-19,43,8.0,,0.08,3.44
2020-10-20,42,8.0,,0.08,3.36
2020-10-21,88,8.0,,0.08,7.04
2020-10-22,100,8.0,,0.08,8.0
2020-10-23,89,8.0,,0.08,7.12
2020-10-24,71,8.0,,0.08,5.68
2020-10-25,61,8.0,False,0.08,4.88
2020-10-26,63,8.0,,0.08,5.04
2020-10-27,63,8.0,,0.08,5.04
2020-10-28,76,8.0,,0.08,6.08
2020-10-29,73,8.0,,0.08,5.84
2020-10-30,49,8.0,,0.08,3.92
2020-10-31,67,8.0,,0.08,5.36
2020-11-01,35,9.0,False,0.09,3.15
2020-11-02,30,9.0,,0.09,2.6999999999999997
2020-11-03,35,9.0,,0.09,3.15
2020-11-04,47,9.0,,0.09,4.2299999999999995
2020-11-05,46,9.0,,0.09,4.14
2020-11-06,47,9.0,,0.09,4.2299999999999995
2020-11-07,28,9.0,,0.09,2.52
2020-11-08,24,9.0,False,0.09,2.16
2020-11-09,43,9.0,,0.09,3.8699999999999997
2020-11-10,24,9.0,,0.09,2.16
2020-11-11,45,9.0,,0.09,4.05
2020-11-12,31,9.0,,0.09,2.79
2020-11-13,33,9.0,,0.09,2.9699999999999998
2020-11-14,50,9.0,,0.09,4.5
2020-11-15,38,14.0,False,0.14,5.32
2020-11-16,60,14.0,,0.14,8.4
2020-11-17,93,14.0,,0.14,13.020000000000001
2020-11-18,70,14.0,,0.14,9.8
2020-11-19,56,14.0,,0.14,7.840000000000001
2020-11-20,70,14.0,,0.14,9.8
2020-11-21,80,14.0,,0.14,11.200000000000001
2020-11-22,59,15.0,False,0.15,8.85
2020-11-23,63,15.0,,0.15,9.45
2020-11-24,67,15.0,,0.15,10.049999999999999
2020-11-25,87,15.0,,0.15,13.049999999999999
2020-11-26,77,15.0,,0.15,11.549999999999999
2020-11-27,100,15.0,,0.15,15.0
2020-11-28,58,15.0,,0.15,8.7
2020-11-29,46,14.0,False,0.14,6.44
2020-11-30,68,14.0,,0.14,9.520000000000001
2020-12-01,54,14.0,,0.14,7.5600000000000005
2020-12-02,46,14.0,,0.14,6.44
2020-12-03,48,14.0,,0.14,6.720000000000001
2020-12-04,49,14.0,,0.14,6.86
2020-12-05,39,14.0,,0.14,5.460000000000001
2020-12-06,29,11.0,False,0.11,3.19
2020-12-07,34,11.0,,0.11,3.74
2020-12-08,32,11.0,,0.11,3.52
2020-12-09,23,11.0,,0.11,2.53
2020-12-10,29,11.0,,0.11,3.19
2020-12-11,44,11.0,,0.11,4.84
2020-12-12,19,11.0,,0.11,2.09
2020-12-13,29,17.0,False,0.17,4.930000000000001
2020-12-14,23,17.0,,0.17,3.91
2020-12-15,28,17.0,,0.17,4.760000000000001
2020-12-16,57,17.0,,0.17,9.690000000000001
2020-12-17,100,17.0,,0.17,17.0
2020-12-18,86,17.0,,0.17,14.620000000000001
2020-12-19,75,17.0,,0.17,12.750000000000002
2020-12-20,55,16.0,False,0.16,8.8
2020-12-21,59,16.0,,0.16,9.44
2020-12-22,40,16.0,,0.16,6.4
2020-12-23,54,16.0,,0.16,8.64
2020-12-24,32,16.0,,0.16,5.12
2020-12-25,41,16.0,,0.16,6.5600000000000005
2020-12-26,34,16.0,,0.16,5.44
2020-12-27,75,27.0,False,0.27,20.25
2020-12-28,56,27.0,,0.27,15.120000000000001
2020-12-29,84,27.0,,0.27,22.68
2020-12-30,74,27.0,,0.27,19.98
2020-12-31,83,27.0,,0.27,22.41
2021-01-01,24,27.0,,0.27,6.48
2021-01-02,73,27.0,,0.27,19.71
2021-01-03,91,43.0,False,0.43,39.13
2021-01-04,71,43.0,,0.43,30.53
2021-01-05,40,43.0,,0.43,17.2
2021-01-06,67,43.0,,0.43,28.81
2021-01-07,86,43.0,,0.43,36.98
2021-01-08,94,43.0,,0.43,40.42
2021-01-09,100,43.0,,0.43,43.0
2021-01-10,84,44.0,False,0.44,36.96
2021-01-11,69,44.0,,0.44,30.36
2021-01-12,63,44.0,,0.44,27.72
2021-01-13,90,44.0,,0.44,39.6
2021-01-14,78,44.0,,0.44,34.32
2021-01-15,91,44.0,,0.44,40.04
2021-01-16,72,44.0,,0.44,31.68
2021-01-17,60,27.0,False,0.27,16.200000000000003
2021-01-18,41,27.0,,0.27,11.07
2021-01-19,47,27.0,,0.27,12.690000000000001
2021-01-20,27,27.0,,0.27,7.290000000000001
2021-01-21,54,27.0,,0.27,14.580000000000002
2021-01-22,50,27.0,,0.27,13.5
2021-01-23,39,27.0,,0.27,10.530000000000001
2021-01-24,36,30.0,False,0.3,10.799999999999999
2021-01-25,33,30.0,,0.3,9.9
2021-01-26,38,30.0,,0.3,11.4
2021-01-27,46,30.0,,0.3,13.799999999999999
2021-01-28,54,30.0,,0.3,16.2
2021-01-29,69,30.0,,0.3,20.7
2021-01-30,71,30.0,,0.3,21.3
2021-01-31,56,26.0,False,0.26,14.56
2021-02-01,53,26.0,,0.26,13.780000000000001
2021-02-02,44,26.0,,0.26,11.440000000000001
2021-02-03,39,26.0,,0.26,10.14
2021-02-04,36,26.0,,0.26,9.36
2021-02-05,45,26.0,,0.26,11.700000000000001
2021-02-06,46,26.0,,0.26,11.96
2021-02-07,57,44.0,False,0.44,25.080000000000002
2021-02-08,83,44.0,,0.44,36.52
2021-02-09,100,44.0,,0.44,44.0
2021-02-10,81,44.0,,0.44,35.64
2021-02-11,68,44.0,,0.44,29.92
2021-02-12,69,44.0,,0.44,30.36
2021-02-13,63,44.0,,0.44,27.72
2021-02-14,54,43.0,False,0.43,23.22
2021-02-15,50,43.0,,0.43,21.5
2021-02-16,74,43.0,,0.43,31.82
2021-02-17,65,43.0,,0.43,27.95
2021-02-18,67,43.0,,0.43,28.81
2021-02-19,92,43.0,,0.43,39.56
2021-02-20,96,43.0,,0.43,41.28
2021-02-21,79,36.0,False,0.36,28.439999999999998
2021-02-22,78,36.0,,0.36,28.08
2021-02-23,85,36.0,,0.36,30.599999999999998
2021-02-24,68,36.0,,0.36,24.48
2021-02-25,59,36.0,,0.36,21.24
2021-02-26,51,36.0,,0.36,18.36
2021-02-27,42,36.0,,0.36,15.12
2021-02-28,49,25.0,False,0.25,12.25
2021-03-01,84,25.0,,0.25,21.0
2021-03-02,76,25.0,,0.25,19.0
2021-03-03,97,25.0,,0.25,24.25
2021-03-04,72,25.0,,0.25,18.0
2021-03-05,67,25.0,,0.25,16.75
2021-03-06,70,25.0,,0.25,17.5
2021-03-07,83,25.0,False,0.25,20.75
2021-03-08,92,25.0,,0.25,23.0
2021-03-09,75,25.0,,0.25,18.75
2021-03-10,95,25.0,,0.25,23.75
2021-03-11,55,25.0,,0.25,13.75
2021-03-12,79,25.0,,0.25,19.75
2021-03-13,74,25.0,,0.25,18.5
2021-03-14,99,21.0,False,0.21,20.79
2021-03-15,81,21.0,,0.21,17.009999999999998
2021-03-16,69,21.0,,0.21,14.49
2021-03-17,89,21.0,,0.21,18.689999999999998
2021-03-18,77,21.0,,0.21,16.169999999999998
2021-03-19,63,21.0,,0.21,13.229999999999999
2021-03-20,62,21.0,,0.21,13.02
2021-03-21,73,21.0,False,0.21,15.33
2021-03-22,58,21.0,,0.21,12.18
2021-03-23,60,21.0,,0.21,12.6
2021-03-24,67,21.0,,0.21,14.07
2021-03-25,88,21.0,,0.21,18.48
2021-03-26,86,21.0,,0.21,18.06
2021-03-27,83,21.0,,0.21,17.43
2021-03-28,100,25.0,False,0.25,25.0
2021-03-29,64,25.0,,0.25,16.0
2021-03-30,84,25.0,,0.25,21.0
2021-03-31,83,25.0,,0.25,20.75
2021-04-01,86,25.0,,0.25,21.5
2021-04-02,63,25.0,,0.25,15.75
2021-04-03,54,25.0,,0.25,13.5
2021-04-04,46,25.0,False,0.25,11.5
2021-04-05,57,25.0,,0.25,14.25
2021-04-06,65,25.0,,0.25,16.25
2021-04-07,66,25.0,,0.25,16.5
2021-04-08,66,25.0,,0.25,16.5
2021-04-09,62,25.0,,0.25,15.5
2021-04-10,63,25.0,,0.25,15.75
2021-04-11,58,32.0,False,0.32,18.56
2021-04-12,53,32.0,,0.32,16.96
2021-04-13,84,32.0,,0.32,26.88
2021-04-14,100,32.0,,0.32,32.0
2021-04-15,96,32.0,,0.32,30.72
2021-04-16,89,32.0,,0.32,28.48
2021-04-17,88,32.0,,0.32,28.16
2021-04-18,95,34.0,False,0.34,32.300000000000004
2021-04-19,95,34.0,,0.34,32.300000000000004
2021-04-20,90,34.0,,0.34,30.6
2021-04-21,77,34.0,,0.34,26.180000000000003
2021-04-22,77,34.0,,0.34,26.180000000000003
2021-04-23,90,34.0,,0.34,30.6
2021-04-24,71,34.0,,0.34,24.14
2021-04-25,67,27.0,False,0.27,18.09
2021-04-26,71,27.0,,0.27,19.17
2021-04-27,86,27.0,,0.27,23.220000000000002
2021-04-28,73,27.0,,0.27,19.71
2021-04-29,65,27.0,,0.27,17.55
2021-04-30,71,27.0,,0.27,19.17
2021-05-01,29,27.0,,0.27,7.83
2021-05-02,29,26.0,False,0.26,7.54
2021-05-03,28,26.0,,0.26,7.28
2021-05-04,39,26.0,,0.26,10.14
2021-05-05,29,26.0,,0.26,7.54
2021-05-06,34,26.0,,0.26,8.84
2021-05-07,32,26.0,,0.26,8.32
2021-05-08,36,26.0,,0.26,9.36
2021-05-09,29,41.0,False,0.41,11.889999999999999
2021-05-10,43,41.0,,0.41,17.63
2021-05-11,35,41.0,,0.41,14.35
2021-05-12,36,41.0,,0.41,14.76
2021-05-13,100,41.0,,0.41,41.0
2021-05-14,58,41.0,,0.41,23.779999999999998
2021-05-15,41,41.0,,0.41,16.81
2021-05-16,32,41.0,False,0.41,13.12
2021-05-17,38,41.0,,0.41,15.579999999999998
2021-05-18,32,41.0,,0.41,13.12
2021-05-19,63,41.0,,0.41,25.83
2021-05-20,61,41.0,,0.41,25.009999999999998
2021-05-21,49,41.0,,0.41,20.09
2021-05-22,46,41.0,,0.41,18.86
2021-05-23,39,35.0,False,0.35,13.649999999999999
2021-05-24,42,35.0,,0.35,14.7
2021-05-25,38,35.0,,0.35,13.299999999999999
2021-05-26,25,35.0,,0.35,8.75
2021-05-27,29,35.0,,0.35,10.149999999999999
2021-05-28,43,35.0,,0.35,15.049999999999999
2021-05-29,51,35.0,,0.35,17.849999999999998
2021-05-30,33,21.0,False,0.21,6.93
