date,bitcoin mining_unscaled,bitcoin mining_monthly,isPartial,scale,bitcoin mining
2018-02-08,81,29.0,,0.29,23.49
2018-02-09,77,29.0,,0.29,22.33
2018-02-10,88,29.0,,0.29,25.52
2018-02-11,73,30.0,False,0.3,21.9
2018-02-12,100,30.0,,0.3,30.0
2018-02-13,84,30.0,,0.3,25.2
2018-02-14,82,30.0,,0.3,24.599999999999998
2018-02-15,66,30.0,,0.3,19.8
2018-02-16,73,30.0,,0.3,21.9
2018-02-17,93,30.0,,0.3,27.9
2018-02-18,68,22.0,False,0.22,14.96
2018-02-19,73,22.0,,0.22,16.06
2018-02-20,77,22.0,,0.22,16.94
2018-02-21,81,22.0,,0.22,17.82
2018-02-22,66,22.0,,0.22,14.52
2018-02-23,61,22.0,,0.22,13.42
2018-02-24,60,22.0,,0.22,13.2
2018-02-25,62,19.0,False,0.19,11.78
2018-02-26,57,19.0,,0.19,10.83
2018-02-27,52,19.0,,0.19,9.88
2018-02-28,76,19.0,,0.19,14.44
2018-03-01,98,19.0,,0.19,18.62
2018-03-02,92,19.0,,0.19,17.48
2018-03-03,85,19.0,,0.19,16.15
2018-03-04,74,18.0,False,0.18,13.32
2018-03-05,73,18.0,,0.18,13.139999999999999
2018-03-06,69,18.0,,0.18,12.42
2018-03-07,83,18.0,,0.18,14.94
2018-03-08,85,18.0,,0.18,15.299999999999999
2018-03-09,72,18.0,,0.18,12.959999999999999
2018-03-10,100,18.0,,0.18,18.0
2018-03-11,78,19.0,False,0.19,14.82
2018-03-12,100,19.0,,0.19,19.0
2018-03-13,80,19.0,,0.19,15.2
2018-03-14,78,19.0,,0.19,14.82
2018-03-15,58,19.0,,0.19,11.02
2018-03-16,83,19.0,,0.19,15.77
2018-03-17,90,19.0,,0.19,17.1
2018-03-18,88,14.0,False,0.14,12.32
2018-03-19,73,14.0,,0.14,10.22
2018-03-20,69,14.0,,0.14,9.66
2018-03-21,64,14.0,,0.14,8.96
2018-03-22,87,14.0,,0.14,12.180000000000001
2018-03-23,58,14.0,,0.14,8.120000000000001
2018-03-24,63,14.0,,0.14,8.82
2018-03-25,74,13.0,False,0.13,9.620000000000001
2018-03-26,89,13.0,,0.13,11.57
2018-03-27,58,13.0,,0.13,7.54
2018-03-28,64,13.0,,0.13,8.32
2018-03-29,75,13.0,,0.13,9.75
2018-03-30,37,13.0,,0.13,4.8100000000000005
2018-03-31,42,13.0,,0.13,5.46
2018-04-01,86,13.0,False,0.13,11.18
2018-04-02,57,13.0,,0.13,7.41
2018-04-03,100,13.0,,0.13,13.0
2018-04-04,88,13.0,,0.13,11.440000000000001
2018-04-05,59,13.0,,0.13,7.67
2018-04-06,44,13.0,,0.13,5.720000000000001
2018-04-07,43,13.0,,0.13,5.59
2018-04-08,64,11.0,False,0.11,7.04
2018-04-09,49,11.0,,0.11,5.39
2018-04-10,50,11.0,,0.11,5.5
2018-04-11,41,11.0,,0.11,4.51
2018-04-12,75,11.0,,0.11,8.25
2018-04-13,66,11.0,,0.11,7.26
2018-04-14,44,11.0,,0.11,4.84
2018-04-15,80,12.0,False,0.12,9.6
2018-04-16,70,12.0,,0.12,8.4
2018-04-17,80,12.0,,0.12,9.6
2018-04-18,63,12.0,,0.12,7.56
2018-04-19,66,12.0,,0.12,7.92
2018-04-20,67,12.0,,0.12,8.04
2018-04-21,36,12.0,,0.12,4.32
2018-04-22,59,12.0,False,0.12,7.08
2018-04-23,52,12.0,,0.12,6.24
2018-04-24,78,12.0,,0.12,9.36
2018-04-25,74,12.0,,0.12,8.879999999999999
2018-04-26,59,12.0,,0.12,7.08
2018-04-27,63,12.0,,0.12,7.56
2018-04-28,58,12.0,,0.12,6.96
2018-04-29,84,11.0,False,0.11,9.24
2018-04-30,38,11.0,,0.11,4.18
2018-05-01,86,11.0,,0.11,9.46
2018-05-02,70,11.0,,0.11,7.7
2018-05-03,64,11.0,,0.11,7.04
2018-05-04,70,11.0,,0.11,7.7
2018-05-05,48,11.0,,0.11,5.28
2018-05-06,64,13.0,False,0.13,8.32
2018-05-07,67,13.0,,0.13,8.71
2018-05-08,78,13.0,,0.13,10.14
2018-05-09,59,13.0,,0.13,7.67
2018-05-10,97,13.0,,0.13,12.610000000000001
2018-05-11,66,13.0,,0.13,8.58
2018-05-12,78,13.0,,0.13,10.14
2018-05-13,37,10.0,False,0.1,3.7
2018-05-14,87,10.0,,0.1,8.700000000000001
2018-05-15,51,10.0,,0.1,5.1000000000000005
2018-05-16,64,10.0,,0.1,6.4
2018-05-17,68,10.0,,0.1,6.800000000000001
2018-05-18,40,10.0,,0.1,4.0
2018-05-19,71,10.0,,0.1,7.1000000000000005
2018-05-20,85,10.0,False,0.1,8.5
2018-05-21,86,10.0,,0.1,8.6
2018-05-22,81,10.0,,0.1,8.1
2018-05-23,100,10.0,,0.1,10.0
2018-05-24,53,10.0,,0.1,5.300000000000001
2018-05-25,65,10.0,,0.1,6.5
2018-05-26,51,10.0,,0.1,5.1000000000000005
2018-05-27,71,10.0,False,0.1,7.1000000000000005
2018-05-28,86,10.0,,0.1,8.6
2018-05-29,55,10.0,,0.1,5.5
2018-05-30,44,10.0,,0.1,4.4
2018-05-31,59,10.0,,0.1,5.9
2018-06-01,64,10.0,,0.1,6.4
2018-06-02,61,10.0,,0.1,6.1000000000000005
2018-06-03,49,9.0,False,0.09,4.41
2018-06-04,76,9.0,,0.09,6.84
2018-06-05,66,9.0,,0.09,5.9399999999999995
2018-06-06,66,9.0,,0.09,5.9399999999999995
2018-06-07,70,9.0,,0.09,6.3
2018-06-08,80,9.0,,0.09,7.199999999999999
2018-06-09,64,9.0,,0.09,5.76
2018-06-10,60,9.0,False,0.09,5.3999999999999995
2018-06-11,100,9.0,,0.09,9.0
2018-06-12,66,9.0,,0.09,5.9399999999999995
2018-06-13,67,9.0,,0.09,6.029999999999999
2018-06-14,59,9.0,,0.09,5.31
2018-06-15,64,9.0,,0.09,5.76
2018-06-16,77,9.0,,0.09,6.93
2018-06-17,79,9.0,False,0.09,7.109999999999999
2018-06-18,30,9.0,,0.09,2.6999999999999997
2018-06-19,71,9.0,,0.09,6.39
2018-06-20,72,9.0,,0.09,6.4799999999999995
2018-06-21,80,9.0,,0.09,7.199999999999999
2018-06-22,59,9.0,,0.09,5.31
2018-06-23,72,9.0,,0.09,6.4799999999999995
2018-06-24,61,8.0,False,0.08,4.88
2018-06-25,62,8.0,,0.08,4.96
2018-06-26,50,8.0,,0.08,4.0
2018-06-27,56,8.0,,0.08,4.48
2018-06-28,48,8.0,,0.08,3.84
2018-06-29,58,8.0,,0.08,4.64
2018-06-30,49,8.0,,0.08,3.92
2018-07-01,67,8.0,False,0.08,5.36
2018-07-02,49,8.0,,0.08,3.92
2018-07-03,71,8.0,,0.08,5.68
2018-07-04,71,8.0,,0.08,5.68
2018-07-05,70,8.0,,0.08,5.6000000000000005
2018-07-06,57,8.0,,0.08,4.5600000000000005
2018-07-07,89,8.0,,0.08,7.12
2018-07-08,77,10.0,False,0.1,7.7
2018-07-09,67,10.0,,0.1,6.7
2018-07-10,65,10.0,,0.1,6.5
2018-07-11,69,10.0,,0.1,6.9
2018-07-12,74,10.0,,0.1,7.4
2018-07-13,46,10.0,,0.1,4.6000000000000005
2018-07-14,42,10.0,,0.1,4.2
2018-07-15,70,9.0,False,0.09,6.3
2018-07-16,51,9.0,,0.09,4.59
2018-07-17,76,9.0,,0.09,6.84
2018-07-18,66,9.0,,0.09,5.9399999999999995
2018-07-19,66,9.0,,0.09,5.9399999999999995
2018-07-20,72,9.0,,0.09,6.4799999999999995
2018-07-21,50,9.0,,0.09,4.5
2018-07-22,100,9.0,False,0.09,9.0
2018-07-23,55,9.0,,0.09,4.95
2018-07-24,65,9.0,,0.09,5.85
2018-07-25,73,9.0,,0.09,6.569999999999999
2018-07-26,81,9.0,,0.09,7.29
2018-07-27,59,9.0,,0.09,5.31
2018-07-28,87,9.0,,0.09,7.83
2018-07-29,79,10.0,False,0.1,7.9
2018-07-30,60,10.0,,0.1,6.0
2018-07-31,64,10.0,,0.1,6.4
2018-08-01,83,10.0,,0.1,8.3
2018-08-02,77,10.0,,0.1,7.7
2018-08-03,52,10.0,,0.1,5.2
2018-08-04,35,10.0,,0.1,3.5
2018-08-05,71,10.0,False,0.1,7.1000000000000005
2018-08-06,72,10.0,,0.1,7.2
2018-08-07,83,10.0,,0.1,8.3
2018-08-08,90,10.0,,0.1,9.0
2018-08-09,59,10.0,,0.1,5.9
2018-08-10,51,10.0,,0.1,5.1000000000000005
2018-08-11,57,10.0,,0.1,5.7
2018-08-12,60,9.0,False,0.09,5.3999999999999995
2018-08-13,63,9.0,,0.09,5.67
2018-08-14,83,9.0,,0.09,7.47
2018-08-15,41,9.0,,0.09,3.69
2018-08-16,71,9.0,,0.09,6.39
2018-08-17,68,9.0,,0.09,6.12
2018-08-18,82,9.0,,0.09,7.38
2018-08-19,94,8.0,False,0.08,7.5200000000000005
2018-08-20,72,8.0,,0.08,5.76
2018-08-21,81,8.0,,0.08,6.48
2018-08-22,61,8.0,,0.08,4.88
2018-08-23,44,8.0,,0.08,3.52
2018-08-24,100,8.0,,0.08,8.0
2018-08-25,50,8.0,,0.08,4.0
2018-08-26,80,9.0,False,0.09,7.199999999999999
2018-08-27,60,9.0,,0.09,5.3999999999999995
2018-08-28,72,9.0,,0.09,6.4799999999999995
2018-08-29,49,9.0,,0.09,4.41
2018-08-30,46,9.0,,0.09,4.14
2018-08-31,65,9.0,,0.09,5.85
2018-09-01,87,9.0,,0.09,7.83
2018-09-02,63,8.0,False,0.08,5.04
2018-09-03,75,8.0,,0.08,6.0
2018-09-04,54,8.0,,0.08,4.32
2018-09-05,65,8.0,,0.08,5.2
2018-09-06,62,8.0,,0.08,4.96
2018-09-07,62,8.0,,0.08,4.96
2018-09-08,54,8.0,,0.08,4.32
2018-09-09,70,8.0,False,0.08,5.6000000000000005
2018-09-10,72,8.0,,0.08,5.76
2018-09-11,51,8.0,,0.08,4.08
2018-09-12,46,8.0,,0.08,3.68
2018-09-13,70,8.0,,0.08,5.6000000000000005
2018-09-14,71,8.0,,0.08,5.68
2018-09-15,71,8.0,,0.08,5.68
2018-09-16,49,8.0,False,0.08,3.92
2018-09-17,66,8.0,,0.08,5.28
2018-09-18,65,8.0,,0.08,5.2
2018-09-19,65,8.0,,0.08,5.2
2018-09-20,72,8.0,,0.08,5.76
2018-09-21,76,8.0,,0.08,6.08
2018-09-22,71,8.0,,0.08,5.68
2018-09-23,24,8.0,False,0.08,1.92
2018-09-24,69,8.0,,0.08,5.5200000000000005
2018-09-25,80,8.0,,0.08,6.4
2018-09-26,100,8.0,,0.08,8.0
2018-09-27,59,8.0,,0.08,4.72
2018-09-28,72,8.0,,0.08,5.76
2018-09-29,38,8.0,,0.08,3.04
2018-09-30,78,8.0,False,0.08,6.24
2018-10-01,82,8.0,,0.08,6.5600000000000005
2018-10-02,61,8.0,,0.08,4.88
2018-10-03,77,8.0,,0.08,6.16
2018-10-04,82,8.0,,0.08,6.5600000000000005
2018-10-05,73,8.0,,0.08,5.84
2018-10-06,47,8.0,,0.08,3.7600000000000002
2018-10-07,54,8.0,False,0.08,4.32
2018-10-08,45,8.0,,0.08,3.6
2018-10-09,67,8.0,,0.08,5.36
2018-10-10,58,8.0,,0.08,4.64
2018-10-11,72,8.0,,0.08,5.76
2018-10-12,67,8.0,,0.08,5.36
2018-10-13,58,8.0,,0.08,4.64
2018-10-14,67,9.0,False,0.09,6.029999999999999
2018-10-15,84,9.0,,0.09,7.56
2018-10-16,66,9.0,,0.09,5.9399999999999995
2018-10-17,100,9.0,,0.09,9.0
2018-10-18,51,9.0,,0.09,4.59
2018-10-19,66,9.0,,0.09,5.9399999999999995
2018-10-20,77,9.0,,0.09,6.93
2018-10-21,56,7.0,False,0.07,3.9200000000000004
2018-10-22,62,7.0,,0.07,4.340000000000001
2018-10-23,57,7.0,,0.07,3.99
2018-10-24,62,7.0,,0.07,4.340000000000001
2018-10-25,50,7.0,,0.07,3.5000000000000004
2018-10-26,48,7.0,,0.07,3.3600000000000003
2018-10-27,88,7.0,,0.07,6.16
2018-10-28,45,8.0,False,0.08,3.6
2018-10-29,63,8.0,,0.08,5.04
2018-10-30,78,8.0,,0.08,6.24
2018-10-31,76,8.0,,0.08,6.08
2018-11-01,45,8.0,,0.08,3.6
2018-11-02,80,8.0,,0.08,6.4
2018-11-03,73,8.0,,0.08,5.84
2018-11-04,58,9.0,False,0.09,5.22
2018-11-05,41,9.0,,0.09,3.69
2018-11-06,49,9.0,,0.09,4.41
2018-11-07,72,9.0,,0.09,6.4799999999999995
2018-11-08,65,9.0,,0.09,5.85
2018-11-09,78,9.0,,0.09,7.02
2018-11-10,53,9.0,,0.09,4.77
2018-11-11,51,8.0,False,0.08,4.08
2018-11-12,46,8.0,,0.08,3.68
2018-11-13,78,8.0,,0.08,6.24
2018-11-14,56,8.0,,0.08,4.48
2018-11-15,89,8.0,,0.08,7.12
2018-11-16,45,8.0,,0.08,3.6
2018-11-17,76,8.0,,0.08,6.08
2018-11-18,52,8.0,False,0.08,4.16
2018-11-19,90,8.0,,0.08,7.2
2018-11-20,76,8.0,,0.08,6.08
2018-11-21,59,8.0,,0.08,4.72
2018-11-22,65,8.0,,0.08,5.2
2018-11-23,45,8.0,,0.08,3.6
2018-11-24,77,8.0,,0.08,6.16
2018-11-25,62,7.0,False,0.07,4.340000000000001
2018-11-26,61,7.0,,0.07,4.2700000000000005
2018-11-27,100,7.0,,0.07,7.000000000000001
2018-11-28,62,7.0,,0.07,4.340000000000001
2018-11-29,47,7.0,,0.07,3.2900000000000005
2018-11-30,44,7.0,,0.07,3.08
2018-12-01,65,7.0,,0.07,4.550000000000001
2018-12-02,38,7.0,False,0.07,2.66
2018-12-03,67,7.0,,0.07,4.69
2018-12-04,100,7.0,,0.07,7.000000000000001
2018-12-05,63,7.0,,0.07,4.41
2018-12-06,57,7.0,,0.07,3.99
2018-12-07,83,7.0,,0.07,5.8100000000000005
2018-12-08,53,7.0,,0.07,3.7100000000000004
2018-12-09,42,7.0,False,0.07,2.9400000000000004
2018-12-10,60,7.0,,0.07,4.2
2018-12-11,30,7.0,,0.07,2.1
2018-12-12,73,7.0,,0.07,5.11
2018-12-13,55,7.0,,0.07,3.8500000000000005
2018-12-14,68,7.0,,0.07,4.760000000000001
2018-12-15,31,7.0,,0.07,2.1700000000000004
2018-12-16,66,7.0,False,0.07,4.62
2018-12-17,81,7.0,,0.07,5.670000000000001
2018-12-18,73,7.0,,0.07,5.11
2018-12-19,68,7.0,,0.07,4.760000000000001
2018-12-20,57,7.0,,0.07,3.99
2018-12-21,72,7.0,,0.07,5.040000000000001
2018-12-22,36,7.0,,0.07,2.5200000000000005
2018-12-23,18,6.0,False,0.06,1.08
2018-12-24,36,6.0,,0.06,2.16
2018-12-25,19,6.0,,0.06,1.14
2018-12-26,34,6.0,,0.06,2.04
2018-12-27,41,6.0,,0.06,2.46
2018-12-28,41,6.0,,0.06,2.46
2018-12-29,53,6.0,,0.06,3.1799999999999997
2018-12-30,58,5.0,False,0.05,2.9000000000000004
2018-12-31,40,5.0,,0.05,2.0
2019-01-01,70,5.0,,0.05,3.5
2019-01-02,55,5.0,,0.05,2.75
2019-01-03,80,5.0,,0.05,4.0
2019-01-04,43,5.0,,0.05,2.15
2019-01-05,77,5.0,,0.05,3.85
2019-01-06,47,7.0,False,0.07,3.2900000000000005
2019-01-07,74,7.0,,0.07,5.180000000000001
2019-01-08,52,7.0,,0.07,3.6400000000000006
2019-01-09,47,7.0,,0.07,3.2900000000000005
2019-01-10,100,7.0,,0.07,7.000000000000001
2019-01-11,81,7.0,,0.07,5.670000000000001
2019-01-12,53,7.0,,0.07,3.7100000000000004
2019-01-13,76,6.0,False,0.06,4.56
2019-01-14,67,6.0,,0.06,4.02
2019-01-15,56,6.0,,0.06,3.36
2019-01-16,68,6.0,,0.06,4.08
2019-01-17,73,6.0,,0.06,4.38
2019-01-18,75,6.0,,0.06,4.5
2019-01-19,64,6.0,,0.06,3.84
2019-01-20,56,5.0,False,0.05,2.8000000000000003
2019-01-21,93,5.0,,0.05,4.65
2019-01-22,61,5.0,,0.05,3.0500000000000003
2019-01-23,90,5.0,,0.05,4.5
2019-01-24,97,5.0,,0.05,4.8500000000000005
