date,bitcoin_unscaled,bitcoin_monthly,isPartial,scale,bitcoin
2019-09-11,66,10.0,,0.1,6.6000000000000005
2019-09-12,70,10.0,,0.1,7.0
2019-09-13,64,10.0,,0.1,6.4
2019-09-14,64,10.0,,0.1,6.4
2019-09-15,59,9.0,False,0.09,5.31
2019-09-16,62,9.0,,0.09,5.58
2019-09-17,60,9.0,,0.09,5.3999999999999995
2019-09-18,59,9.0,,0.09,5.31
2019-09-19,66,9.0,,0.09,5.9399999999999995
2019-09-20,64,9.0,,0.09,5.76
2019-09-21,53,9.0,,0.09,4.77
2019-09-22,51,12.0,False,0.12,6.12
2019-09-23,68,12.0,,0.12,8.16
2019-09-24,87,12.0,,0.12,10.44
2019-09-25,100,12.0,,0.12,12.0
2019-09-26,98,12.0,,0.12,11.76
2019-09-27,92,12.0,,0.12,11.04
2019-09-28,71,12.0,,0.12,8.52
2019-09-29,68,10.0,False,0.1,6.800000000000001
2019-09-30,80,10.0,,0.1,8.0
2019-10-01,69,10.0,,0.1,6.9
2019-10-02,63,10.0,,0.1,6.300000000000001
2019-10-03,59,10.0,,0.1,5.9
2019-10-04,56,10.0,,0.1,5.6000000000000005
2019-10-05,53,10.0,,0.1,5.300000000000001
2019-10-06,53,10.0,False,0.1,5.300000000000001
2019-10-07,69,10.0,,0.1,6.9
2019-10-08,65,10.0,,0.1,6.5
2019-10-09,66,10.0,,0.1,6.6000000000000005
2019-10-10,62,10.0,,0.1,6.2
2019-10-11,53,10.0,,0.1,5.300000000000001
2019-10-12,51,10.0,,0.1,5.1000000000000005
2019-10-13,47,9.0,False,0.09,4.2299999999999995
2019-10-14,55,9.0,,0.09,4.95
2019-10-15,56,9.0,,0.09,5.04
2019-10-16,54,9.0,,0.09,4.859999999999999
2019-10-17,55,9.0,,0.09,4.95
2019-10-18,56,9.0,,0.09,5.04
2019-10-19,51,9.0,,0.09,4.59
2019-10-20,44,11.0,False,0.11,4.84
2019-10-21,55,11.0,,0.11,6.05
2019-10-22,56,11.0,,0.11,6.16
2019-10-23,62,11.0,,0.11,6.82
2019-10-24,65,11.0,,0.11,7.15
2019-10-25,71,11.0,,0.11,7.81
2019-10-26,100,11.0,,0.11,11.0
2019-10-27,70,11.0,False,0.11,7.7
2019-10-28,72,11.0,,0.11,7.92
2019-10-29,72,11.0,,0.11,7.92
2019-10-30,64,11.0,,0.11,7.04
2019-10-31,61,11.0,,0.11,6.71
2019-11-01,75,11.0,,0.11,8.25
2019-11-02,66,11.0,,0.11,7.26
2019-11-03,69,9.0,False,0.09,6.21
2019-11-04,74,9.0,,0.09,6.66
2019-11-05,71,9.0,,0.09,6.39
2019-11-06,70,9.0,,0.09,6.3
2019-11-07,69,9.0,,0.09,6.21
2019-11-08,63,9.0,,0.09,5.67
2019-11-09,65,9.0,,0.09,5.85
2019-11-10,60,9.0,False,0.09,5.3999999999999995
2019-11-11,67,9.0,,0.09,6.029999999999999
2019-11-12,69,9.0,,0.09,6.21
2019-11-13,64,9.0,,0.09,5.76
2019-11-14,63,9.0,,0.09,5.67
2019-11-15,65,9.0,,0.09,5.85
2019-11-16,68,9.0,,0.09,6.12
2019-11-17,60,10.0,False,0.1,6.0
2019-11-18,70,10.0,,0.1,7.0
2019-11-19,73,10.0,,0.1,7.300000000000001
2019-11-20,68,10.0,,0.1,6.800000000000001
2019-11-21,82,10.0,,0.1,8.200000000000001
2019-11-22,91,10.0,,0.1,9.1
2019-11-23,73,10.0,,0.1,7.300000000000001
2019-11-24,64,10.0,False,0.1,6.4
2019-11-25,100,10.0,,0.1,10.0
2019-11-26,80,10.0,,0.1,8.0
2019-11-27,80,10.0,,0.1,8.0
2019-11-28,78,10.0,,0.1,7.800000000000001
2019-11-29,70,10.0,,0.1,7.0
2019-11-30,62,10.0,,0.1,6.2
2019-12-01,81,9.0,False,0.09,7.29
2019-12-02,78,9.0,,0.09,7.02
2019-12-03,89,9.0,,0.09,8.01
2019-12-04,83,9.0,,0.09,7.47
2019-12-05,84,9.0,,0.09,7.56
2019-12-06,79,9.0,,0.09,7.109999999999999
2019-12-07,73,9.0,,0.09,6.569999999999999
2019-12-08,69,9.0,False,0.09,6.21
2019-12-09,81,9.0,,0.09,7.29
2019-12-10,83,9.0,,0.09,7.47
2019-12-11,77,9.0,,0.09,6.93
2019-12-12,77,9.0,,0.09,6.93
2019-12-13,75,9.0,,0.09,6.75
2019-12-14,74,9.0,,0.09,6.66
2019-12-15,80,9.0,False,0.09,7.199999999999999
2019-12-16,84,9.0,,0.09,7.56
2019-12-17,97,9.0,,0.09,8.73
2019-12-18,100,9.0,,0.09,9.0
2019-12-19,94,9.0,,0.09,8.459999999999999
2019-12-20,81,9.0,,0.09,7.29
2019-12-21,75,9.0,,0.09,6.75
2019-12-22,73,8.0,False,0.08,5.84
2019-12-23,83,8.0,,0.08,6.640000000000001
2019-12-24,71,8.0,,0.08,5.68
2019-12-25,72,8.0,,0.08,5.76
2019-12-26,81,8.0,,0.08,6.48
2019-12-27,77,8.0,,0.08,6.16
2019-12-28,78,8.0,,0.08,6.24
2019-12-29,70,9.0,False,0.09,6.3
2019-12-30,77,9.0,,0.09,6.93
2019-12-31,79,9.0,,0.09,7.109999999999999
2020-01-01,57,9.0,,0.09,5.13
2020-01-02,70,9.0,,0.09,6.3
2020-01-03,74,9.0,,0.09,6.66
2020-01-04,71,9.0,,0.09,6.39
2020-01-05,70,11.0,False,0.11,7.7
2020-01-06,75,11.0,,0.11,8.25
2020-01-07,91,11.0,,0.11,10.01
2020-01-08,100,11.0,,0.11,11.0
2020-01-09,78,11.0,,0.11,8.58
2020-01-10,77,11.0,,0.11,8.47
2020-01-11,75,11.0,,0.11,8.25
2020-01-12,68,11.0,False,0.11,7.48
2020-01-13,70,11.0,,0.11,7.7
2020-01-14,95,11.0,,0.11,10.45
2020-01-15,94,11.0,,0.11,10.34
2020-01-16,83,11.0,,0.11,9.13
2020-01-17,81,11.0,,0.11,8.91
2020-01-18,81,11.0,,0.11,8.91
2020-01-19,86,10.0,False,0.1,8.6
2020-01-20,77,10.0,,0.1,7.7
2020-01-21,81,10.0,,0.1,8.1
2020-01-22,76,10.0,,0.1,7.6000000000000005
2020-01-23,72,10.0,,0.1,7.2
2020-01-24,71,10.0,,0.1,7.1000000000000005
2020-01-25,64,10.0,,0.1,6.4
2020-01-26,56,11.0,False,0.11,6.16
2020-01-27,72,11.0,,0.11,7.92
2020-01-28,82,11.0,,0.11,9.02
2020-01-29,94,11.0,,0.11,10.34
2020-01-30,87,11.0,,0.11,9.57
2020-01-31,88,11.0,,0.11,9.68
2020-02-01,71,11.0,,0.11,7.81
2020-02-02,68,11.0,False,0.11,7.48
2020-02-03,71,11.0,,0.11,7.81
2020-02-04,73,11.0,,0.11,8.03
2020-02-05,79,11.0,,0.11,8.69
2020-02-06,83,11.0,,0.11,9.13
2020-02-07,82,11.0,,0.11,9.02
2020-02-08,70,11.0,,0.11,7.7
2020-02-09,89,13.0,False,0.13,11.57
2020-02-10,79,13.0,,0.13,10.27
2020-02-11,90,13.0,,0.13,11.700000000000001
2020-02-12,100,13.0,,0.13,13.0
2020-02-13,88,13.0,,0.13,11.440000000000001
2020-02-14,80,13.0,,0.13,10.4
2020-02-15,77,13.0,,0.13,10.01
2020-02-16,74,11.0,False,0.11,8.14
2020-02-17,78,11.0,,0.11,8.58
2020-02-18,82,11.0,,0.11,9.02
2020-02-19,85,11.0,,0.11,9.35
2020-02-20,82,11.0,,0.11,9.02
2020-02-21,75,11.0,,0.11,8.25
2020-02-22,66,11.0,,0.11,7.26
2020-02-23,68,11.0,False,0.11,7.48
2020-02-24,89,11.0,,0.11,9.790000000000001
2020-02-25,82,11.0,,0.11,9.02
2020-02-26,88,11.0,,0.11,9.68
2020-02-27,81,11.0,,0.11,8.91
2020-02-28,92,11.0,,0.11,10.12
2020-02-29,69,11.0,,0.11,7.59
2020-03-01,30,11.0,False,0.11,3.3
2020-03-02,31,11.0,,0.11,3.41
2020-03-03,32,11.0,,0.11,3.52
2020-03-04,34,11.0,,0.11,3.74
2020-03-05,35,11.0,,0.11,3.85
2020-03-06,36,11.0,,0.11,3.96
2020-03-07,29,11.0,,0.11,3.19
2020-03-08,30,19.0,False,0.19,5.7
2020-03-09,56,19.0,,0.19,10.64
2020-03-10,42,19.0,,0.19,7.98
2020-03-11,39,19.0,,0.19,7.41
2020-03-12,73,19.0,,0.19,13.870000000000001
2020-03-13,100,19.0,,0.19,19.0
2020-03-14,62,19.0,,0.19,11.78
2020-03-15,56,19.0,False,0.19,10.64
2020-03-16,74,19.0,,0.19,14.06
2020-03-17,59,19.0,,0.19,11.21
2020-03-18,58,19.0,,0.19,11.02
2020-03-19,62,19.0,,0.19,11.78
2020-03-20,60,19.0,,0.19,11.4
2020-03-21,51,19.0,,0.19,9.69
2020-03-22,45,15.0,False,0.15,6.75
2020-03-23,49,15.0,,0.15,7.35
2020-03-24,51,15.0,,0.15,7.6499999999999995
2020-03-25,46,15.0,,0.15,6.8999999999999995
2020-03-26,42,15.0,,0.15,6.3
2020-03-27,40,15.0,,0.15,6.0
2020-03-28,42,15.0,,0.15,6.3
2020-03-29,42,13.0,False,0.13,5.46
2020-03-30,39,13.0,,0.13,5.07
2020-03-31,35,13.0,,0.13,4.55
2020-04-01,64,13.0,,0.13,8.32
2020-04-02,66,13.0,,0.13,8.58
2020-04-03,66,13.0,,0.13,8.58
2020-04-04,58,13.0,,0.13,7.54
2020-04-05,56,13.0,False,0.13,7.28
2020-04-06,71,13.0,,0.13,9.23
2020-04-07,70,13.0,,0.13,9.1
2020-04-08,65,13.0,,0.13,8.450000000000001
2020-04-09,65,13.0,,0.13,8.450000000000001
2020-04-10,66,13.0,,0.13,8.58
2020-04-11,61,13.0,,0.13,7.930000000000001
2020-04-12,60,13.0,False,0.13,7.800000000000001
2020-04-13,63,13.0,,0.13,8.19
2020-04-14,65,13.0,,0.13,8.450000000000001
2020-04-15,63,13.0,,0.13,8.19
2020-04-16,66,13.0,,0.13,8.58
2020-04-17,65,13.0,,0.13,8.450000000000001
2020-04-18,58,13.0,,0.13,7.54
2020-04-19,58,13.0,False,0.13,7.54
2020-04-20,62,13.0,,0.13,8.06
2020-04-21,61,13.0,,0.13,7.930000000000001
2020-04-22,59,13.0,,0.13,7.67
2020-04-23,66,13.0,,0.13,8.58
2020-04-24,68,13.0,,0.13,8.84
2020-04-25,65,13.0,,0.13,8.450000000000001
2020-04-26,67,16.0,False,0.16,10.72
2020-04-27,69,16.0,,0.16,11.040000000000001
2020-04-28,66,16.0,,0.16,10.56
2020-04-29,90,16.0,,0.16,14.4
2020-04-30,100,16.0,,0.16,16.0
2020-05-01,58,16.0,,0.16,9.28
2020-05-02,55,16.0,,0.16,8.8
2020-05-03,57,17.0,False,0.17,9.690000000000001
2020-05-04,52,17.0,,0.17,8.84
2020-05-05,54,17.0,,0.17,9.180000000000001
2020-05-06,58,17.0,,0.17,9.860000000000001
2020-05-07,70,17.0,,0.17,11.9
2020-05-08,77,17.0,,0.17,13.090000000000002
2020-05-09,63,17.0,,0.17,10.71
2020-05-10,76,20.0,False,0.2,15.200000000000001
2020-05-11,100,20.0,,0.2,20.0
2020-05-12,76,20.0,,0.2,15.200000000000001
2020-05-13,64,20.0,,0.2,12.8
2020-05-14,68,20.0,,0.2,13.600000000000001
2020-05-15,58,20.0,,0.2,11.600000000000001
2020-05-16,52,20.0,,0.2,10.4
2020-05-17,53,15.0,False,0.15,7.949999999999999
2020-05-18,57,15.0,,0.15,8.549999999999999
2020-05-19,51,15.0,,0.15,7.6499999999999995
2020-05-20,52,15.0,,0.15,7.8
2020-05-21,52,15.0,,0.15,7.8
2020-05-22,49,15.0,,0.15,7.35
2020-05-23,44,15.0,,0.15,6.6
2020-05-24,44,13.0,False,0.13,5.720000000000001
2020-05-25,49,13.0,,0.13,6.37
2020-05-26,47,13.0,,0.13,6.11
2020-05-27,48,13.0,,0.13,6.24
2020-05-28,47,13.0,,0.13,6.11
2020-05-29,46,13.0,,0.13,5.98
2020-05-30,42,13.0,,0.13,5.46
2020-05-31,42,13.0,False,0.13,5.46
2020-06-01,77,13.0,,0.13,10.01
2020-06-02,100,13.0,,0.13,13.0
2020-06-03,84,13.0,,0.13,10.92
2020-06-04,80,13.0,,0.13,10.4
2020-06-05,81,13.0,,0.13,10.530000000000001
2020-06-06,73,13.0,,0.13,9.49
2020-06-07,73,12.0,False,0.12,8.76
2020-06-08,72,12.0,,0.12,8.64
2020-06-09,71,12.0,,0.12,8.52
2020-06-10,79,12.0,,0.12,9.48
2020-06-11,78,12.0,,0.12,9.36
2020-06-12,76,12.0,,0.12,9.12
2020-06-13,71,12.0,,0.12,8.52
2020-06-14,66,11.0,False,0.11,7.26
2020-06-15,78,11.0,,0.11,8.58
2020-06-16,72,11.0,,0.11,7.92
2020-06-17,72,11.0,,0.11,7.92
2020-06-18,71,11.0,,0.11,7.81
2020-06-19,64,11.0,,0.11,7.04
2020-06-20,63,11.0,,0.11,6.93
2020-06-21,61,11.0,False,0.11,6.71
2020-06-22,77,11.0,,0.11,8.47
2020-06-23,67,11.0,,0.11,7.37
2020-06-24,73,11.0,,0.11,8.03
2020-06-25,69,11.0,,0.11,7.59
2020-06-26,70,11.0,,0.11,7.7
2020-06-27,66,11.0,,0.11,7.26
2020-06-28,68,10.0,False,0.1,6.800000000000001
2020-06-29,66,10.0,,0.1,6.6000000000000005
2020-06-30,67,10.0,,0.1,6.7
2020-07-01,51,10.0,,0.1,5.1000000000000005
2020-07-02,55,10.0,,0.1,5.5
2020-07-03,55,10.0,,0.1,5.5
2020-07-04,53,10.0,,0.1,5.300000000000001
2020-07-05,51,10.0,False,0.1,5.1000000000000005
2020-07-06,54,10.0,,0.1,5.4
2020-07-07,53,10.0,,0.1,5.300000000000001
2020-07-08,59,10.0,,0.1,5.9
2020-07-09,55,10.0,,0.1,5.5
2020-07-10,53,10.0,,0.1,5.300000000000001
2020-07-11,45,10.0,,0.1,4.5
2020-07-12,49,11.0,False,0.11,5.39
2020-07-13,52,11.0,,0.11,5.72
2020-07-14,57,11.0,,0.11,6.2700000000000005
2020-07-15,60,11.0,,0.11,6.6
2020-07-16,76,11.0,,0.11,8.36
2020-07-17,56,11.0,,0.11,6.16
2020-07-18,77,11.0,,0.11,8.47
2020-07-19,53,10.0,False,0.1,5.300000000000001
2020-07-20,47,10.0,,0.1,4.7
2020-07-21,58,10.0,,0.1,5.800000000000001
2020-07-22,56,10.0,,0.1,5.6000000000000005
2020-07-23,61,10.0,,0.1,6.1000000000000005
2020-07-24,55,10.0,,0.1,5.5
2020-07-25,58,10.0,,0.1,5.800000000000001
2020-07-26,70,17.0,False,0.17,11.9
2020-07-27,98,17.0,,0.17,16.66
2020-07-28,100,17.0,,0.17,17.0
2020-07-29,88,17.0,,0.17,14.96
2020-07-30,74,17.0,,0.17,12.58
2020-07-31,81,17.0,,0.17,13.770000000000001
2020-08-01,100,17.0,,0.17,17.0
2020-08-02,97,15.0,False,0.15,14.549999999999999
2020-08-03,85,15.0,,0.15,12.75
2020-08-04,79,15.0,,0.15,11.85
2020-08-05,77,15.0,,0.15,11.549999999999999
2020-08-06,83,15.0,,0.15,12.45
2020-08-07,84,15.0,,0.15,12.6
2020-08-08,75,15.0,,0.15,11.25
2020-08-09,66,14.0,False,0.14,9.24
2020-08-10,86,14.0,,0.14,12.040000000000001
2020-08-11,79,14.0,,0.14,11.06
2020-08-12,73,14.0,,0.14,10.22
2020-08-13,74,14.0,,0.14,10.360000000000001
2020-08-14,70,14.0,,0.14,9.8
2020-08-15,69,14.0,,0.14,9.66
2020-08-16,71,13.0,False,0.13,9.23
2020-08-17,82,13.0,,0.13,10.66
2020-08-18,82,13.0,,0.13,10.66
2020-08-19,74,13.0,,0.13,9.620000000000001
2020-08-20,67,13.0,,0.13,8.71
2020-08-21,67,13.0,,0.13,8.71
2020-08-22,67,13.0,,0.13,8.71
2020-08-23,63,11.0,False,0.11,6.93
2020-08-24,60,11.0,,0.11,6.6
2020-08-25,64,11.0,,0.11,7.04
2020-08-26,67,11.0,,0.11,7.37
2020-08-27,63,11.0,,0.11,6.93
2020-08-28,59,11.0,,0.11,6.49
2020-08-29,60,11.0,,0.11,6.6
2020-08-30,56,12.0,False,0.12,6.72
2020-08-31,63,12.0,,0.12,7.56
2020-09-01,88,12.0,,0.12,10.559999999999999
2020-09-02,86,12.0,,0.12,10.32
2020-09-03,92,12.0,,0.12,11.04
2020-09-04,100,12.0,,0.12,12.0
2020-09-05,86,12.0,,0.12,10.32
2020-09-06,81,12.0,False,0.12,9.719999999999999
2020-09-07,83,12.0,,0.12,9.959999999999999
2020-09-08,84,12.0,,0.12,10.08
2020-09-09,82,12.0,,0.12,9.84
2020-09-10,76,12.0,,0.12,9.12
2020-09-11,74,12.0,,0.12,8.879999999999999
2020-09-12,69,12.0,,0.12,8.28
2020-09-13,75,10.0,False,0.1,7.5
2020-09-14,70,10.0,,0.1,7.0
2020-09-15,74,10.0,,0.1,7.4
2020-09-16,82,10.0,,0.1,8.200000000000001
2020-09-17,73,10.0,,0.1,7.300000000000001
2020-09-18,70,10.0,,0.1,7.0
2020-09-19,66,10.0,,0.1,6.6000000000000005
2020-09-20,65,10.0,False,0.1,6.5
2020-09-21,76,10.0,,0.1,7.6000000000000005
2020-09-22,72,10.0,,0.1,7.2
2020-09-23,67,10.0,,0.1,6.7
2020-09-24,70,10.0,,0.1,7.0
2020-09-25,64,10.0,,0.1,6.4
2020-09-26,62,10.0,,0.1,6.2
2020-09-27,61,9.0,False,0.09,5.49
2020-09-28,64,9.0,,0.09,5.76
2020-09-29,63,9.0,,0.09,5.67
2020-09-30,64,9.0,,0.09,5.76
2020-10-01,51,9.0,,0.09,4.59
2020-10-02,53,9.0,,0.09,4.77
2020-10-03,50,9.0,,0.09,4.5
2020-10-04,46,9.0,False,0.09,4.14
2020-10-05,51,9.0,,0.09,4.59
2020-10-06,52,9.0,,0.09,4.68
2020-10-07,49,9.0,,0.09,4.41
2020-10-08,52,9.0,,0.09,4.68
2020-10-09,55,9.0,,0.09,4.95
2020-10-10,58,9.0,,0.09,5.22
2020-10-11,55,10.0,False,0.1,5.5
2020-10-12,62,10.0,,0.1,6.2
2020-10-13,55,10.0,,0.1,5.5
2020-10-14,54,10.0,,0.1,5.4
2020-10-15,55,10.0,,0.1,5.5
2020-10-16,54,10.0,,0.1,5.4
2020-10-17,47,10.0,,0.1,4.7
2020-10-18,52,14.0,False,0.14,7.280000000000001
2020-10-19,58,14.0,,0.14,8.120000000000001
2020-10-20,73,14.0,,0.14,10.22
2020-10-21,98,14.0,,0.14,13.72
2020-10-22,100,14.0,,0.14,14.000000000000002
2020-10-23,83,14.0,,0.14,11.620000000000001
2020-10-24,76,14.0,,0.14,10.64
2020-10-25,74,14.0,False,0.14,10.360000000000001
2020-10-26,80,14.0,,0.14,11.200000000000001
2020-10-27,91,14.0,,0.14,12.740000000000002
2020-10-28,96,14.0,,0.14,13.440000000000001
2020-10-29,79,14.0,,0.14,11.06
2020-10-30,79,14.0,,0.14,11.06
2020-10-31,81,14.0,,0.14,11.340000000000002
2020-11-01,45,15.0,False,0.15,6.75
2020-11-02,47,15.0,,0.15,7.05
2020-11-03,44,15.0,,0.15,6.6
2020-11-04,40,15.0,,0.15,6.0
2020-11-05,61,15.0,,0.15,9.15
2020-11-06,67,15.0,,0.15,10.049999999999999
2020-11-07,55,15.0,,0.15,8.25
2020-11-08,52,17.0,False,0.17,8.84
2020-11-09,59,17.0,,0.17,10.030000000000001
2020-11-10,50,17.0,,0.17,8.5
2020-11-11,49,17.0,,0.17,8.33
2020-11-12,53,17.0,,0.17,9.01
2020-11-13,61,17.0,,0.17,10.370000000000001
2020-11-14,51,17.0,,0.17,8.67
2020-11-15,44,23.0,False,0.23,10.120000000000001
2020-11-16,56,23.0,,0.23,12.88
2020-11-17,77,23.0,,0.23,17.71
2020-11-18,94,23.0,,0.23,21.62
2020-11-19,78,23.0,,0.23,17.94
2020-11-20,80,23.0,,0.23,18.400000000000002
2020-11-21,77,23.0,,0.23,17.71
2020-11-22,74,26.0,False,0.26,19.240000000000002
2020-11-23,72,26.0,,0.26,18.72
2020-11-24,100,26.0,,0.26,26.0
2020-11-25,96,26.0,,0.26,24.96
2020-11-26,100,26.0,,0.26,26.0
2020-11-27,76,26.0,,0.26,19.76
2020-11-28,63,26.0,,0.26,16.38
2020-11-29,60,22.0,False,0.22,13.2
2020-11-30,85,22.0,,0.22,18.7
2020-12-01,54,22.0,,0.22,11.88
2020-12-02,43,22.0,,0.22,9.46
2020-12-03,42,22.0,,0.22,9.24
2020-12-04,39,22.0,,0.22,8.58
2020-12-05,36,22.0,,0.22,7.92
2020-12-06,34,17.0,False,0.17,5.78
2020-12-07,37,17.0,,0.17,6.29
2020-12-08,39,17.0,,0.17,6.630000000000001
2020-12-09,38,17.0,,0.17,6.460000000000001
2020-12-10,33,17.0,,0.17,5.61
2020-12-11,34,17.0,,0.17,5.78
2020-12-12,30,17.0,,0.17,5.1000000000000005
2020-12-13,34,28.0,False,0.28,9.520000000000001
2020-12-14,32,28.0,,0.28,8.96
2020-12-15,35,28.0,,0.28,9.8
2020-12-16,62,28.0,,0.28,17.360000000000003
2020-12-17,100,28.0,,0.28,28.000000000000004
2020-12-18,69,28.0,,0.28,19.32
2020-12-19,59,28.0,,0.28,16.520000000000003
2020-12-20,56,28.0,False,0.28,15.680000000000001
2020-12-21,64,28.0,,0.28,17.92
2020-12-22,55,28.0,,0.28,15.400000000000002
2020-12-23,54,28.0,,0.28,15.120000000000001
2020-12-24,44,28.0,,0.28,12.32
2020-12-25,52,28.0,,0.28,14.560000000000002
2020-12-26,71,28.0,,0.28,19.880000000000003
2020-12-27,93,43.0,False,0.43,39.99
2020-12-28,82,43.0,,0.43,35.26
2020-12-29,72,43.0,,0.43,30.96
2020-12-30,80,43.0,,0.43,34.4
2020-12-31,82,43.0,,0.43,35.26
2021-01-01,41,43.0,,0.43,17.63
2021-01-02,67,43.0,,0.43,28.81
2021-01-03,79,71.0,False,0.71,56.089999999999996
2021-01-04,70,71.0,,0.71,49.699999999999996
2021-01-05,57,71.0,,0.71,40.47
2021-01-06,65,71.0,,0.71,46.15
2021-01-07,91,71.0,,0.71,64.61
2021-01-08,93,71.0,,0.71,66.03
2021-01-09,67,71.0,,0.71,47.57
2021-01-10,68,66.0,False,0.66,44.88
2021-01-11,100,66.0,,0.66,66.0
2021-01-12,77,66.0,,0.66,50.82
2021-01-13,67,66.0,,0.66,44.22
2021-01-14,70,66.0,,0.66,46.2
2021-01-15,60,66.0,,0.66,39.6
2021-01-16,49,66.0,,0.66,32.34
2021-01-17,47,44.0,False,0.44,20.68
2021-01-18,46,44.0,,0.44,20.24
2021-01-19,43,44.0,,0.44,18.92
2021-01-20,44,44.0,,0.44,19.36
2021-01-21,51,44.0,,0.44,22.44
2021-01-22,57,44.0,,0.44,25.080000000000002
2021-01-23,42,44.0,,0.44,18.48
2021-01-24,37,42.0,False,0.42,15.54
2021-01-25,39,42.0,,0.42,16.38
2021-01-26,37,42.0,,0.42,15.54
2021-01-27,39,42.0,,0.42,16.38
2021-01-28,42,42.0,,0.42,17.64
2021-01-29,67,42.0,,0.42,28.14
2021-01-30,46,42.0,,0.42,19.32
2021-01-31,39,38.0,False,0.38,14.82
2021-02-01,42,38.0,,0.38,15.96
2021-02-02,39,38.0,,0.38,14.82
2021-02-03,41,38.0,,0.38,15.58
2021-02-04,42,38.0,,0.38,15.96
2021-02-05,40,38.0,,0.38,15.2
2021-02-06,46,38.0,,0.38,17.48
2021-02-07,42,61.0,False,0.61,25.62
2021-02-08,88,61.0,,0.61,53.68
2021-02-09,100,61.0,,0.61,61.0
2021-02-10,68,61.0,,0.61,41.48
2021-02-11,65,61.0,,0.61,39.65
2021-02-12,62,61.0,,0.61,37.82
2021-02-13,52,61.0,,0.61,31.72
2021-02-14,54,61.0,False,0.61,32.94
2021-02-15,60,61.0,,0.61,36.6
2021-02-16,65,61.0,,0.61,39.65
2021-02-17,73,61.0,,0.61,44.53
2021-02-18,67,61.0,,0.61,40.87
2021-02-19,75,61.0,,0.61,45.75
2021-02-20,81,61.0,,0.61,49.41
2021-02-21,70,65.0,False,0.65,45.5
2021-02-22,81,65.0,,0.65,52.65
2021-02-23,97,65.0,,0.65,63.050000000000004
2021-02-24,75,65.0,,0.65,48.75
2021-02-25,63,65.0,,0.65,40.95
2021-02-26,64,65.0,,0.65,41.6
2021-02-27,51,65.0,,0.65,33.15
2021-02-28,56,45.0,False,0.45,25.2
2021-03-01,95,45.0,,0.45,42.75
2021-03-02,86,45.0,,0.45,38.7
2021-03-03,82,45.0,,0.45,36.9
2021-03-04,80,45.0,,0.45,36.0
2021-03-05,76,45.0,,0.45,34.2
2021-03-06,61,45.0,,0.45,27.45
2021-03-07,69,44.0,False,0.44,30.36
2021-03-08,74,44.0,,0.44,32.56
2021-03-09,83,44.0,,0.44,36.52
2021-03-10,85,44.0,,0.44,37.4
2021-03-11,81,44.0,,0.44,35.64
2021-03-12,80,44.0,,0.44,35.2
2021-03-13,100,44.0,,0.44,44.0
2021-03-14,99,42.0,False,0.42,41.58
2021-03-15,88,42.0,,0.42,36.96
2021-03-16,83,42.0,,0.42,34.86
2021-03-17,80,42.0,,0.42,33.6
2021-03-18,80,42.0,,0.42,33.6
2021-03-19,72,42.0,,0.42,30.24
2021-03-20,65,42.0,,0.42,27.3
2021-03-21,63,39.0,False,0.39,24.57
2021-03-22,70,39.0,,0.39,27.3
2021-03-23,71,39.0,,0.39,27.69
2021-03-24,80,39.0,,0.39,31.200000000000003
2021-03-25,85,39.0,,0.39,33.15
2021-03-26,69,39.0,,0.39,26.91
2021-03-27,64,39.0,,0.39,24.96
2021-03-28,65,38.0,False,0.38,24.7
2021-03-29,68,38.0,,0.38,25.84
2021-03-30,74,38.0,,0.38,28.12
2021-03-31,71,38.0,,0.38,26.98
2021-04-01,60,38.0,,0.38,22.8
2021-04-02,57,38.0,,0.38,21.66
2021-04-03,49,38.0,,0.38,18.62
2021-04-04,48,35.0,False,0.35,16.799999999999997
2021-04-05,51,35.0,,0.35,17.849999999999998
2021-04-06,50,35.0,,0.35,17.5
2021-04-07,50,35.0,,0.35,17.5
2021-04-08,48,35.0,,0.35,16.799999999999997
2021-04-09,43,35.0,,0.35,15.049999999999999
2021-04-10,52,35.0,,0.35,18.2
2021-04-11,48,44.0,False,0.44,21.12
2021-04-12,50,44.0,,0.44,22.0
2021-04-13,68,44.0,,0.44,29.92
2021-04-14,78,44.0,,0.44,34.32
2021-04-15,64,44.0,,0.44,28.16
2021-04-16,71,44.0,,0.44,31.24
2021-04-17,59,44.0,,0.44,25.96
2021-04-18,94,55.0,False,0.55,51.7
2021-04-19,81,55.0,,0.55,44.550000000000004
2021-04-20,70,55.0,,0.55,38.5
2021-04-21,60,55.0,,0.55,33.0
2021-04-22,64,55.0,,0.55,35.2
2021-04-23,100,55.0,,0.55,55.00000000000001
2021-04-24,73,55.0,,0.55,40.150000000000006
2021-04-25,65,42.0,False,0.42,27.3
2021-04-26,70,42.0,,0.42,29.4
2021-04-27,65,42.0,,0.42,27.3
2021-04-28,60,42.0,,0.42,25.2
2021-04-29,53,42.0,,0.42,22.259999999999998
2021-04-30,54,42.0,,0.42,22.68
2021-05-01,30,42.0,,0.42,12.6
2021-05-02,26,37.0,False,0.37,9.62
2021-05-03,31,37.0,,0.37,11.47
2021-05-04,32,37.0,,0.37,11.84
2021-05-05,31,37.0,,0.37,11.47
2021-05-06,30,37.0,,0.37,11.1
2021-05-07,27,37.0,,0.37,9.99
2021-05-08,29,37.0,,0.37,10.73
2021-05-09,30,48.0,False,0.48,14.399999999999999
