date,bitcoin_unscaled,bitcoin_monthly,isPartial,scale,bitcoin
2021-05-10,31,48.0,,0.48,14.879999999999999
2021-05-11,28,48.0,,0.48,13.44
2021-05-12,31,48.0,,0.48,14.879999999999999
2021-05-13,73,48.0,,0.48,35.04
2021-05-14,45,48.0,,0.48,21.599999999999998
2021-05-15,36,48.0,,0.48,17.28
2021-05-16,39,80.0,False,0.8,31.200000000000003
2021-05-17,55,80.0,,0.8,44.0
2021-05-18,42,80.0,,0.8,33.6
2021-05-19,100,80.0,,0.8,80.0
2021-05-20,78,80.0,,0.8,62.400000000000006
2021-05-21,63,80.0,,0.8,50.400000000000006
2021-05-22,53,80.0,,0.8,42.400000000000006
2021-05-23,65,59.0,False,0.59,38.35
2021-05-24,60,59.0,,0.59,35.4
2021-05-25,48,59.0,,0.59,28.32
2021-05-26,42,59.0,,0.59,24.779999999999998
2021-05-27,38,59.0,,0.59,22.419999999999998
2021-05-28,39,59.0,,0.59,23.009999999999998
2021-05-29,39,59.0,,0.59,23.009999999999998
2021-05-30,36,43.0,False,0.43,15.48
2021-05-31,34,43.0,,0.43,14.62
2021-06-01,75,43.0,,0.43,32.25
2021-06-02,73,43.0,,0.43,31.39
2021-06-03,74,43.0,,0.43,31.82
2021-06-04,77,43.0,,0.43,33.11
2021-06-05,66,43.0,,0.43,28.38
2021-06-06,72,44.0,False,0.44,31.68
2021-06-07,69,44.0,,0.44,30.36
2021-06-08,90,44.0,,0.44,39.6
2021-06-09,87,44.0,,0.44,38.28
2021-06-10,77,44.0,,0.44,33.88
2021-06-11,64,44.0,,0.44,28.16
2021-06-12,56,44.0,,0.44,24.64
2021-06-13,59,33.0,False,0.33,19.470000000000002
2021-06-14,77,33.0,,0.33,25.41
2021-06-15,61,33.0,,0.33,20.130000000000003
2021-06-16,57,33.0,,0.33,18.810000000000002
2021-06-17,54,33.0,,0.33,17.82
2021-06-18,54,33.0,,0.33,17.82
2021-06-19,48,33.0,,0.33,15.84
2021-06-20,53,42.0,False,0.42,22.259999999999998
2021-06-21,76,42.0,,0.42,31.919999999999998
2021-06-22,100,42.0,,0.42,42.0
2021-06-23,75,42.0,,0.42,31.5
2021-06-24,63,42.0,,0.42,26.459999999999997
2021-06-25,64,42.0,,0.42,26.88
2021-06-26,56,42.0,,0.42,23.52
2021-06-27,56,30.0,False,0.3,16.8
2021-06-28,59,30.0,,0.3,17.7
2021-06-29,55,30.0,,0.3,16.5
2021-06-30,51,30.0,,0.3,15.299999999999999
2021-07-01,63,30.0,,0.3,18.9
2021-07-02,62,30.0,,0.3,18.599999999999998
2021-07-03,60,30.0,,0.3,18.0
2021-07-04,59,25.0,False,0.25,14.75
2021-07-05,59,25.0,,0.25,14.75
2021-07-06,60,25.0,,0.25,15.0
2021-07-07,57,25.0,,0.25,14.25
2021-07-08,61,25.0,,0.25,15.25
2021-07-09,58,25.0,,0.25,14.5
2021-07-10,50,25.0,,0.25,12.5
2021-07-11,47,24.0,False,0.24,11.28
2021-07-12,56,24.0,,0.24,13.44
2021-07-13,55,24.0,,0.24,13.2
2021-07-14,58,24.0,,0.24,13.92
2021-07-15,57,24.0,,0.24,13.68
2021-07-16,57,24.0,,0.24,13.68
2021-07-17,53,24.0,,0.24,12.719999999999999
2021-07-18,52,27.0,False,0.27,14.040000000000001
2021-07-19,62,27.0,,0.27,16.740000000000002
2021-07-20,75,27.0,,0.27,20.25
2021-07-21,73,27.0,,0.27,19.71
2021-07-22,66,27.0,,0.27,17.82
2021-07-23,57,27.0,,0.27,15.39
2021-07-24,57,27.0,,0.27,15.39
2021-07-25,58,32.0,False,0.32,18.56
2021-07-26,100,32.0,,0.32,32.0
2021-07-27,75,32.0,,0.32,24.0
2021-07-28,74,32.0,,0.32,23.68
2021-07-29,67,32.0,,0.32,21.44
2021-07-30,61,32.0,,0.32,19.52
2021-07-31,67,32.0,,0.32,21.44
2021-08-01,75,27.0,False,0.27,20.25
2021-08-02,78,27.0,,0.27,21.060000000000002
2021-08-03,72,27.0,,0.27,19.44
2021-08-04,71,27.0,,0.27,19.17
2021-08-05,75,27.0,,0.27,20.25
2021-08-06,80,27.0,,0.27,21.6
2021-08-07,88,27.0,,0.27,23.76
2021-08-08,88,30.0,False,0.3,26.4
2021-08-09,94,30.0,,0.3,28.2
2021-08-10,93,30.0,,0.3,27.9
2021-08-11,96,30.0,,0.3,28.799999999999997
2021-08-12,88,30.0,,0.3,26.4
2021-08-13,83,30.0,,0.3,24.9
2021-08-14,80,30.0,,0.3,24.0
2021-08-15,79,27.0,False,0.27,21.330000000000002
2021-08-16,87,27.0,,0.27,23.490000000000002
2021-08-17,78,27.0,,0.27,21.060000000000002
2021-08-18,77,27.0,,0.27,20.790000000000003
2021-08-19,76,27.0,,0.27,20.520000000000003
2021-08-20,82,27.0,,0.27,22.14
2021-08-21,82,27.0,,0.27,22.14
2021-08-22,77,27.0,False,0.27,20.790000000000003
2021-08-23,100,27.0,,0.27,27.0
2021-08-24,89,27.0,,0.27,24.03
2021-08-25,80,27.0,,0.27,21.6
2021-08-26,79,27.0,,0.27,21.330000000000002
2021-08-27,74,27.0,,0.27,19.98
2021-08-28,67,27.0,,0.27,18.09
2021-08-29,67,23.0,False,0.23,15.41
2021-08-30,69,23.0,,0.23,15.870000000000001
2021-08-31,73,23.0,,0.23,16.79
2021-09-01,53,23.0,,0.23,12.190000000000001
2021-09-02,57,23.0,,0.23,13.110000000000001
2021-09-03,56,23.0,,0.23,12.88
2021-09-04,52,23.0,,0.23,11.96
2021-09-05,53,31.0,False,0.31,16.43
2021-09-06,61,31.0,,0.31,18.91
2021-09-07,100,31.0,,0.31,31.0
2021-09-08,95,31.0,,0.31,29.45
2021-09-09,70,31.0,,0.31,21.7
2021-09-10,63,31.0,,0.31,19.53
2021-09-11,53,31.0,,0.31,16.43
2021-09-12,53,24.0,False,0.24,12.719999999999999
2021-09-13,57,24.0,,0.24,13.68
2021-09-14,55,24.0,,0.24,13.2
2021-09-15,53,24.0,,0.24,12.719999999999999
2021-09-16,55,24.0,,0.24,13.2
2021-09-17,51,24.0,,0.24,12.24
2021-09-18,46,24.0,,0.24,11.04
2021-09-19,45,29.0,False,0.29,13.049999999999999
2021-09-20,67,29.0,,0.29,19.43
2021-09-21,72,29.0,,0.29,20.88
2021-09-22,61,29.0,,0.29,17.689999999999998
2021-09-23,58,29.0,,0.29,16.82
2021-09-24,79,29.0,,0.29,22.91
2021-09-25,59,29.0,,0.29,17.11
2021-09-26,55,24.0,False,0.24,13.2
2021-09-27,55,24.0,,0.24,13.2
2021-09-28,54,24.0,,0.24,12.959999999999999
2021-09-29,50,24.0,,0.24,12.0
2021-09-30,52,24.0,,0.24,12.48
2021-10-01,58,24.0,,0.24,13.92
2021-10-02,50,24.0,,0.24,12.0
2021-10-03,45,27.0,False,0.27,12.15
2021-10-04,53,27.0,,0.27,14.31
2021-10-05,54,27.0,,0.27,14.580000000000002
2021-10-06,69,27.0,,0.27,18.630000000000003
2021-10-07,61,27.0,,0.27,16.470000000000002
2021-10-08,54,27.0,,0.27,14.580000000000002
2021-10-09,49,27.0,,0.27,13.23
2021-10-10,46,29.0,False,0.29,13.34
2021-10-11,61,29.0,,0.29,17.689999999999998
2021-10-12,55,29.0,,0.29,15.95
2021-10-13,54,29.0,,0.29,15.659999999999998
2021-10-14,55,29.0,,0.29,15.95
2021-10-15,76,29.0,,0.29,22.04
2021-10-16,68,29.0,,0.29,19.72
2021-10-17,57,36.0,False,0.36,20.52
2021-10-18,66,36.0,,0.36,23.759999999999998
2021-10-19,76,36.0,,0.36,27.36
2021-10-20,100,36.0,,0.36,36.0
2021-10-21,88,36.0,,0.36,31.68
2021-10-22,77,36.0,,0.36,27.72
2021-10-23,58,36.0,,0.36,20.88
2021-10-24,53,29.0,False,0.29,15.37
2021-10-25,62,29.0,,0.29,17.98
2021-10-26,65,29.0,,0.29,18.849999999999998
2021-10-27,70,29.0,,0.29,20.299999999999997
2021-10-28,65,29.0,,0.29,18.849999999999998
2021-10-29,56,29.0,,0.29,16.24
2021-10-30,51,29.0,,0.29,14.79
2021-10-31,50,24.0,False,0.24,12.0
2021-11-01,73,24.0,,0.24,17.52
2021-11-02,76,24.0,,0.24,18.24
2021-11-03,74,24.0,,0.24,17.759999999999998
2021-11-04,69,24.0,,0.24,16.56
2021-11-05,69,24.0,,0.24,16.56
2021-11-06,60,24.0,,0.24,14.399999999999999
2021-11-07,61,29.0,False,0.29,17.689999999999998
2021-11-08,89,29.0,,0.29,25.81
2021-11-09,100,29.0,,0.29,28.999999999999996
2021-11-10,92,29.0,,0.29,26.68
2021-11-11,81,29.0,,0.29,23.49
2021-11-12,78,29.0,,0.29,22.619999999999997
2021-11-13,71,29.0,,0.29,20.59
2021-11-14,70,29.0,False,0.29,20.299999999999997
2021-11-15,78,29.0,,0.29,22.619999999999997
2021-11-16,96,29.0,,0.29,27.839999999999996
2021-11-17,88,29.0,,0.29,25.52
2021-11-18,90,29.0,,0.29,26.099999999999998
2021-11-19,86,29.0,,0.29,24.939999999999998
2021-11-20,70,29.0,,0.29,20.299999999999997
2021-11-21,68,28.0,False,0.28,19.040000000000003
2021-11-22,73,28.0,,0.28,20.44
2021-11-23,82,28.0,,0.28,22.96
2021-11-24,83,28.0,,0.28,23.240000000000002
2021-11-25,73,28.0,,0.28,20.44
2021-11-26,90,28.0,,0.28,25.200000000000003
2021-11-27,74,28.0,,0.28,20.720000000000002
2021-11-28,71,25.0,True,0.25,17.75
2021-11-29,77,25.0,,0.25,19.25
2021-11-30,75,25.0,,0.25,18.75
2021-12-01,100,25.0,,0.25,25.0
2021-12-02,93,25.0,,0.25,23.25
