date,price bitcoin_unscaled,price bitcoin_monthly,isPartial,scale,price bitcoin
2021-03-25,82,36.0,,0.36,29.52
2021-03-26,66,36.0,,0.36,23.759999999999998
2021-03-27,60,36.0,,0.36,21.599999999999998
2021-03-28,56,34.0,False,0.34,19.040000000000003
2021-03-29,65,34.0,,0.34,22.1
2021-03-30,64,34.0,,0.34,21.76
2021-03-31,67,34.0,,0.34,22.78
2021-04-01,50,34.0,,0.34,17.0
2021-04-02,50,34.0,,0.34,17.0
2021-04-03,46,34.0,,0.34,15.64
2021-04-04,42,29.0,False,0.29,12.18
2021-04-05,45,29.0,,0.29,13.049999999999999
2021-04-06,46,29.0,,0.29,13.34
2021-04-07,43,29.0,,0.29,12.469999999999999
2021-04-08,44,29.0,,0.29,12.76
2021-04-09,39,29.0,,0.29,11.309999999999999
2021-04-10,46,29.0,,0.29,13.34
2021-04-11,44,39.0,False,0.39,17.16
2021-04-12,44,39.0,,0.39,17.16
2021-04-13,64,39.0,,0.39,24.96
2021-04-14,77,39.0,,0.39,30.03
2021-04-15,55,39.0,,0.39,21.45
2021-04-16,64,39.0,,0.39,24.96
2021-04-17,52,39.0,,0.39,20.28
2021-04-18,87,51.0,False,0.51,44.37
2021-04-19,84,51.0,,0.51,42.84
2021-04-20,71,51.0,,0.51,36.21
2021-04-21,53,51.0,,0.51,27.03
2021-04-22,60,51.0,,0.51,30.6
2021-04-23,100,51.0,,0.51,51.0
2021-04-24,72,51.0,,0.51,36.72
2021-04-25,63,39.0,False,0.39,24.57
2021-04-26,70,39.0,,0.39,27.3
2021-04-27,64,39.0,,0.39,24.96
2021-04-28,57,39.0,,0.39,22.23
2021-04-29,51,39.0,,0.39,19.89
2021-04-30,48,39.0,,0.39,18.72
2021-05-01,21,39.0,,0.39,8.19
2021-05-02,19,32.0,False,0.32,6.08
2021-05-03,22,32.0,,0.32,7.04
2021-05-04,22,32.0,,0.32,7.04
2021-05-05,22,32.0,,0.32,7.04
2021-05-06,22,32.0,,0.32,7.04
2021-05-07,19,32.0,,0.32,6.08
2021-05-08,19,32.0,,0.32,6.08
2021-05-09,22,47.0,False,0.47,10.34
2021-05-10,22,47.0,,0.47,10.34
2021-05-11,21,47.0,,0.47,9.87
2021-05-12,22,47.0,,0.47,10.34
2021-05-13,64,47.0,,0.47,30.08
2021-05-14,38,47.0,,0.47,17.86
2021-05-15,26,47.0,,0.47,12.219999999999999
2021-05-16,30,86.0,False,0.86,25.8
2021-05-17,46,86.0,,0.86,39.56
2021-05-18,36,86.0,,0.86,30.96
2021-05-19,100,86.0,,0.86,86.0
2021-05-20,80,86.0,,0.86,68.8
2021-05-21,58,86.0,,0.86,49.88
2021-05-22,48,86.0,,0.86,41.28
2021-05-23,58,65.0,False,0.65,37.7
2021-05-24,57,65.0,,0.65,37.050000000000004
2021-05-25,46,65.0,,0.65,29.900000000000002
2021-05-26,37,65.0,,0.65,24.05
2021-05-27,30,65.0,,0.65,19.5
2021-05-28,33,65.0,,0.65,21.45
2021-05-29,32,65.0,,0.65,20.8
2021-05-30,30,45.0,False,0.45,13.5
2021-05-31,30,45.0,,0.45,13.5
2021-06-01,72,45.0,,0.45,32.4
2021-06-02,70,45.0,,0.45,31.5
2021-06-03,69,45.0,,0.45,31.05
2021-06-04,73,45.0,,0.45,32.85
2021-06-05,60,45.0,,0.45,27.0
2021-06-06,61,41.0,False,0.41,25.009999999999998
2021-06-07,61,41.0,,0.41,25.009999999999998
2021-06-08,83,41.0,,0.41,34.03
2021-06-09,73,41.0,,0.41,29.93
2021-06-10,65,41.0,,0.41,26.65
2021-06-11,53,41.0,,0.41,21.73
2021-06-12,47,41.0,,0.41,19.27
2021-06-13,49,32.0,False,0.32,15.68
2021-06-14,68,32.0,,0.32,21.76
2021-06-15,54,32.0,,0.32,17.28
2021-06-16,47,32.0,,0.32,15.040000000000001
2021-06-17,45,32.0,,0.32,14.4
2021-06-18,46,32.0,,0.32,14.72
2021-06-19,39,32.0,,0.32,12.48
2021-06-20,43,42.0,False,0.42,18.06
2021-06-21,66,42.0,,0.42,27.72
2021-06-22,100,42.0,,0.42,42.0
2021-06-23,74,42.0,,0.42,31.08
2021-06-24,60,42.0,,0.42,25.2
2021-06-25,55,42.0,,0.42,23.099999999999998
2021-06-26,50,42.0,,0.42,21.0
2021-06-27,52,29.0,False,0.29,15.079999999999998
2021-06-28,55,29.0,,0.29,15.95
2021-06-29,50,29.0,,0.29,14.499999999999998
2021-06-30,43,29.0,,0.29,12.469999999999999
2021-07-01,65,29.0,,0.29,18.849999999999998
2021-07-02,62,29.0,,0.29,17.98
2021-07-03,56,29.0,,0.29,16.24
2021-07-04,55,22.0,False,0.22,12.1
2021-07-05,55,22.0,,0.22,12.1
2021-07-06,58,22.0,,0.22,12.76
2021-07-07,58,22.0,,0.22,12.76
2021-07-08,67,22.0,,0.22,14.74
2021-07-09,64,22.0,,0.22,14.08
2021-07-10,47,22.0,,0.22,10.34
2021-07-11,48,22.0,False,0.22,10.56
2021-07-12,55,22.0,,0.22,12.1
2021-07-13,58,22.0,,0.22,12.76
2021-07-14,58,22.0,,0.22,12.76
2021-07-15,58,22.0,,0.22,12.76
2021-07-16,63,22.0,,0.22,13.86
2021-07-17,53,22.0,,0.22,11.66
2021-07-18,52,28.0,False,0.28,14.560000000000002
2021-07-19,70,28.0,,0.28,19.6
2021-07-20,86,28.0,,0.28,24.080000000000002
2021-07-21,83,28.0,,0.28,23.240000000000002
2021-07-22,71,28.0,,0.28,19.880000000000003
2021-07-23,58,28.0,,0.28,16.240000000000002
2021-07-24,56,28.0,,0.28,15.680000000000001
2021-07-25,57,30.0,False,0.3,17.099999999999998
2021-07-26,100,30.0,,0.3,30.0
2021-07-27,83,30.0,,0.3,24.9
2021-07-28,79,30.0,,0.3,23.7
2021-07-29,71,30.0,,0.3,21.3
2021-07-30,64,30.0,,0.3,19.2
2021-07-31,66,30.0,,0.3,19.8
2021-08-01,74,25.0,False,0.25,18.5
2021-08-02,78,25.0,,0.25,19.5
2021-08-03,76,25.0,,0.25,19.0
2021-08-04,74,25.0,,0.25,18.5
2021-08-05,72,25.0,,0.25,18.0
2021-08-06,76,25.0,,0.25,19.0
2021-08-07,84,25.0,,0.25,21.0
2021-08-08,85,29.0,False,0.29,24.65
2021-08-09,97,29.0,,0.29,28.13
2021-08-10,93,29.0,,0.29,26.97
2021-08-11,88,29.0,,0.29,25.52
2021-08-12,86,29.0,,0.29,24.939999999999998
2021-08-13,85,29.0,,0.29,24.65
2021-08-14,81,29.0,,0.29,23.49
2021-08-15,77,24.0,False,0.24,18.48
2021-08-16,82,24.0,,0.24,19.68
2021-08-17,74,24.0,,0.24,17.759999999999998
2021-08-18,71,24.0,,0.24,17.04
2021-08-19,68,24.0,,0.24,16.32
2021-08-20,80,24.0,,0.24,19.2
2021-08-21,77,24.0,,0.24,18.48
2021-08-22,73,25.0,False,0.25,18.25
2021-08-23,100,25.0,,0.25,25.0
2021-08-24,90,25.0,,0.25,22.5
2021-08-25,74,25.0,,0.25,18.5
2021-08-26,78,25.0,,0.25,19.5
2021-08-27,72,25.0,,0.25,18.0
2021-08-28,64,25.0,,0.25,16.0
2021-08-29,57,21.0,False,0.21,11.969999999999999
2021-08-30,66,21.0,,0.21,13.86
2021-08-31,70,21.0,,0.21,14.7
2021-09-01,53,21.0,,0.21,11.129999999999999
2021-09-02,53,21.0,,0.21,11.129999999999999
2021-09-03,53,21.0,,0.21,11.129999999999999
2021-09-04,51,21.0,,0.21,10.709999999999999
2021-09-05,52,28.0,False,0.28,14.560000000000002
2021-09-06,56,28.0,,0.28,15.680000000000001
2021-09-07,100,28.0,,0.28,28.000000000000004
2021-09-08,94,28.0,,0.28,26.320000000000004
2021-09-09,67,28.0,,0.28,18.76
2021-09-10,55,28.0,,0.28,15.400000000000002
2021-09-11,51,28.0,,0.28,14.280000000000001
2021-09-12,46,21.0,False,0.21,9.66
2021-09-13,55,21.0,,0.21,11.549999999999999
2021-09-14,56,21.0,,0.21,11.76
2021-09-15,50,21.0,,0.21,10.5
2021-09-16,51,21.0,,0.21,10.709999999999999
2021-09-17,42,21.0,,0.21,8.82
2021-09-18,45,21.0,,0.21,9.45
2021-09-19,43,28.0,False,0.28,12.040000000000001
2021-09-20,65,28.0,,0.28,18.200000000000003
2021-09-21,72,28.0,,0.28,20.160000000000004
2021-09-22,57,28.0,,0.28,15.96
2021-09-23,58,28.0,,0.28,16.240000000000002
2021-09-24,87,28.0,,0.28,24.360000000000003
2021-09-25,63,28.0,,0.28,17.64
2021-09-26,54,22.0,False,0.22,11.88
2021-09-27,53,22.0,,0.22,11.66
2021-09-28,50,22.0,,0.22,11.0
2021-09-29,47,22.0,,0.22,10.34
2021-09-30,48,22.0,,0.22,10.56
2021-10-01,65,22.0,,0.22,14.3
2021-10-02,56,22.0,,0.22,12.32
2021-10-03,55,21.0,False,0.21,11.549999999999999
2021-10-04,60,21.0,,0.21,12.6
2021-10-05,49,21.0,,0.21,10.29
2021-10-06,63,21.0,,0.21,13.229999999999999
2021-10-07,59,21.0,,0.21,12.389999999999999
2021-10-08,54,21.0,,0.21,11.34
2021-10-09,43,21.0,,0.21,9.03
2021-10-10,45,22.0,False,0.22,9.9
2021-10-11,56,22.0,,0.22,12.32
2021-10-12,54,22.0,,0.22,11.88
2021-10-13,46,22.0,,0.22,10.12
2021-10-14,54,22.0,,0.22,11.88
2021-10-15,71,22.0,,0.22,15.62
2021-10-16,65,22.0,,0.22,14.3
2021-10-17,55,28.0,False,0.28,15.400000000000002
2021-10-18,71,28.0,,0.28,19.880000000000003
2021-10-19,78,28.0,,0.28,21.840000000000003
2021-10-20,100,28.0,,0.28,28.000000000000004
2021-10-21,90,28.0,,0.28,25.200000000000003
2021-10-22,75,28.0,,0.28,21.000000000000004
2021-10-23,60,28.0,,0.28,16.8
2021-10-24,53,22.0,False,0.22,11.66
2021-10-25,62,22.0,,0.22,13.64
2021-10-26,61,22.0,,0.22,13.42
2021-10-27,63,22.0,,0.22,13.86
2021-10-28,64,22.0,,0.22,14.08
2021-10-29,57,22.0,,0.22,12.540000000000001
2021-10-30,46,22.0,,0.22,10.12
2021-10-31,43,18.0,False,0.18,7.739999999999999
2021-11-01,69,18.0,,0.18,12.42
2021-11-02,73,18.0,,0.18,13.139999999999999
2021-11-03,69,18.0,,0.18,12.42
2021-11-04,62,18.0,,0.18,11.16
2021-11-05,59,18.0,,0.18,10.62
2021-11-06,53,18.0,,0.18,9.54
2021-11-07,56,22.0,False,0.22,12.32
2021-11-08,88,22.0,,0.22,19.36
2021-11-09,100,22.0,,0.22,22.0
2021-11-10,93,22.0,,0.22,20.46
2021-11-11,80,22.0,,0.22,17.6
2021-11-12,74,22.0,,0.22,16.28
2021-11-13,64,22.0,,0.22,14.08
2021-11-14,60,23.0,False,0.23,13.8
2021-11-15,71,23.0,,0.23,16.330000000000002
2021-11-16,90,23.0,,0.23,20.7
2021-11-17,85,23.0,,0.23,19.55
2021-11-18,90,23.0,,0.23,20.7
2021-11-19,88,23.0,,0.23,20.240000000000002
2021-11-20,74,23.0,,0.23,17.02
2021-11-21,63,21.0,False,0.21,13.229999999999999
2021-11-22,69,21.0,,0.21,14.49
2021-11-23,76,21.0,,0.21,15.959999999999999
2021-11-24,81,21.0,,0.21,17.009999999999998
2021-11-25,67,21.0,,0.21,14.07
2021-11-26,95,21.0,,0.21,19.95
2021-11-27,70,21.0,,0.21,14.7
2021-11-28,75,20.0,True,0.2,15.0
2021-11-29,74,20.0,,0.2,14.8
2021-11-30,76,20.0,,0.2,15.200000000000001
2021-12-01,100,20.0,,0.2,20.0
2021-12-02,96,20.0,,0.2,19.200000000000003
