date,buy bitcoin_unscaled,buy bitcoin_monthly,isPartial,scale,buy bitcoin
2021-07-15,61,9.0,,0.09,5.49
2021-07-16,48,9.0,,0.09,4.32
2021-07-17,44,9.0,,0.09,3.96
2021-07-18,49,10.0,False,0.1,4.9
2021-07-19,48,10.0,,0.1,4.800000000000001
2021-07-20,72,10.0,,0.1,7.2
2021-07-21,59,10.0,,0.1,5.9
2021-07-22,55,10.0,,0.1,5.5
2021-07-23,51,10.0,,0.1,5.1000000000000005
2021-07-24,58,10.0,,0.1,5.800000000000001
2021-07-25,57,11.0,False,0.11,6.2700000000000005
2021-07-26,100,11.0,,0.11,11.0
2021-07-27,58,11.0,,0.11,6.38
2021-07-28,58,11.0,,0.11,6.38
2021-07-29,55,11.0,,0.11,6.05
2021-07-30,62,11.0,,0.11,6.82
2021-07-31,36,11.0,,0.11,3.96
2021-08-01,65,8.0,False,0.08,5.2
2021-08-02,60,8.0,,0.08,4.8
2021-08-03,78,8.0,,0.08,6.24
2021-08-04,48,8.0,,0.08,3.84
2021-08-05,53,8.0,,0.08,4.24
2021-08-06,62,8.0,,0.08,4.96
2021-08-07,62,8.0,,0.08,4.96
2021-08-08,70,9.0,False,0.09,6.3
2021-08-09,55,9.0,,0.09,4.95
2021-08-10,73,9.0,,0.09,6.569999999999999
2021-08-11,87,9.0,,0.09,7.83
2021-08-12,91,9.0,,0.09,8.19
2021-08-13,79,9.0,,0.09,7.109999999999999
2021-08-14,59,9.0,,0.09,5.31
2021-08-15,71,11.0,False,0.11,7.81
2021-08-16,85,11.0,,0.11,9.35
2021-08-17,73,11.0,,0.11,8.03
2021-08-18,82,11.0,,0.11,9.02
2021-08-19,70,11.0,,0.11,7.7
2021-08-20,93,11.0,,0.11,10.23
2021-08-21,72,11.0,,0.11,7.92
2021-08-22,45,12.0,False,0.12,5.3999999999999995
2021-08-23,86,12.0,,0.12,10.32
2021-08-24,100,12.0,,0.12,12.0
2021-08-25,76,12.0,,0.12,9.12
2021-08-26,69,12.0,,0.12,8.28
2021-08-27,73,12.0,,0.12,8.76
2021-08-28,71,12.0,,0.12,8.52
2021-08-29,54,9.0,False,0.09,4.859999999999999
2021-08-30,50,9.0,,0.09,4.5
2021-08-31,49,9.0,,0.09,4.41
2021-09-01,62,9.0,,0.09,5.58
2021-09-02,69,9.0,,0.09,6.21
2021-09-03,54,9.0,,0.09,4.859999999999999
2021-09-04,62,9.0,,0.09,5.58
2021-09-05,81,13.0,False,0.13,10.530000000000001
2021-09-06,75,13.0,,0.13,9.75
2021-09-07,100,13.0,,0.13,13.0
2021-09-08,89,13.0,,0.13,11.57
2021-09-09,80,13.0,,0.13,10.4
2021-09-10,60,13.0,,0.13,7.800000000000001
2021-09-11,84,13.0,,0.13,10.92
2021-09-12,62,11.0,False,0.11,6.82
2021-09-13,59,11.0,,0.11,6.49
2021-09-14,74,11.0,,0.11,8.14
2021-09-15,79,11.0,,0.11,8.69
2021-09-16,50,11.0,,0.11,5.5
2021-09-17,55,11.0,,0.11,6.05
2021-09-18,84,11.0,,0.11,9.24
2021-09-19,56,11.0,False,0.11,6.16
2021-09-20,66,11.0,,0.11,7.26
2021-09-21,56,11.0,,0.11,6.16
2021-09-22,66,11.0,,0.11,7.26
2021-09-23,76,11.0,,0.11,8.36
2021-09-24,62,11.0,,0.11,6.82
2021-09-25,70,11.0,,0.11,7.7
2021-09-26,69,9.0,False,0.09,6.21
2021-09-27,61,9.0,,0.09,5.49
2021-09-28,65,9.0,,0.09,5.85
2021-09-29,65,9.0,,0.09,5.85
2021-09-30,64,9.0,,0.09,5.76
2021-10-01,44,9.0,,0.09,3.96
2021-10-02,56,9.0,,0.09,5.04
2021-10-03,51,10.0,False,0.1,5.1000000000000005
2021-10-04,58,10.0,,0.1,5.800000000000001
2021-10-05,40,10.0,,0.1,4.0
2021-10-06,37,10.0,,0.1,3.7
2021-10-07,38,10.0,,0.1,3.8000000000000003
2021-10-08,56,10.0,,0.1,5.6000000000000005
2021-10-09,57,10.0,,0.1,5.7
2021-10-10,55,11.0,False,0.11,6.05
2021-10-11,61,11.0,,0.11,6.71
2021-10-12,35,11.0,,0.11,3.85
2021-10-13,49,11.0,,0.11,5.39
2021-10-14,43,11.0,,0.11,4.73
2021-10-15,58,11.0,,0.11,6.38
2021-10-16,80,11.0,,0.11,8.8
2021-10-17,71,15.0,False,0.15,10.65
2021-10-18,53,15.0,,0.15,7.949999999999999
2021-10-19,68,15.0,,0.15,10.2
2021-10-20,100,15.0,,0.15,15.0
2021-10-21,73,15.0,,0.15,10.95
2021-10-22,66,15.0,,0.15,9.9
2021-10-23,49,15.0,,0.15,7.35
2021-10-24,58,16.0,False,0.16,9.28
2021-10-25,61,16.0,,0.16,9.76
2021-10-26,77,16.0,,0.16,12.32
2021-10-27,87,16.0,,0.16,13.92
2021-10-28,78,16.0,,0.16,12.48
2021-10-29,82,16.0,,0.16,13.120000000000001
2021-10-30,89,16.0,,0.16,14.24
2021-10-31,72,15.0,False,0.15,10.799999999999999
2021-11-01,91,15.0,,0.15,13.65
2021-11-02,72,15.0,,0.15,10.799999999999999
2021-11-03,73,15.0,,0.15,10.95
2021-11-04,78,15.0,,0.15,11.7
2021-11-05,69,15.0,,0.15,10.35
2021-11-06,82,15.0,,0.15,12.299999999999999
2021-11-07,70,15.0,False,0.15,10.5
2021-11-08,76,15.0,,0.15,11.4
2021-11-09,100,15.0,,0.15,15.0
2021-11-10,89,15.0,,0.15,13.35
2021-11-11,79,15.0,,0.15,11.85
2021-11-12,86,15.0,,0.15,12.9
2021-11-13,83,15.0,,0.15,12.45
2021-11-14,71,13.0,False,0.13,9.23
2021-11-15,58,13.0,,0.13,7.54
2021-11-16,64,13.0,,0.13,8.32
2021-11-17,76,13.0,,0.13,9.88
2021-11-18,73,13.0,,0.13,9.49
2021-11-19,70,13.0,,0.13,9.1
2021-11-20,54,13.0,,0.13,7.0200000000000005
2021-11-21,71,12.0,False,0.12,8.52
2021-11-22,59,12.0,,0.12,7.08
2021-11-23,65,12.0,,0.12,7.8
2021-11-24,57,12.0,,0.12,6.84
2021-11-25,43,12.0,,0.12,5.16
2021-11-26,73,12.0,,0.12,8.76
2021-11-27,59,12.0,,0.12,7.08
2021-11-28,66,12.0,False,0.12,7.92
2021-11-29,44,12.0,,0.12,5.279999999999999
2021-11-30,69,12.0,,0.12,8.28
2021-12-01,56,12.0,,0.12,6.72
2021-12-02,60,12.0,,0.12,7.199999999999999
2021-12-03,45,12.0,,0.12,5.3999999999999995
2021-12-04,92,12.0,,0.12,11.04
2021-12-05,100,13.0,True,0.13,13.0
2021-12-06,67,13.0,,0.13,8.71
2021-12-07,68,13.0,,0.13,8.84
2021-12-08,62,13.0,,0.13,8.06
