date,cryptocurrency_unscaled,cryptocurrency_monthly,isPartial,scale,cryptocurrency
2021-10-02,33,22.0,,0.22,7.26
2021-10-03,27,28.0,False,0.28,7.5600000000000005
2021-10-04,38,28.0,,0.28,10.64
2021-10-05,36,28.0,,0.28,10.080000000000002
2021-10-06,52,28.0,,0.28,14.560000000000002
2021-10-07,57,28.0,,0.28,15.96
2021-10-08,46,28.0,,0.28,12.88
2021-10-09,44,28.0,,0.28,12.32
2021-10-10,40,27.0,False,0.27,10.8
2021-10-11,40,27.0,,0.27,10.8
2021-10-12,39,27.0,,0.27,10.530000000000001
2021-10-13,35,27.0,,0.27,9.450000000000001
2021-10-14,36,27.0,,0.27,9.72
2021-10-15,43,27.0,,0.27,11.610000000000001
2021-10-16,41,27.0,,0.27,11.07
2021-10-17,43,28.0,False,0.28,12.040000000000001
2021-10-18,41,28.0,,0.28,11.48
2021-10-19,35,28.0,,0.28,9.8
2021-10-20,44,28.0,,0.28,12.32
2021-10-21,45,28.0,,0.28,12.600000000000001
2021-10-22,46,28.0,,0.28,12.88
2021-10-23,45,28.0,,0.28,12.600000000000001
2021-10-24,68,52.0,False,0.52,35.36
2021-10-25,49,52.0,,0.52,25.48
2021-10-26,58,52.0,,0.52,30.16
2021-10-27,95,52.0,,0.52,49.4
2021-10-28,100,52.0,,0.52,52.0
2021-10-29,87,52.0,,0.52,45.24
2021-10-30,80,52.0,,0.52,41.6
2021-10-31,67,59.0,False,0.59,39.53
2021-11-01,94,59.0,,0.59,55.459999999999994
2021-11-02,100,59.0,,0.59,59.0
2021-11-03,42,59.0,,0.59,24.779999999999998
2021-11-04,43,59.0,,0.59,25.369999999999997
2021-11-05,40,59.0,,0.59,23.599999999999998
2021-11-06,41,59.0,,0.59,24.189999999999998
2021-11-07,38,41.0,False,0.41,15.579999999999998
2021-11-08,37,41.0,,0.41,15.17
2021-11-09,40,41.0,,0.41,16.4
2021-11-10,41,41.0,,0.41,16.81
2021-11-11,37,41.0,,0.41,15.17
2021-11-12,37,41.0,,0.41,15.17
2021-11-13,42,41.0,,0.41,17.22
2021-11-14,42,40.0,False,0.4,16.8
2021-11-15,38,40.0,,0.4,15.200000000000001
2021-11-16,47,40.0,,0.4,18.8
2021-11-17,37,40.0,,0.4,14.8
2021-11-18,42,40.0,,0.4,16.8
2021-11-19,32,40.0,,0.4,12.8
2021-11-20,37,40.0,,0.4,14.8
2021-11-21,35,48.0,False,0.48,16.8
2021-11-22,33,48.0,,0.48,15.84
2021-11-23,59,48.0,,0.48,28.32
2021-11-24,79,48.0,,0.48,37.92
2021-11-25,46,48.0,,0.48,22.08
2021-11-26,36,48.0,,0.48,17.28
2021-11-27,34,48.0,,0.48,16.32
2021-11-28,34,35.0,True,0.35,11.899999999999999
2021-11-29,36,35.0,,0.35,12.6
2021-11-30,37,35.0,,0.35,12.95
2021-12-01,100,35.0,,0.35,35.0
2021-12-02,90,35.0,,0.35,31.499999999999996
