date,cryptocurrency_unscaled,cryptocurrency_monthly,isPartial,scale,cryptocurrency
2020-02-12,78,8.0,,0.08,6.24
2020-02-13,86,8.0,,0.08,6.88
2020-02-14,83,8.0,,0.08,6.640000000000001
2020-02-15,87,8.0,,0.08,6.96
2020-02-16,89,7.0,False,0.07,6.23
2020-02-17,86,7.0,,0.07,6.0200000000000005
2020-02-18,70,7.0,,0.07,4.9
2020-02-19,69,7.0,,0.07,4.83
2020-02-20,75,7.0,,0.07,5.250000000000001
2020-02-21,68,7.0,,0.07,4.760000000000001
2020-02-22,71,7.0,,0.07,4.970000000000001
2020-02-23,48,7.0,False,0.07,3.3600000000000003
2020-02-24,67,7.0,,0.07,4.69
2020-02-25,82,7.0,,0.07,5.74
2020-02-26,55,7.0,,0.07,3.8500000000000005
2020-02-27,70,7.0,,0.07,4.9
2020-02-28,72,7.0,,0.07,5.040000000000001
2020-02-29,64,7.0,,0.07,4.48
2020-03-01,40,8.0,False,0.08,3.2
2020-03-02,45,8.0,,0.08,3.6
2020-03-03,51,8.0,,0.08,4.08
2020-03-04,100,8.0,,0.08,8.0
2020-03-05,62,8.0,,0.08,4.96
2020-03-06,53,8.0,,0.08,4.24
2020-03-07,53,8.0,,0.08,4.24
2020-03-08,54,8.0,False,0.08,4.32
2020-03-09,54,8.0,,0.08,4.32
2020-03-10,40,8.0,,0.08,3.2
2020-03-11,50,8.0,,0.08,4.0
2020-03-12,74,8.0,,0.08,5.92
2020-03-13,63,8.0,,0.08,5.04
2020-03-14,55,8.0,,0.08,4.4
2020-03-15,56,8.0,False,0.08,4.48
2020-03-16,63,8.0,,0.08,5.04
2020-03-17,38,8.0,,0.08,3.04
2020-03-18,44,8.0,,0.08,3.52
2020-03-19,47,8.0,,0.08,3.7600000000000002
2020-03-20,41,8.0,,0.08,3.2800000000000002
2020-03-21,43,8.0,,0.08,3.44
2020-03-22,41,7.0,False,0.07,2.87
2020-03-23,29,7.0,,0.07,2.0300000000000002
2020-03-24,54,7.0,,0.07,3.7800000000000002
2020-03-25,37,7.0,,0.07,2.5900000000000003
2020-03-26,43,7.0,,0.07,3.0100000000000002
2020-03-27,47,7.0,,0.07,3.2900000000000005
2020-03-28,36,7.0,,0.07,2.5200000000000005
2020-03-29,35,6.0,False,0.06,2.1
2020-03-30,40,6.0,,0.06,2.4
2020-03-31,42,6.0,,0.06,2.52
2020-04-01,67,6.0,,0.06,4.02
2020-04-02,59,6.0,,0.06,3.54
2020-04-03,58,6.0,,0.06,3.48
2020-04-04,71,6.0,,0.06,4.26
2020-04-05,59,7.0,False,0.07,4.130000000000001
2020-04-06,67,7.0,,0.07,4.69
2020-04-07,77,7.0,,0.07,5.390000000000001
2020-04-08,74,7.0,,0.07,5.180000000000001
2020-04-09,75,7.0,,0.07,5.250000000000001
2020-04-10,71,7.0,,0.07,4.970000000000001
2020-04-11,61,7.0,,0.07,4.2700000000000005
2020-04-12,64,7.0,False,0.07,4.48
2020-04-13,58,7.0,,0.07,4.0600000000000005
2020-04-14,70,7.0,,0.07,4.9
2020-04-15,81,7.0,,0.07,5.670000000000001
2020-04-16,68,7.0,,0.07,4.760000000000001
2020-04-17,61,7.0,,0.07,4.2700000000000005
2020-04-18,61,7.0,,0.07,4.2700000000000005
2020-04-19,74,8.0,False,0.08,5.92
2020-04-20,81,8.0,,0.08,6.48
2020-04-21,89,8.0,,0.08,7.12
2020-04-22,65,8.0,,0.08,5.2
2020-04-23,68,8.0,,0.08,5.44
2020-04-24,65,8.0,,0.08,5.2
2020-04-25,75,8.0,,0.08,6.0
2020-04-26,84,9.0,False,0.09,7.56
2020-04-27,80,9.0,,0.09,7.199999999999999
2020-04-28,69,9.0,,0.09,6.21
2020-04-29,84,9.0,,0.09,7.56
2020-04-30,100,9.0,,0.09,9.0
2020-05-01,64,9.0,,0.09,5.76
2020-05-02,97,9.0,,0.09,8.73
2020-05-03,77,9.0,False,0.09,6.93
2020-05-04,83,9.0,,0.09,7.47
2020-05-05,72,9.0,,0.09,6.4799999999999995
2020-05-06,85,9.0,,0.09,7.6499999999999995
2020-05-07,72,9.0,,0.09,6.4799999999999995
2020-05-08,87,9.0,,0.09,7.83
2020-05-09,81,9.0,,0.09,7.29
2020-05-10,100,9.0,False,0.09,9.0
2020-05-11,82,9.0,,0.09,7.38
2020-05-12,79,9.0,,0.09,7.109999999999999
2020-05-13,71,9.0,,0.09,6.39
2020-05-14,80,9.0,,0.09,7.199999999999999
2020-05-15,70,9.0,,0.09,6.3
2020-05-16,74,9.0,,0.09,6.66
2020-05-17,60,8.0,False,0.08,4.8
2020-05-18,89,8.0,,0.08,7.12
2020-05-19,87,8.0,,0.08,6.96
2020-05-20,76,8.0,,0.08,6.08
2020-05-21,56,8.0,,0.08,4.48
2020-05-22,52,8.0,,0.08,4.16
2020-05-23,79,8.0,,0.08,6.32
2020-05-24,58,8.0,False,0.08,4.64
2020-05-25,70,8.0,,0.08,5.6000000000000005
2020-05-26,64,8.0,,0.08,5.12
2020-05-27,50,8.0,,0.08,4.0
2020-05-28,70,8.0,,0.08,5.6000000000000005
2020-05-29,71,8.0,,0.08,5.68
2020-05-30,81,8.0,,0.08,6.48
2020-05-31,61,7.0,False,0.07,4.2700000000000005
2020-06-01,61,7.0,,0.07,4.2700000000000005
2020-06-02,92,7.0,,0.07,6.44
2020-06-03,77,7.0,,0.07,5.390000000000001
2020-06-04,83,7.0,,0.07,5.8100000000000005
2020-06-05,78,7.0,,0.07,5.460000000000001
2020-06-06,81,7.0,,0.07,5.670000000000001
2020-06-07,67,7.0,False,0.07,4.69
2020-06-08,73,7.0,,0.07,5.11
2020-06-09,91,7.0,,0.07,6.370000000000001
2020-06-10,91,7.0,,0.07,6.370000000000001
2020-06-11,78,7.0,,0.07,5.460000000000001
2020-06-12,76,7.0,,0.07,5.32
2020-06-13,100,7.0,,0.07,7.000000000000001
2020-06-14,81,7.0,False,0.07,5.670000000000001
2020-06-15,68,7.0,,0.07,4.760000000000001
2020-06-16,75,7.0,,0.07,5.250000000000001
2020-06-17,77,7.0,,0.07,5.390000000000001
2020-06-18,83,7.0,,0.07,5.8100000000000005
2020-06-19,84,7.0,,0.07,5.880000000000001
2020-06-20,81,7.0,,0.07,5.670000000000001
2020-06-21,65,8.0,False,0.08,5.2
2020-06-22,73,8.0,,0.08,5.84
2020-06-23,64,8.0,,0.08,5.12
2020-06-24,99,8.0,,0.08,7.92
2020-06-25,89,8.0,,0.08,7.12
2020-06-26,83,8.0,,0.08,6.640000000000001
2020-06-27,83,8.0,,0.08,6.640000000000001
2020-06-28,96,8.0,False,0.08,7.68
2020-06-29,96,8.0,,0.08,7.68
2020-06-30,96,8.0,,0.08,7.68
2020-07-01,68,8.0,,0.08,5.44
2020-07-02,49,8.0,,0.08,3.92
2020-07-03,53,8.0,,0.08,4.24
2020-07-04,47,8.0,,0.08,3.7600000000000002
2020-07-05,53,9.0,False,0.09,4.77
2020-07-06,70,9.0,,0.09,6.3
2020-07-07,80,9.0,,0.09,7.199999999999999
2020-07-08,100,9.0,,0.09,9.0
2020-07-09,91,9.0,,0.09,8.19
2020-07-10,60,9.0,,0.09,5.3999999999999995
2020-07-11,77,9.0,,0.09,6.93
2020-07-12,76,8.0,False,0.08,6.08
2020-07-13,74,8.0,,0.08,5.92
2020-07-14,72,8.0,,0.08,5.76
2020-07-15,65,8.0,,0.08,5.2
2020-07-16,81,8.0,,0.08,6.48
2020-07-17,60,8.0,,0.08,4.8
2020-07-18,57,8.0,,0.08,4.5600000000000005
2020-07-19,56,8.0,False,0.08,4.48
2020-07-20,66,8.0,,0.08,5.28
2020-07-21,77,8.0,,0.08,6.16
2020-07-22,63,8.0,,0.08,5.04
2020-07-23,77,8.0,,0.08,6.16
2020-07-24,75,8.0,,0.08,6.0
2020-07-25,78,8.0,,0.08,6.24
2020-07-26,59,10.0,False,0.1,5.9
2020-07-27,99,10.0,,0.1,9.9
2020-07-28,83,10.0,,0.1,8.3
2020-07-29,81,10.0,,0.1,8.1
2020-07-30,81,10.0,,0.1,8.1
2020-07-31,80,10.0,,0.1,8.0
2020-08-01,99,10.0,,0.1,9.9
2020-08-02,97,10.0,False,0.1,9.700000000000001
2020-08-03,89,10.0,,0.1,8.9
2020-08-04,91,10.0,,0.1,9.1
2020-08-05,81,10.0,,0.1,8.1
2020-08-06,77,10.0,,0.1,7.7
2020-08-07,73,10.0,,0.1,7.300000000000001
2020-08-08,77,10.0,,0.1,7.7
2020-08-09,89,11.0,False,0.11,9.790000000000001
2020-08-10,67,11.0,,0.11,7.37
2020-08-11,80,11.0,,0.11,8.8
2020-08-12,82,11.0,,0.11,9.02
2020-08-13,100,11.0,,0.11,11.0
2020-08-14,91,11.0,,0.11,10.01
2020-08-15,86,11.0,,0.11,9.46
2020-08-16,78,10.0,False,0.1,7.800000000000001
2020-08-17,86,10.0,,0.1,8.6
2020-08-18,68,10.0,,0.1,6.800000000000001
2020-08-19,78,10.0,,0.1,7.800000000000001
2020-08-20,75,10.0,,0.1,7.5
2020-08-21,76,10.0,,0.1,7.6000000000000005
2020-08-22,85,10.0,,0.1,8.5
2020-08-23,90,9.0,False,0.09,8.1
2020-08-24,81,9.0,,0.09,7.29
2020-08-25,78,9.0,,0.09,7.02
2020-08-26,95,9.0,,0.09,8.549999999999999
2020-08-27,71,9.0,,0.09,6.39
2020-08-28,52,9.0,,0.09,4.68
2020-08-29,80,9.0,,0.09,7.199999999999999
2020-08-30,95,10.0,False,0.1,9.5
2020-08-31,82,10.0,,0.1,8.200000000000001
2020-09-01,96,10.0,,0.1,9.600000000000001
2020-09-02,80,10.0,,0.1,8.0
2020-09-03,100,10.0,,0.1,10.0
2020-09-04,81,10.0,,0.1,8.1
2020-09-05,63,10.0,,0.1,6.300000000000001
2020-09-06,66,8.0,False,0.08,5.28
2020-09-07,74,8.0,,0.08,5.92
2020-09-08,58,8.0,,0.08,4.64
2020-09-09,71,8.0,,0.08,5.68
2020-09-10,75,8.0,,0.08,6.0
2020-09-11,66,8.0,,0.08,5.28
2020-09-12,64,8.0,,0.08,5.12
2020-09-13,71,8.0,False,0.08,5.68
2020-09-14,64,8.0,,0.08,5.12
2020-09-15,72,8.0,,0.08,5.76
2020-09-16,78,8.0,,0.08,6.24
2020-09-17,77,8.0,,0.08,6.16
2020-09-18,77,8.0,,0.08,6.16
2020-09-19,70,8.0,,0.08,5.6000000000000005
2020-09-20,66,7.0,False,0.07,4.62
2020-09-21,57,7.0,,0.07,3.99
2020-09-22,61,7.0,,0.07,4.2700000000000005
2020-09-23,54,7.0,,0.07,3.7800000000000002
2020-09-24,77,7.0,,0.07,5.390000000000001
2020-09-25,50,7.0,,0.07,3.5000000000000004
2020-09-26,71,7.0,,0.07,4.970000000000001
2020-09-27,62,7.0,False,0.07,4.340000000000001
2020-09-28,67,7.0,,0.07,4.69
2020-09-29,54,7.0,,0.07,3.7800000000000002
2020-09-30,64,7.0,,0.07,4.48
2020-10-01,71,7.0,,0.07,4.970000000000001
2020-10-02,68,7.0,,0.07,4.760000000000001
2020-10-03,67,7.0,,0.07,4.69
2020-10-04,77,7.0,False,0.07,5.390000000000001
2020-10-05,59,7.0,,0.07,4.130000000000001
2020-10-06,65,7.0,,0.07,4.550000000000001
2020-10-07,73,7.0,,0.07,5.11
2020-10-08,53,7.0,,0.07,3.7100000000000004
2020-10-09,77,7.0,,0.07,5.390000000000001
2020-10-10,66,7.0,,0.07,4.62
2020-10-11,57,6.0,False,0.06,3.42
2020-10-12,75,6.0,,0.06,4.5
2020-10-13,65,6.0,,0.06,3.9
2020-10-14,67,6.0,,0.06,4.02
2020-10-15,67,6.0,,0.06,4.02
2020-10-16,100,6.0,,0.06,6.0
2020-10-17,70,6.0,,0.06,4.2
2020-10-18,53,7.0,False,0.07,3.7100000000000004
2020-10-19,47,7.0,,0.07,3.2900000000000005
2020-10-20,63,7.0,,0.07,4.41
2020-10-21,80,7.0,,0.07,5.6000000000000005
2020-10-22,94,7.0,,0.07,6.580000000000001
2020-10-23,89,7.0,,0.07,6.23
2020-10-24,70,7.0,,0.07,4.9
2020-10-25,62,6.0,False,0.06,3.7199999999999998
2020-10-26,66,6.0,,0.06,3.96
2020-10-27,78,6.0,,0.06,4.68
2020-10-28,79,6.0,,0.06,4.74
2020-10-29,84,6.0,,0.06,5.04
2020-10-30,61,6.0,,0.06,3.6599999999999997
2020-10-31,60,6.0,,0.06,3.5999999999999996
2020-11-01,45,7.0,False,0.07,3.1500000000000004
2020-11-02,37,7.0,,0.07,2.5900000000000003
2020-11-03,38,7.0,,0.07,2.66
2020-11-04,39,7.0,,0.07,2.7300000000000004
2020-11-05,35,7.0,,0.07,2.45
2020-11-06,46,7.0,,0.07,3.22
2020-11-07,42,7.0,,0.07,2.9400000000000004
2020-11-08,39,8.0,False,0.08,3.12
2020-11-09,39,8.0,,0.08,3.12
2020-11-10,40,8.0,,0.08,3.2
2020-11-11,44,8.0,,0.08,3.52
2020-11-12,52,8.0,,0.08,4.16
2020-11-13,57,8.0,,0.08,4.5600000000000005
2020-11-14,43,8.0,,0.08,3.44
2020-11-15,49,10.0,False,0.1,4.9
2020-11-16,47,10.0,,0.1,4.7
2020-11-17,53,10.0,,0.1,5.300000000000001
2020-11-18,67,10.0,,0.1,6.7
2020-11-19,58,10.0,,0.1,5.800000000000001
2020-11-20,42,10.0,,0.1,4.2
2020-11-21,79,10.0,,0.1,7.9
2020-11-22,65,14.0,False,0.14,9.100000000000001
2020-11-23,82,14.0,,0.14,11.48
2020-11-24,100,14.0,,0.14,14.000000000000002
2020-11-25,80,14.0,,0.14,11.200000000000001
2020-11-26,65,14.0,,0.14,9.100000000000001
2020-11-27,62,14.0,,0.14,8.680000000000001
2020-11-28,58,14.0,,0.14,8.120000000000001
2020-11-29,58,13.0,False,0.13,7.54
2020-11-30,65,13.0,,0.13,8.450000000000001
2020-12-01,64,13.0,,0.13,8.32
2020-12-02,55,13.0,,0.13,7.15
2020-12-03,67,13.0,,0.13,8.71
2020-12-04,63,13.0,,0.13,8.19
2020-12-05,54,13.0,,0.13,7.0200000000000005
2020-12-06,59,11.0,False,0.11,6.49
2020-12-07,67,11.0,,0.11,7.37
2020-12-08,60,11.0,,0.11,6.6
2020-12-09,51,11.0,,0.11,5.61
2020-12-10,68,11.0,,0.11,7.48
2020-12-11,52,11.0,,0.11,5.72
2020-12-12,41,11.0,,0.11,4.51
2020-12-13,54,13.0,False,0.13,7.0200000000000005
2020-12-14,52,13.0,,0.13,6.76
2020-12-15,52,13.0,,0.13,6.76
2020-12-16,73,13.0,,0.13,9.49
2020-12-17,92,13.0,,0.13,11.96
2020-12-18,79,13.0,,0.13,10.27
2020-12-19,77,13.0,,0.13,10.01
2020-12-20,71,14.0,False,0.14,9.940000000000001
2020-12-21,88,14.0,,0.14,12.32
2020-12-22,74,14.0,,0.14,10.360000000000001
2020-12-23,71,14.0,,0.14,9.940000000000001
2020-12-24,53,14.0,,0.14,7.420000000000001
2020-12-25,78,14.0,,0.14,10.920000000000002
2020-12-26,70,14.0,,0.14,9.8
2020-12-27,95,19.0,False,0.19,18.05
2020-12-28,86,19.0,,0.19,16.34
2020-12-29,82,19.0,,0.19,15.58
2020-12-30,100,19.0,,0.19,19.0
2020-12-31,77,19.0,,0.19,14.63
2021-01-01,25,19.0,,0.19,4.75
2021-01-02,41,19.0,,0.19,7.79
2021-01-03,48,30.0,False,0.3,14.399999999999999
2021-01-04,47,30.0,,0.3,14.1
2021-01-05,43,30.0,,0.3,12.9
2021-01-06,44,30.0,,0.3,13.2
2021-01-07,55,30.0,,0.3,16.5
2021-01-08,51,30.0,,0.3,15.299999999999999
2021-01-09,49,30.0,,0.3,14.7
2021-01-10,53,28.0,False,0.28,14.840000000000002
2021-01-11,50,28.0,,0.28,14.000000000000002
2021-01-12,44,28.0,,0.28,12.32
2021-01-13,38,28.0,,0.28,10.64
2021-01-14,44,28.0,,0.28,12.32
2021-01-15,41,28.0,,0.28,11.48
2021-01-16,43,28.0,,0.28,12.040000000000001
2021-01-17,35,22.0,False,0.22,7.7
2021-01-18,32,22.0,,0.22,7.04
2021-01-19,38,22.0,,0.22,8.36
2021-01-20,32,22.0,,0.22,7.04
2021-01-21,32,22.0,,0.22,7.04
2021-01-22,34,22.0,,0.22,7.48
2021-01-23,26,22.0,,0.22,5.72
2021-01-24,28,31.0,False,0.31,8.68
2021-01-25,24,31.0,,0.31,7.4399999999999995
2021-01-26,27,31.0,,0.31,8.37
2021-01-27,27,31.0,,0.31,8.37
2021-01-28,45,31.0,,0.31,13.95
2021-01-29,100,31.0,,0.31,31.0
2021-01-30,75,31.0,,0.31,23.25
2021-01-31,72,39.0,False,0.39,28.080000000000002
2021-02-01,70,39.0,,0.39,27.3
2021-02-02,51,39.0,,0.39,19.89
2021-02-03,52,39.0,,0.39,20.28
2021-02-04,72,39.0,,0.39,28.080000000000002
2021-02-05,74,39.0,,0.39,28.86
2021-02-06,74,39.0,,0.39,28.86
2021-02-07,80,51.0,False,0.51,40.8
2021-02-08,94,51.0,,0.51,47.94
2021-02-09,100,51.0,,0.51,51.0
2021-02-10,91,51.0,,0.51,46.410000000000004
2021-02-11,85,51.0,,0.51,43.35
2021-02-12,80,51.0,,0.51,40.8
2021-02-13,84,51.0,,0.51,42.84
2021-02-14,76,39.0,False,0.39,29.64
2021-02-15,70,39.0,,0.39,27.3
2021-02-16,63,39.0,,0.39,24.57
2021-02-17,65,39.0,,0.39,25.35
2021-02-18,63,39.0,,0.39,24.57
2021-02-19,74,39.0,,0.39,28.86
2021-02-20,76,39.0,,0.39,29.64
2021-02-21,79,35.0,False,0.35,27.65
2021-02-22,67,35.0,,0.35,23.45
2021-02-23,66,35.0,,0.35,23.099999999999998
2021-02-24,51,35.0,,0.35,17.849999999999998
2021-02-25,52,35.0,,0.35,18.2
2021-02-26,46,35.0,,0.35,16.099999999999998
2021-02-27,51,35.0,,0.35,17.849999999999998
2021-02-28,43,24.0,False,0.24,10.32
2021-03-01,82,24.0,,0.24,19.68
2021-03-02,86,24.0,,0.24,20.64
2021-03-03,80,24.0,,0.24,19.2
2021-03-04,78,24.0,,0.24,18.72
2021-03-05,65,24.0,,0.24,15.6
2021-03-06,72,24.0,,0.24,17.28
2021-03-07,78,25.0,False,0.25,19.5
2021-03-08,83,25.0,,0.25,20.75
2021-03-09,83,25.0,,0.25,20.75
2021-03-10,78,25.0,,0.25,19.5
2021-03-11,75,25.0,,0.25,18.75
2021-03-12,73,25.0,,0.25,18.25
2021-03-13,90,25.0,,0.25,22.5
2021-03-14,92,27.0,False,0.27,24.840000000000003
2021-03-15,100,27.0,,0.27,27.0
2021-03-16,91,27.0,,0.27,24.57
2021-03-17,83,27.0,,0.27,22.41
2021-03-18,83,27.0,,0.27,22.41
2021-03-19,84,27.0,,0.27,22.68
2021-03-20,94,27.0,,0.27,25.380000000000003
2021-03-21,90,25.0,False,0.25,22.5
2021-03-22,89,25.0,,0.25,22.25
2021-03-23,78,25.0,,0.25,19.5
2021-03-24,72,25.0,,0.25,18.0
2021-03-25,80,25.0,,0.25,20.0
2021-03-26,67,25.0,,0.25,16.75
2021-03-27,82,25.0,,0.25,20.5
2021-03-28,72,25.0,False,0.25,18.0
2021-03-29,72,25.0,,0.25,18.0
2021-03-30,80,25.0,,0.25,20.0
2021-03-31,81,25.0,,0.25,20.25
2021-04-01,27,25.0,,0.25,6.75
2021-04-02,30,25.0,,0.25,7.5
2021-04-03,32,25.0,,0.25,8.0
2021-04-04,33,32.0,False,0.32,10.56
2021-04-05,39,32.0,,0.32,12.48
2021-04-06,38,32.0,,0.32,12.16
2021-04-07,32,32.0,,0.32,10.24
2021-04-08,30,32.0,,0.32,9.6
2021-04-09,30,32.0,,0.32,9.6
2021-04-10,36,32.0,,0.32,11.52
2021-04-11,36,55.0,False,0.55,19.8
2021-04-12,38,55.0,,0.55,20.900000000000002
2021-04-13,44,55.0,,0.55,24.200000000000003
2021-04-14,60,55.0,,0.55,33.0
2021-04-15,57,55.0,,0.55,31.35
2021-04-16,100,55.0,,0.55,55.00000000000001
2021-04-17,79,55.0,,0.55,43.45
2021-04-18,81,61.0,False,0.61,49.41
2021-04-19,73,61.0,,0.61,44.53
2021-04-20,70,61.0,,0.61,42.699999999999996
2021-04-21,54,61.0,,0.61,32.94
2021-04-22,53,61.0,,0.61,32.33
2021-04-23,64,61.0,,0.61,39.04
2021-04-24,48,61.0,,0.61,29.28
2021-04-25,49,43.0,False,0.43,21.07
2021-04-26,42,43.0,,0.43,18.06
2021-04-27,48,43.0,,0.43,20.64
2021-04-28,47,43.0,,0.43,20.21
2021-04-29,44,43.0,,0.43,18.919999999999998
2021-04-30,46,43.0,,0.43,19.78
2021-05-01,39,43.0,,0.43,16.77
2021-05-02,33,74.0,False,0.74,24.419999999999998
2021-05-03,44,74.0,,0.74,32.56
2021-05-04,56,74.0,,0.74,41.44
2021-05-05,72,74.0,,0.74,53.28
2021-05-06,64,74.0,,0.74,47.36
2021-05-07,63,74.0,,0.74,46.62
2021-05-08,73,74.0,,0.74,54.019999999999996
2021-05-09,75,88.0,False,0.88,66.0
2021-05-10,69,88.0,,0.88,60.72
2021-05-11,66,88.0,,0.88,58.08
2021-05-12,64,88.0,,0.88,56.32
2021-05-13,82,88.0,,0.88,72.16
2021-05-14,68,88.0,,0.88,59.84
2021-05-15,61,88.0,,0.88,53.68
2021-05-16,59,78.0,False,0.78,46.02
2021-05-17,54,78.0,,0.78,42.120000000000005
2021-05-18,53,78.0,,0.78,41.34
2021-05-19,100,78.0,,0.78,78.0
2021-05-20,72,78.0,,0.78,56.160000000000004
2021-05-21,50,78.0,,0.78,39.0
2021-05-22,46,78.0,,0.78,35.88
2021-05-23,55,51.0,False,0.51,28.05
2021-05-24,46,51.0,,0.51,23.46
2021-05-25,40,51.0,,0.51,20.4
2021-05-26,38,51.0,,0.51,19.38
2021-05-27,33,51.0,,0.51,16.830000000000002
2021-05-28,33,51.0,,0.51,16.830000000000002
2021-05-29,37,51.0,,0.51,18.87
2021-05-30,34,41.0,False,0.41,13.94
2021-05-31,34,41.0,,0.41,13.94
2021-06-01,93,41.0,,0.41,38.129999999999995
2021-06-02,100,41.0,,0.41,41.0
2021-06-03,98,41.0,,0.41,40.18
2021-06-04,96,41.0,,0.41,39.36
2021-06-05,93,41.0,,0.41,38.129999999999995
2021-06-06,87,33.0,False,0.33,28.71
2021-06-07,76,33.0,,0.33,25.080000000000002
2021-06-08,95,33.0,,0.33,31.35
2021-06-09,80,33.0,,0.33,26.400000000000002
2021-06-10,74,33.0,,0.33,24.42
2021-06-11,75,33.0,,0.33,24.75
2021-06-12,73,33.0,,0.33,24.09
2021-06-13,72,27.0,False,0.27,19.44
2021-06-14,72,27.0,,0.27,19.44
2021-06-15,65,27.0,,0.27,17.55
2021-06-16,68,27.0,,0.27,18.36
2021-06-17,62,27.0,,0.27,16.740000000000002
2021-06-18,66,27.0,,0.27,17.82
2021-06-19,73,27.0,,0.27,19.71
2021-06-20,71,28.0,False,0.28,19.880000000000003
2021-06-21,81,28.0,,0.28,22.680000000000003
2021-06-22,97,28.0,,0.28,27.160000000000004
2021-06-23,67,28.0,,0.28,18.76
2021-06-24,70,28.0,,0.28,19.6
2021-06-25,60,28.0,,0.28,16.8
2021-06-26,61,28.0,,0.28,17.080000000000002
2021-06-27,59,25.0,False,0.25,14.75
2021-06-28,53,25.0,,0.25,13.25
2021-06-29,63,25.0,,0.25,15.75
2021-06-30,60,25.0,,0.25,15.0
2021-07-01,91,25.0,,0.25,22.75
2021-07-02,100,25.0,,0.25,25.0
2021-07-03,81,25.0,,0.25,20.25
2021-07-04,87,21.0,False,0.21,18.27
2021-07-05,76,21.0,,0.21,15.959999999999999
2021-07-06,82,21.0,,0.21,17.22
2021-07-07,77,21.0,,0.21,16.169999999999998
2021-07-08,87,21.0,,0.21,18.27
2021-07-09,79,21.0,,0.21,16.59
2021-07-10,81,21.0,,0.21,17.009999999999998
2021-07-11,72,19.0,False,0.19,13.68
2021-07-12,75,19.0,,0.19,14.25
2021-07-13,88,19.0,,0.19,16.72
2021-07-14,79,19.0,,0.19,15.01
2021-07-15,80,19.0,,0.19,15.2
2021-07-16,69,19.0,,0.19,13.11
2021-07-17,69,19.0,,0.19,13.11
2021-07-18,70,19.0,False,0.19,13.3
2021-07-19,79,19.0,,0.19,15.01
2021-07-20,74,19.0,,0.19,14.06
2021-07-21,76,19.0,,0.19,14.44
2021-07-22,69,19.0,,0.19,13.11
2021-07-23,65,19.0,,0.19,12.35
2021-07-24,63,19.0,,0.19,11.97
2021-07-25,82,20.0,False,0.2,16.400000000000002
2021-07-26,90,20.0,,0.2,18.0
2021-07-27,74,20.0,,0.2,14.8
2021-07-28,75,20.0,,0.2,15.0
2021-07-29,80,20.0,,0.2,16.0
2021-07-30,73,20.0,,0.2,14.600000000000001
2021-07-31,70,20.0,,0.2,14.0
2021-08-01,54,22.0,False,0.22,11.88
2021-08-02,53,22.0,,0.22,11.66
2021-08-03,55,22.0,,0.22,12.1
2021-08-04,52,22.0,,0.22,11.44
2021-08-05,100,22.0,,0.22,22.0
2021-08-06,52,22.0,,0.22,11.44
2021-08-07,64,22.0,,0.22,14.08
2021-08-08,60,27.0,False,0.27,16.200000000000003
2021-08-09,61,27.0,,0.27,16.470000000000002
2021-08-10,62,27.0,,0.27,16.740000000000002
2021-08-11,86,27.0,,0.27,23.220000000000002
2021-08-12,72,27.0,,0.27,19.44
2021-08-13,65,27.0,,0.27,17.55
2021-08-14,67,27.0,,0.27,18.09
2021-08-15,70,25.0,False,0.25,17.5
2021-08-16,76,25.0,,0.25,19.0
2021-08-17,75,25.0,,0.25,18.75
2021-08-18,65,25.0,,0.25,16.25
2021-08-19,67,25.0,,0.25,16.75
2021-08-20,68,25.0,,0.25,17.0
2021-08-21,78,25.0,,0.25,19.5
2021-08-22,67,24.0,False,0.24,16.08
2021-08-23,82,24.0,,0.24,19.68
2021-08-24,77,24.0,,0.24,18.48
2021-08-25,63,24.0,,0.24,15.12
2021-08-26,65,24.0,,0.24,15.6
2021-08-27,57,24.0,,0.24,13.68
2021-08-28,64,24.0,,0.24,15.36
2021-08-29,66,24.0,False,0.24,15.84
2021-08-30,61,24.0,,0.24,14.639999999999999
2021-08-31,64,24.0,,0.24,15.36
2021-09-01,78,24.0,,0.24,18.72
2021-09-02,83,24.0,,0.24,19.919999999999998
2021-09-03,72,24.0,,0.24,17.28
2021-09-04,84,24.0,,0.24,20.16
2021-09-05,80,26.0,False,0.26,20.8
2021-09-06,83,26.0,,0.26,21.580000000000002
2021-09-07,92,26.0,,0.26,23.92
2021-09-08,96,26.0,,0.26,24.96
2021-09-09,77,26.0,,0.26,20.02
2021-09-10,76,26.0,,0.26,19.76
2021-09-11,70,26.0,,0.26,18.2
2021-09-12,68,23.0,False,0.23,15.64
2021-09-13,74,23.0,,0.23,17.02
2021-09-14,69,23.0,,0.23,15.870000000000001
2021-09-15,63,23.0,,0.23,14.49
2021-09-16,76,23.0,,0.23,17.48
2021-09-17,76,23.0,,0.23,17.48
2021-09-18,67,23.0,,0.23,15.41
2021-09-19,63,24.0,False,0.24,15.12
2021-09-20,81,24.0,,0.24,19.439999999999998
2021-09-21,64,24.0,,0.24,15.36
2021-09-22,69,24.0,,0.24,16.56
2021-09-23,70,24.0,,0.24,16.8
2021-09-24,100,24.0,,0.24,24.0
2021-09-25,88,24.0,,0.24,21.119999999999997
2021-09-26,75,22.0,False,0.22,16.5
2021-09-27,75,22.0,,0.22,16.5
2021-09-28,71,22.0,,0.22,15.62
2021-09-29,66,22.0,,0.22,14.52
2021-09-30,62,22.0,,0.22,13.64
2021-10-01,27,22.0,,0.22,5.94
